tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev
tôo-pōo,徒步,25,tô͘-pō͘,too5poo7,too5poo7,toopoo,toopoo,tp,tp
tôo-jiân,徒然,25,tô͘-jiân,too5jian5,too5jian5,toojian,toojian,tj,tj
tôo-giân,徒言,25,tô͘-giân,too5gian5,too5gian5,toogian,toogian,tg,tg
tôo-huì,徒費,25,tô͘-hùi,too5hui3,too5hui3,toohui,toohui,th,th
tôo-luī,徒類,25,tô͘-lūi,too5lui7,too5lui7,toolui,toolui,tl,tl
tôo-tóng,徒黨,25,tô͘-tóng,too5tong2,too5tong2,tootong,tootong,tt,tt
tik-tiong,得中,25,tek-tiong,tik1tiong1,tek1tiong1,tiktiong,tektiong,tt,tt
tit-lâi,得來,25,tit-lâi,tit1lai5,tit1lai5,titlai,titlai,tl,tl
tik-lī,得利,25,tek-lī,tik1li7,tek1li7,tikli,tekli,tl,tl
tik-li̍k,得力,25,tek-le̍k,tik1lik8,tek1lek8,tiklik,teklek,tl,tl
tit-la̍t,得力,25,tit-la̍t,tit1lat8,tit1lat8,titlat,titlat,tl,tl
tik-sìng,得勝,25,tek-sèng,tik1sing3,tek1seng3,tiksing,tekseng,ts,ts
tik-sè,得勢,25,tek-sè,tik1se3,tek1se3,tikse,tekse,ts,ts
tit-khì,得去,25,tit-khì,tit1khi3,tit1khi3,titkhi,titkhi,tk,tk
tik-tē,得地,25,tek-tē,tik1te7,tek1te7,tikte,tekte,tt,tt
tik-sit,得失,25,tek-sit,tik1sit1,tek1sit1,tiksit,teksit,ts,ts
tit-sit,得失,25,tit-sit,tit1sit1,tit1sit1,titsit,titsit,ts,ts
tik-tsú,得子,25,tek-chú,tik1tsu2,tek1chu2,tiktsu,tekchu,tt,tc
tik-tiānn,得定,25,tek-tiāⁿ,tik1tiann7,tek1tiann7,tiktiann,tektiann,tt,tt
tik-gî,得宜,25,tek-gî,tik1gi5,tek1gi5,tikgi,tekgi,tg,tg
tik-thióng,得寵,25,tek-thióng,tik1thiong2,tek1thiong2,tikthiong,tekthiong,tt,tt
tik-sim,得心,25,tek-sim,tik1sim1,tek1sim1,tiksim,teksim,ts,ts
tik-ì,得意,25,tek-ì,tik1i3,tek1i3,tiki,teki,ti,ti
tik-sî,得時,25,tek-sî,tik1si5,tek1si5,tiksi,teksi,ts,ts
tik-huat,得法,25,tek-hoat,tik1huat1,tek1hoat1,tikhuat,tekhoat,th,th
tik-tshik,得策,25,tek-chhek,tik1tshik1,tek1chhek1,tiktshik,tekchhek,tt,tc
tik-tsuē,得罪,25,tek-chōe,tik1tsue7,tek1choe7,tiktsue,tekchoe,tt,tc
tit-tio̍h,得著,25,tit-tio̍h,tit1tioh8,tit1tioh8,tittioh,tittioh,tt,tt
tik-kái,得解,25,tek-kái,tik1kai2,tek1kai2,tikkai,tekkai,tk,tk
tik-kè,得計,25,tek-kè,tik1ke3,tek1ke3,tikke,tekke,tk,tk
tik-kuat,得訣,25,tek-koat,tik1kuat1,tek1koat1,tikkuat,tekkoat,tk,tk
tik-tō,得道,25,tek-tō,tik1to7,tek1to7,tikto,tekto,tt,tt
pâi-huê,徘徊,25,pâi-hôe,pai5hue5,pai5hoe5,paihue,paihoe,ph,ph
suá-uī,徙位,25,sóa-ūi,sua2ui7,soa2ui7,suaui,soaui,su,su
suá-tshù,徙厝,25,sóa-chhù,sua2tshu3,soa2chhu3,suatshu,soachhu,st,sc
suá-tiàm,徙店,25,sóa-tiàm,sua2tiam3,soa2tiam3,suatiam,soatiam,st,st
suá-biō,徙廟,25,sóa-biō,sua2bio7,soa2bio7,suabio,soabio,sb,sb
suá-tsai,徙栽,25,sóa-chai,sua2tsai1,soa2chai1,suatsai,soachai,st,sc
suá-pōo,徙步,25,sóa-pō͘,sua2poo7,soa2poo7,suapoo,soapoo,sp,sp
suá-tiànn,徙碇,25,sóa-tiàⁿ,sua2tiann3,soa2tiann3,suatiann,soatiann,st,st
suá-kha,徙腳,25,sóa-kha,sua2kha1,soa2kha1,suakha,soakha,sk,sk
suá-phoo,徙鋪,25,sóa-pho͘,sua2phoo1,soa2phoo1,suaphoo,soaphoo,sp,sp
tsiông-tiong,從中,25,chiông-tiong,tsiong5tiong1,chiong5tiong1,tsiongtiong,chiongtiong,tt,ct
tsiông-sū,從事,25,chiông-sū,tsiong5su7,chiong5su7,tsiongsu,chiongsu,ts,cs
tsiông-līng,從令,25,chiông-lēng,tsiong5ling7,chiong5leng7,tsiongling,chiongleng,tl,cl
tsiông-lâi,從來,25,chiông-lâi,tsiong5lai5,chiong5lai5,tsionglai,chionglai,tl,cl
tsiông-sio̍k,從俗,25,chiông-sio̍k,tsiong5siok8,chiong5siok8,tsiongsiok,chiongsiok,ts,cs
tsiông-tsîng,從前,25,chiông-chêng,tsiong5tsing5,chiong5cheng5,tsiongtsing,chiongcheng,tt,cc
tsiông-siān,從善,25,chiông-siān,tsiong5sian7,chiong5sian7,tsiongsian,chiongsian,ts,cs
tsiōng-tông,從堂,25,chiōng-tông,tsiong7tong5,chiong7tong5,tsiongtong,chiongtong,tt,ct
tsiông-kuann,從官,25,chiông-koaⁿ,tsiong5kuann1,chiong5koann1,tsiongkuann,chiongkoann,tk,ck
tshiong-iông,從容,25,chhiong-iông,tshiong1iong5,chhiong1iong5,tshiongiong,chhiongiong,ti,ci
tsiông-khuan,從寬,25,chiông-khoan,tsiong5khuan1,chiong5khoan1,tsiongkhuan,chiongkhoan,tk,ck
tsiông-liâm,從廉,25,chiông-liâm,tsiong5liam5,chiong5liam5,tsiongliam,chiongliam,tl,cl
tsiông-kuân,從權,25,chiông-koân,tsiong5kuan5,chiong5koan5,tsiongkuan,chiongkoan,tk,ck
tsiông-huān,從犯,25,chiông-hoān,tsiong5huan7,chiong5hoan7,tsionghuan,chionghoan,th,ch
tsiông-liông,從良,25,chiông-liông,tsiong5liong5,chiong5liong5,tsiongliong,chiongliong,tl,cl
tsiông-kun,從軍,25,chiông-kun,tsiong5kun1,chiong5kun1,tsiongkun,chiongkun,tk,ck
tsn̂g-thâu,從頭,25,chn̂g-thâu,tsng5thau5,chng5thau5,tsngthau,chngthau,tt,ct
tsîng-thâu,從頭,25,chêng-thâu,tsing5thau5,cheng5thau5,tsingthau,chengthau,tt,ct
tsiông-guān,從願,25,chiông-goān,tsiong5guan7,chiong5goan7,tsiongguan,chionggoan,tg,cg
gū-tsok,御作,25,gū-chok,gu7tsok1,gu7chok1,gutsok,guchok,gt,gc
gū-sú,御史,25,gū-sú,gu7su2,gu7su2,gusu,gusu,gs,gs
gū-bîng,御名,25,gū-bêng,gu7bing5,gu7beng5,gubing,gubeng,gb,gb
gū-bi̍k,御墨,25,gū-be̍k,gu7bik8,gu7bek8,gubik,gubek,gb,gb
gū-sú,御璽,25,gū-sú,gu7su2,gu7su2,gusu,gusu,gs,gs
gū-iōng,御用,25,gū-iōng,gu7iong7,gu7iong7,guiong,guiong,gi,gi
gū-tsè,御祭,25,gū-chè,gu7tse3,gu7che3,gutse,guche,gt,gc
gū-pit,御筆,25,gū-pit,gu7pit1,gu7pit1,gupit,gupit,gp,gp
gū-tshuàn,御纂,25,gū-chhoàn,gu7tshuan3,gu7chhoan3,gutshuan,guchhoan,gt,gc
gū-bûn,御聞,25,gū-bûn,gu7bun5,gu7bun5,gubun,gubun,gb,gb
gū-siān,御膳,25,gū-siān,gu7sian7,gu7sian7,gusian,gusian,gs,gs
gū-uán,御苑,25,gū-oán,gu7uan2,gu7oan2,guuan,guoan,gu,go
gū-i,御衣,25,gū-i,gu7i1,gu7i1,gui,gui,gi,gi
gū-tsè,御製,25,gū-chè,gu7tse3,gu7che3,gutse,guche,gt,gc
gū-tāu,御豆,25,gū-tāu,gu7tau7,gu7tau7,gutau,gutau,gt,gt
gū-kà,御駕,25,gū-kà,gu7ka3,gu7ka3,guka,guka,gk,gk
gū-liông,御龍,25,gū-liông,gu7liong5,gu7liong5,guliong,guliong,gl,gl
ho̍k-siû,復仇,25,ho̍k-siû,hok8siu5,hok8siu5,hoksiu,hoksiu,hs,hs
ho̍k-guân,復原,25,ho̍k-goân,hok8guan5,hok8goan5,hokguan,hokgoan,hg,hg
ho̍k-kóo,復古,25,ho̍k-kó͘,hok8koo2,hok8koo2,hokkoo,hokkoo,hk,hk
ho̍k-bīng,復命,25,ho̍k-bēng,hok8bing7,hok8beng7,hokbing,hokbeng,hb,hb
ho̍k-huê,復回,25,ho̍k-hôe,hok8hue5,hok8hoe5,hokhue,hokhoe,hh,hh
ho̍k-kuann,復官,25,ho̍k-koaⁿ,hok8kuann1,hok8koann1,hokkuann,hokkoann,hk,hk
hok-hok,復復,25,hok-hok,hok1hok1,hok1hok1,hokhok,hokhok,hh,hh
ho̍k-bûn,復文,25,ho̍k-bûn,hok8bun5,hok8bun5,hokbun,hokbun,hb,hb
ho̍k-tsí,復旨,25,ho̍k-chí,hok8tsi2,hok8chi2,hoktsi,hokchi,ht,hc
ho̍k-su,復書,25,ho̍k-su,hok8su1,hok8su1,hoksu,hoksu,hs,hs
koh-ua̍h,復活,25,koh-oa̍h,koh1uah8,koh1oah8,kohuah,kohoah,ku,ko
ho̍k-tsi̍k,復籍,25,ho̍k-che̍k,hok8tsik8,hok8chek8,hoktsik,hokchek,ht,hc
ho̍k-si̍p,復習,25,ho̍k-si̍p,hok8sip8,hok8sip8,hoksip,hoksip,hs,hs
ho̍k-sìng,復聖,25,ho̍k-sèng,hok8sing3,hok8seng3,hoksing,hokseng,hs,hs
ho̍k-tsit,復職,25,ho̍k-chit,hok8tsit1,hok8chit1,hoktsit,hokchit,ht,hc
hiù-hing,復興,25,hiù-heng,hiu3hing1,hiu3heng1,hiuhing,hiuheng,hh,hh
ho̍k-hing,復興,25,ho̍k-heng,hok8hing1,hok8heng1,hokhing,hokheng,hh,hh
hok-siàu,復賬,25,hok-siàu,hok1siau3,hok1siau3,hoksiau,hoksiau,hs,hs
ho̍k-phik,復辟,25,ho̍k-phek,hok8phik1,hok8phek1,hokphik,hokphek,hp,hp
sûn-khuân,循環,25,sûn-khoân,sun5khuan5,sun5khoan5,sunkhuan,sunkhoan,sk,sk
sūn-sūn,循順,25,sūn-sūn,sun7sun7,sun7sun7,sunsun,sunsun,ss,ss
bî-hōng,微俸,25,bî-hōng,bi5hong7,bi5hong7,bihong,bihong,bh,bh
bî-siong,微傷,25,bî-siong,bi5siong1,bi5siong1,bisiong,bisiong,bs,bs
bî-li̍k,微力,25,bî-le̍k,bi5lik8,bi5lek8,bilik,bilek,bl,bl
bî-biāu,微妙,25,bî-biāu,bi5biau7,bi5biau7,bibiau,bibiau,bb,bb
bi-bi,微微,25,bi-bi,bi1bi1,bi1bi1,bibi,bibi,bb,bb
bue-bue,微微,25,boe-boe,bue1bue1,boe1boe1,buebue,boeboe,bb,bb
bî-bî,微微,25,bî-bî,bi5bi5,bi5bi5,bibi,bibi,bb,bb
bî-bua̍t,微末,25,bî-boa̍t,bi5buat8,bi5boat8,bibuat,biboat,bb,bb
bî-biáu,微渺,25,bî-biáu,bi5biau2,bi5biau2,bibiau,bibiau,bb,bb
lâ-lûn,微溫,25,lâ-lûn,la5lun5,la5lun5,lalun,lalun,ll,ll
bî-sing,微生,25,bî-seng,bi5sing1,bi5seng1,bising,biseng,bs,bs
bui-ba̍k,微目,25,bui-ba̍k,bui1bak8,bui1bak8,buibak,buibak,bb,bb
bî-suè,微細,25,bî-sòe,bi5sue3,bi5soe3,bisue,bisoe,bs,bs
bî-hîng,微行,25,bî-hêng,bi5hing5,bi5heng5,bihing,biheng,bh,bh
bî-thiong,微衷,25,bî-thiong,bi5thiong1,bi5thiong1,bithiong,bithiong,bt,bt
bî-ú,微雨,25,bî-ú,bi5u2,bi5u2,biu,biu,bu,bu
bî-hong,微風,25,bî-hong,bi5hong1,bi5hong1,bihong,bihong,bh,bh
ting-ping,徵兵,25,teng-peng,ting1ping1,teng1peng1,tingping,tengpeng,tp,tp
ting-ting,徵徵,25,teng-teng,ting1ting1,teng1teng1,tingting,tengteng,tt,tt
ting-siu,徵收,25,teng-siu,ting1siu1,teng1siu1,tingsiu,tengsiu,ts,ts
tsing-siu,徵收,25,cheng-siu,tsing1siu1,cheng1siu1,tsingsiu,chengsiu,ts,cs
ting-sè,徵稅,25,teng-sè,ting1se3,teng1se3,tingse,tengse,ts,ts
ting-póo,徵補,25,teng-pó͘,ting1poo2,teng1poo2,tingpoo,tengpoo,tp,tp
ting-hiòng,徵餉,25,teng-hiòng,ting1hiong3,teng1hiong3,tinghiong,tenghiong,th,th
tik-huà,德化,25,tek-hòa,tik1hua3,tek1hoa3,tikhua,tekhoa,th,th
tik-kok,德國,25,tek-kok,tik1kok1,tek1kok1,tikkok,tekkok,tk,tk
tik-kàu,德教,25,tek-kàu,tik1kau3,tek1kau3,tikkau,tekkau,tk,tk
tik-bōng,德望,25,tek-bōng,tik1bong7,tek1bong7,tikbong,tekbong,tb,tb
tik-khîm,德禽,25,tek-khîm,tik1khim5,tek1khim5,tikkhim,tekkhim,tk,tk
tik-gī,德義,25,tek-gī,tik1gi7,tek1gi7,tikgi,tekgi,tg,tg
tik-io̍k,德育,25,tek-io̍k,tik1iok8,tek1iok8,tikiok,tekiok,ti,ti
tik-hīng,德行,25,tek-hēng,tik1hing7,tek1heng7,tikhing,tekheng,th,th
thiat-huà,徹化,25,thiat-hòa,thiat1hua3,thiat1hoa3,thiathua,thiathoa,th,th
thiat-thò,徹套,25,thiat-thò,thiat1tho3,thiat1tho3,thiattho,thiattho,tt,tt
thiat-tí,徹底,25,thiat-tí,thiat1ti2,thiat1ti2,thiatti,thiatti,tt,tt
thiat-lí,徹理,25,thiat-lí,thiat1li2,thiat1li2,thiatli,thiatli,tl,tl
sim-tiong,心中,25,sim-tiong,sim1tiong1,sim1tiong1,simtiong,simtiong,st,st
sim-sū,心事,25,sim-sū,sim1su7,sim1su7,simsu,simsu,ss,ss
sim-kau,心交,25,sim-kau,sim1kau1,sim1kau1,simkau,simkau,sk,sk
sim-lāi,心內,25,sim-lāi,sim1lai7,sim1lai7,simlai,simlai,sl,sl
sim-li̍k,心力,25,sim-le̍k,sim1lik8,sim1lek8,simlik,simlek,sl,sl
sim-guî,心危,25,sim-gûi,sim1gui5,sim1gui5,simgui,simgui,sg,sg
sim-hiòng,心向,25,sim-hiòng,sim1hiong3,sim1hiong3,simhiong,simhiong,sh,sh
sim-tē,心地,25,sim-tē,sim1te7,sim1te7,simte,simte,st,st
sim-tué,心底,25,sim-tóe,sim1tue2,sim1toe2,simtue,simtoe,st,st
sim-sim,心心,25,sim-sim,sim1sim1,sim1sim1,simsim,simsim,ss,ss
sim-tsì,心志,25,sim-chì,sim1tsi3,sim1chi3,simtsi,simchi,st,sc
sim-liām,心念,25,sim-liām,sim1liam7,sim1liam7,simliam,simliam,sl,sl
sim-su,心思,25,sim-su,sim1su1,sim1su1,simsu,simsu,ss,ss
sim-sū,心思,25,sim-sū,sim1su7,sim1su7,simsu,simsu,ss,ss
sim-sìng,心性,25,sim-sèng,sim1sing3,sim1seng3,simsing,simseng,ss,ss
sim-būn,心悶,25,sim-būn,sim1bun7,sim1bun7,simbun,simbun,sb,sb
sim-tsîng,心情,25,sim-chêng,sim1tsing5,sim1cheng5,simtsing,simcheng,st,sc
sim-ì,心意,25,sim-ì,sim1i3,sim1i3,simi,simi,si,si
sim-huâi,心懷,25,sim-hoâi,sim1huai5,sim1hoai5,simhuai,simhoai,sh,sh
sim-tsiânn,心成,25,sim-chiâⁿ,sim1tsiann5,sim1chiann5,simtsiann,simchiann,st,sc
sim-pâng,心房,25,sim-pâng,sim1pang5,sim1pang5,simpang,simpang,sp,sp
sim-hòng,心放,25,sim-hòng,sim1hong3,sim1hong3,simhong,simhong,sh,sh
sim-ho̍k,心服,25,sim-ho̍k,sim1hok8,sim1hok8,simhok,simhok,sh,sh
sim-bâng,心朦,25,sim-bâng,sim1bang5,sim1bang5,simbang,simbang,sb,sb
sim-tsô,心槽,25,sim-chô,sim1tso5,sim1cho5,simtso,simcho,st,sc
sim-ki,心機,25,sim-ki,sim1ki1,sim1ki1,simki,simki,sk,sk
sim-khuì,心氣,25,sim-khùi,sim1khui3,sim1khui3,simkhui,simkhui,sk,sk
sim-hé,心火,25,sim-hé,sim1he2,sim1he2,simhe,simhe,sh,sh
sim-lí,心理,25,sim-lí,sim1li2,sim1li2,simli,simli,sl,sl
sim-tiân,心田,25,sim-tiân,sim1tian5,sim1tian5,simtian,simtian,st,st
sim-pīnn,心病,25,sim-pīⁿ,sim1pinn7,sim1pinn7,simpinn,simpinn,sp,sp
sim-thiànn,心痛,25,sim-thiàⁿ,sim1thiann3,sim1thiann3,simthiann,simthiann,st,st
sim-kán,心癇,25,sim-kán,sim1kan2,sim1kan2,simkan,simkan,sk,sk
sim-sîn,心神,25,sim-sîn,sim1sin5,sim1sin5,simsin,simsin,ss,ss
sim-o,心窩,25,sim-o,sim1o1,sim1o1,simo,simo,so,so
sim-khiàu,心竅,25,sim-khiàu,sim1khiau3,sim1khiau3,simkhiau,simkhiau,sk,sk
sim-suàn,心算,25,sim-soàn,sim1suan3,sim1soan3,simsuan,simsoan,ss,ss
sim-king,心經,25,sim-keng,sim1king1,sim1keng1,simking,simkeng,sk,sk
sim-sū,心緒,25,sim-sū,sim1su7,sim1su7,simsu,simsu,ss,ss
sim-kuann,心肝,25,sim-koaⁿ,sim1kuann1,sim1koann1,simkuann,simkoann,sk,sk
sim-hiong,心胸,25,sim-hiong,sim1hiong1,sim1hiong1,simhiong,simhiong,sh,sh
sim-sīn,心腎,25,sim-sīn,sim1sin7,sim1sin7,simsin,simsin,ss,ss
sim-tn̂g,心腸,25,sim-tn̂g,sim1tng5,sim1tng5,simtng,simtng,st,st
sim-hok,心腹,25,sim-hok,sim1hok1,sim1hok1,simhok,simhok,sh,sh
sim-tsōng,心臟,25,sim-chōng,sim1tsong7,sim1chong7,simtsong,simchong,st,sc
sim-ínn,心芛,25,sim-íⁿ,sim1inn2,sim1inn2,siminn,siminn,si,si
sim-khóo,心苦,25,sim-khó͘,sim1khoo2,sim1khoo2,simkhoo,simkhoo,sk,sk
sim-hong,心荒,25,sim-hong,sim1hong1,sim1hong1,simhong,simhong,sh,sh
sim-hiat,心血,25,sim-hiat,sim1hiat1,sim1hiat1,simhiat,simhiat,sh,sh
sim-hīng,心行,25,sim-hēng,sim1hing7,sim1heng7,simhing,simheng,sh,sh
sim-sik,心適,25,sim-sek,sim1sik1,sim1sek1,simsik,simsek,ss,ss
sim-sng,心酸,25,sim-sng,sim1sng1,sim1sng1,simsng,simsng,ss,ss
sim-thâu,心頭,25,sim-thâu,sim1thau5,sim1thau5,simthau,simthau,st,st
sim-guān,心願,25,sim-goān,sim1guan7,sim1goan7,simguan,simgoan,sg,sg
pit-tiānn,必定,25,pit-tiāⁿ,pit1tiann7,pit1tiann7,pittiann,pittiann,pt,pt
pit-sī,必是,25,pit-sī,pit1si7,pit1si7,pitsi,pitsi,ps,ps
pit-sú,必死,25,pit-sú,pit1su2,pit1su2,pitsu,pitsu,ps,ps
pit-bia̍t,必滅,25,pit-bia̍t,pit1biat8,pit1biat8,pitbiat,pitbiat,pb,pb
pit-jiân,必然,25,pit-jiân,pit1jian5,pit1jian5,pitjian,pitjian,pj,pj
pit-iàu,必要,25,pit-iàu,pit1iau3,pit1iau3,pitiau,pitiau,pi,pi
pit-su,必須,25,pit-su,pit1su1,pit1su1,pitsu,pitsu,ps,ps
khī-tiong,忌中,25,khī-tiong,khi7tiong1,khi7tiong1,khitiong,khitiong,kt,kt
khī-khik,忌剋,25,khī-khek,khi7khik1,khi7khek1,khikhik,khikhek,kk,kk
khī-tshuì,忌嘴,25,khī-chhùi,khi7tshui3,khi7chhui3,khitshui,khichhui,kt,kc
khī-tān,忌憚,25,khī-tān,khi7tan7,khi7tan7,khitan,khitan,kt,kt
khī-to̍k,忌毒,25,khī-to̍k,khi7tok8,khi7tok8,khitok,khitok,kt,kt
khī-jiông,忌茸,25,khī-jiông,khi7jiong5,khi7jiong5,khijiong,khijiong,kj,kj
khī-huì,忌諱,25,khī-hùi,khi7hui3,khi7hui3,khihui,khihui,kh,kh
kī-sîn,忌辰,25,kī-sîn,ki7sin5,ki7sin5,kisin,kisin,ks,ks
khī-tsia̍h,忌食,25,khī-chia̍h,khi7tsiah8,khi7chiah8,khitsiah,khichiah,kt,kc
lún-táu,忍倒,25,lún-táu,lun2tau2,lun2tau2,luntau,luntau,lt,lt
jím-tang,忍冬,25,jím-tang,jim2tang1,jim2tang1,jimtang,jimtang,jt,jt
lún-neh,忍凹,25,lún-neh,lun2neh1,lun2neh1,lunneh,lunneh,ln,ln
jím-siū,忍受,25,jím-siū,jim2siu7,jim2siu7,jimsiu,jimsiu,js,js
lún-tshuì,忍嘴,25,lún-chhùi,lun2tshui3,lun2chhui3,luntshui,lunchhui,lt,lc
lún-kuânn,忍寒,25,lún-kôaⁿ,lun2kuann5,lun2koann5,lunkuann,lunkoann,lk,lk
lún-jiō,忍尿,25,lún-jiō,lun2jio7,lun2jio7,lunjio,lunjio,lj,lj
jím-sim,忍心,25,jím-sim,jim2sim1,jim2sim1,jimsim,jimsim,js,js
lún-lún,忍忍,25,lún-lún,lun2lun2,lun2lun2,lunlun,lunlun,ll,ll
lún-tshiú,忍手,25,lún-chhiú,lun2tshiu2,lun2chhiu2,luntshiu,lunchhiu,lt,lc
jím-khì,忍氣,25,jím-khì,jim2khi3,jim2khi3,jimkhi,jimkhi,jk,jk
lún-khuì,忍氣,25,lún-khùi,lun2khui3,lun2khui3,lunkhui,lunkhui,lk,lk
lún-khì,忍氣,25,lún-khì,lun2khi3,lun2khi3,lunkhi,lunkhi,lk,lk
lún-thiànn,忍痛,25,lún-thiàⁿ,lun2thiann3,lun2thiann3,lunthiann,lunthiann,lt,lt
jím-nāi,忍耐,25,jím-nāi,jim2nai7,jim2nai7,jimnai,jimnai,jn,jn
lún-tánn,忍膽,25,lún-táⁿ,lun2tann2,lun2tann2,luntann,luntann,lt,lt
jím-jio̍k,忍辱,25,jím-jio̍k,jim2jiok8,jim2jiok8,jimjiok,jimjiok,jj,jj
jím-ki,忍饑,25,jím-ki,jim2ki1,jim2ki1,jimki,jimki,jk,jk
tshún-to̍k,忖度,25,chhún-to̍k,tshun2tok8,chhun2tok8,tshuntok,chhuntok,tt,ct
tsì-hiòng,志向,25,chì-hiòng,tsi3hiong3,chi3hiong3,tsihiong,chihiong,th,ch
tsì-sū,志士,25,chì-sū,tsi3su7,chi3su7,tsisu,chisu,ts,cs
tsì-tshò,志操,25,chì-chhò,tsi3tsho3,chi3chho3,tsitsho,chichho,tt,cc
tsì-bōng,志望,25,chì-bōng,tsi3bong7,chi3bong7,tsibong,chibong,tb,cb
tsì-khì,志氣,25,chì-khì,tsi3khi3,chi3khi3,tsikhi,chikhi,tk,ck
tsì-liōng,志量,25,chì-liōng,tsi3liong7,chi3liong7,tsiliong,chiliong,tl,cl
tsì-guān,志願,25,chì-goān,tsi3guan7,chi3goan7,tsiguan,chigoan,tg,cg
bông-pat,忘八,25,bông-pat,bong5pat1,bong5pat1,bongpat,bongpat,bp,bp
bông-un,忘恩,25,bông-un,bong5un1,bong5un1,bongun,bongun,bu,bu
bâng-luān,忙亂,25,bâng-loān,bang5luan7,bang5loan7,bangluan,bangloan,bl,bl
bâng-bâng,忙忙,25,bâng-bâng,bang5bang5,bang5bang5,bangbang,bangbang,bb,bb
thiám-thâu,忝頭,25,thiám-thâu,thiam2thau5,thiam2thau5,thiamthau,thiamthau,tt,tt
tiong-sìn,忠信,25,tiong-sìn,tiong1sin3,tiong1sin3,tiongsin,tiongsin,ts,ts
tiong-po̍k,忠僕,25,tiong-po̍k,tiong1pok8,tiong1pok8,tiongpok,tiongpok,tp,tp
tiong-ióng,忠勇,25,tiong-ióng,tiong1iong2,tiong1iong2,tiongiong,tiongiong,ti,ti
tiong-hun,忠勳,25,tiong-hun,tiong1hun1,tiong1hun1,tionghun,tionghun,th,th
tiong-hōo,忠厚,25,tiong-hō͘,tiong1hoo7,tiong1hoo7,tionghoo,tionghoo,th,th
tiong-khok,忠告,25,tiong-khok,tiong1khok1,tiong1khok1,tiongkhok,tiongkhok,tk,tk
tiong-hàu,忠孝,25,tiong-hàu,tiong1hau3,tiong1hau3,tionghau,tionghau,th,th
tiong-si̍t,忠實,25,tiong-si̍t,tiong1sit8,tiong1sit8,tiongsit,tiongsit,ts,ts
tiong-sù,忠恕,25,tiong-sù,tiong1su3,tiong1su3,tiongsu,tiongsu,ts,ts
tiong-lia̍t,忠烈,25,tiong-lia̍t,tiong1liat8,tiong1liat8,tiongliat,tiongliat,tl,tl
tiong-kàm,忠監,25,tiong-kàm,tiong1kam3,tiong1kam3,tiongkam,tiongkam,tk,tk
tiong-ti̍t,忠直,25,tiong-ti̍t,tiong1tit8,tiong1tit8,tiongtit,tiongtit,tt,tt
tiong-tsiat,忠節,25,tiong-chiat,tiong1tsiat1,tiong1chiat1,tiongtsiat,tiongchiat,tt,tc
tiong-gī,忠義,25,tiong-gī,tiong1gi7,tiong1gi7,tionggi,tionggi,tg,tg
tiong-sîn,忠臣,25,tiong-sîn,tiong1sin5,tiong1sin5,tiongsin,tiongsin,ts,ts
tiong-liông,忠良,25,tiong-liông,tiong1liong5,tiong1liong5,tiongliong,tiongliong,tl,tl
tiong-giân,忠言,25,tiong-giân,tiong1gian5,tiong1gian5,tionggian,tionggian,tg,tg
tiong-sîng,忠誠,25,tiong-sêng,tiong1sing5,tiong1seng5,tiongsing,tiongseng,ts,ts
tiong-kàn,忠諫,25,tiong-kàn,tiong1kan3,tiong1kan3,tiongkan,tiongkan,tk,tk
tiong-hûn,忠魂,25,tiong-hûn,tiong1hun5,tiong1hun5,tionghun,tionghun,th,th
ngóo-gi̍k,忤逆,25,ngó͘-ge̍k,ngoo2gik8,ngoo2gek8,ngoogik,ngoogek,ng,ng
khuài-piān,快便,25,khoài-piān,khuai3pian7,khoai3pian7,khuaipian,khoaipian,kp,kp
khuài-sìn,快信,25,khoài-sìn,khuai3sin3,khoai3sin3,khuaisin,khoaisin,ks,ks
khuài-hâm,快函,25,khoài-hâm,khuai3ham5,khoai3ham5,khuaiham,khoaiham,kh,kh
khuài-ià,快厭,25,khoài-ià,khuai3ia3,khoai3ia3,khuaiia,khoaiia,ki,ki
kuē-ià,快厭,25,kōe-ià,kue7ia3,koe7ia3,kueia,koeia,ki,ki
khuài-sàu,快哨,25,khoài-sàu,khuai3sau3,khoai3sau3,khuaisau,khoaisau,ks,ks
khuài-ia̍h,快役,25,khoài-ia̍h,khuai3iah8,khoai3iah8,khuaiiah,khoaiiah,ki,ki
khuài-khuài,快快,25,khoài-khoài,khuai3khuai3,khoai3khoai3,khuaikhuai,khoaikhoai,kk,kk
kuē-kuē,快快,25,kōe-kōe,kue7kue7,koe7koe7,kuekue,koekoe,kk,kk
khuài-ì,快意,25,khoài-ì,khuai3i3,khoai3i3,khuaii,khoaii,ki,ki
kuē-tsio,快招,25,kōe-chio,kue7tsio1,koe7chio1,kuetsio,koechio,kt,kc
khuài-tsia̍t,快捷,25,khoài-chia̍t,khuai3tsiat8,khoai3chiat8,khuaitsiat,khoaichiat,kt,kc
khuài-lo̍k,快樂,25,khoài-lo̍k,khuai3lok8,khoai3lok8,khuailok,khoailok,kl,kl
khuànn-ua̍h,快活,25,khòaⁿ-oa̍h,khuann3uah8,khoann3oah8,khuannuah,khoannoah,ku,ko
khuài-pan,快班,25,khoài-pan,khuai3pan1,khoai3pan1,khuaipan,khoaipan,kp,kp
khuài-kín,快緊,25,khoài-kín,khuai3kin2,khoai3kin2,khuaikin,khoaikin,kk,kk
