tl,hanzi
tông-tsì,同志
tông-sìng,同性
tông-tsîng,同情
tông-ì,同意
tông-ì-su,同意書
tông-kám,同感
tông-sî,同時
tông-gia̍p,同業
tông-lo̍k,同樂
tông-kui-sóo,同歸所
tông-tī-tsháu,同治草
tông-bîng,同盟
tông-tshong,同窗
tông-tshong-huē,同窗會
tông-pau,同胞
tông-hâng,同行
tâng-mn̂g,同門
tâng-mn̂g--ê,同門的
tâng-tsê,同齊
miâ,名
bîng,名
miâ-tsheh,名冊
bîng-lī,名利
bîng-sìng,名勝
miâ-tuann,名單
miâ-jī,名字
miâ-lī,名字
bîng-bōng,名望
miâ-bōng,名望
miâ-tiâu,名條
miâ-tshù,名次
bîng-phìnn,名片
miâ-pâi,名牌
bîng-sán,名產
miâ-tshing,名稱
miâ-phōo,名簿
bîng-gī,名義
miâ-siann,名聲
miâ-hō,名號
bîng-sû,名詞
miâ-sû,名詞
bîng-ū,名譽
miâ-ū,名譽
bîng-i,名醫
miâ-i,名醫
bîng-kan-hiong,名間鄉
miâ-gia̍h,名額
hiō,后
hōo,后
hiōr,后
āu,后
āu-lí,后里
āu-lí-khu,后里區
lī,吏
thòo,吐
thóo,吐
thóo-thóo,吐吐
thóo-eh,吐呃
thóo-erh,吐呃
thóo-èr,吐呃
thóo-tuā-khuì,吐大氣
thòo-liân-siân,吐憐涎
thóo-khuì,吐氣
thóo-ba̍k,吐目
thòo-suī,吐穗
thóo-bah-tsìnn,吐肉箭
thóo-tn̂g-thâu,吐腸頭
thóo-tsi̍h,吐舌
thòo-hueh,吐血
thòo-huih,吐血
hiàng,向
hiòng,向
ànn,向
ǹg,向
hiànn,向
hiòng-tsiân,向前
hiànn-hiànn,向向
hiòng-siān,向善
hiòng-thian-ôo-suann,向天湖山
hiàng-sî,向時
ǹg-bāng,向望
hiànn-lâu,向流
ànn-io,向腰
hiàng-tsūn-á,向陣仔
ànn-thâu,向頭
tshia,吒
tshà,吒
kun,君
kun-tsú,君子
kun-ông,君王
līn,吝
thun,吞
thun-lún,吞忍
thun-siau,吞霄
gîm,吟
gîm-tshiùnn,吟唱
gîm-si,吟詩
huī,吠
puī,吠
puǐ,吠
tshìm,吢
tshìm,吣
phóo,吥
hónn,否
phí,否
hónn-tīng,否定
hóo-tīng,否定
hónn-kuat,否決
hóo-kuat,否決
hónn-jīn,否認
hónn-līn,否認
hóo-jīn,否認
hóo-līn,否認
pa,吧
pa-tâi,吧台
pa-lí-kok,吧哩嘓
tûn,吨
huan,吩
hun,吩
huan-hù,吩咐
gô,吪
ngôo,吪
o-á,吪仔
or-á,吪仔
êr--á,吪仔
ô-á,吪仔
o-á-pà,吪仔霸
êr-a,吪啊
hâm,含
kâm,含
kânn,含
kâm-á-thn̂g,含仔糖
hâm-uan,含冤
hâm-ì,含意
hâm-sau,含梢
hâm-tshiàu,含笑
hâm-hôo,含糊
kâm-hueh-phùn-thinn,含血噴天
kâm-huih-phùn-thinn,含血噴天
kâm-hueh-bū-thinn,含血霧天
kâm-huih-bū-thinn,含血霧天
hâm-liōng,含量
gín,听
thìng,听
hông,吭
khòng,吭
khóng,吭
khngh,吭
khōng,吭
khōng-kha-khiàu,吭跤翹
tshńg,吮
tsn̄g,吮
tsuīnn,吮
tsňg,吮
ún,吮
tshńg-uē-phāng,吮話縫
hông,吰
khì,吱
tsi,吱
ki,吱
ki-siân,吱蟬
gôo,吳
ngôo,吳
gôo-iû,吳游
ngôo-iû,吳游
gôo-kueh-hî,吳郭魚
gôo-kueh-hû,吳郭魚
ngôo-kueh-hî,吳郭魚
ngôo-kueh-hû,吳郭魚
gôo-tēnn,吳鄭
gôo-tīnn,吳鄭
ngôo-tēnn,吳鄭
ngôo-tīnn,吳鄭
gôo,吴
ngôo,吴
tshá,吵
tsháu,吵
tshá-ke-lā-the̍h,吵家抐宅
tshá-ke-lā-kè,吵家抐計
tshá-lā,吵抐
tshá-nāu,吵鬧
lu̍t,吶
nā,吶
nā-tshuì-tsi̍h,吶喙舌
nā-tshuì-tsī,吶喙舌
nǎ-tsi̍h,吶舌
kuat,吷
khip,吸
khip-ín,吸引
khip-siu,吸收
khip-tsio̍h,吸石
khi̍p-tsio̍h,吸石
khip-tsio̍h-á,吸石仔
khi̍p-tsio̍rh-á,吸石仔
hiap-thih,吸鐵
khip-thih,吸鐵
tshe,吹
tsher,吹
tshue,吹
tshui,吹
tshe-káu-lê,吹狗螺
tsher-káu-lêr,吹狗螺
tshue-káu-lê,吹狗螺
tsher-lêr,吹螺
tshe-hong,吹風
tshue-hong,吹風
tshe-hong-ki,吹風機
tshue-hong-ki,吹風機
bún,吻
hió,吼
háu,吼
hóo,吼
ha̍unnh-tshi̍h-tshi̍h,吼叱叱
im,吽
tsiong,吽
gôo,吾
ngôo,吾
gâ,呀
kun,呁
lī,呂
lū,呂
lī tōng-pin,呂洞賓
lū tōng-pin,呂洞賓
eh,呃
ik,呃
eh-tshiah-sng,呃刺酸
phái,呆
pháinn,呆
tai,呆
tiânn,呈
thîng,呈
tîng,呈
thîng-pò,呈報
thîng-hiān,呈現
kò,告
kòo,告
kò-pia̍t,告別
kò-pia̍t-sik,告別式
kò-bi̍t,告密
kò-huat,告發
kò-pe̍h,告白
kò-ti,告知
kò-sī,告示
kò-sòo,告訴
kò-sî,告辭
kiàu,呌
thah,呔
thài,呔
thah ē,呔會
thài ē,呔會
thài-thó,呔討
thái-thó,呔討
ko,呙
koo,呙
phún,呠
bún,呡
lî,呢
nî,呢
neh,呢
nih,呢
ne,呢
iu,呦
tí,呧
ti,呧
tsiu,周
tsiu-tsuân,周全
tsiu-khan,周刊
tsiu-tò,周到
tsiu-uî,周圍
tsiu-bi̍t,周密
tsiu-tsì,周至
tsiu-siông,周詳
tsiu-tsuán,周轉
tsiu-pinn,周邊
tsiu-n̂g,周黃
tsiu-uînn,周黃
tsiù,呪
thiam,呫
thiap,呫
hì,呬
lîng,呬
tsí,呰
tsú,呰
koo,呱
kop,呱
kua̍t,呱
oo,呱
ua,呱
kuā,呱
ua̋k-ua̋k,呱呱
kua̍k-kua̍k-kiò,呱呱叫
tshū,呲
bī,味
bī-sòo,味素
bī-sòo-hún,味素粉
bī-kak,味覺
hoo,呴
hu,呴
hú,呴
ku,呴
ho,呵
hoo,呵
o,呵
or,呵
o-ló,呵咾
or-lór,呵咾
ha-tê,呵茶
lau,呶
lâu,呶
lôo,呶
nâu,呶
a̍p,呷
hap,呷
phi,呸
phuì,呸
phuì-nuā,呸瀾
phuì-thâm,呸痰
phuì-hueh,呸血
phuì-huih,呸血
phuì-bīn,呸面
hiau,呺
hô,呺
hō,呺
hau-la̍k,呺六
sin,呻
tshan,呻
hoo,呼
khoo,呼
honn,呼
hoo-kiò,呼叫
khoo-eh-á,呼呃仔
khoo-irh-á,呼呃仔
khoo-uh-á,呼噎仔
khoo-si-á,呼噓仔
khoo-sir-á,呼噓仔
khoo-su-á,呼噓仔
khoo-su̍t-á,呼噓仔
khoo-sīr-á,呼噓仔
khoo-si-sū,呼噓噓
khoo-si-si-á,呼噓噓仔
khoo-sir-sir-á,呼噓噓仔
khoo-sái-eh,呼屎呃
khoo-sái-è,呼屎呃
khoo-sái-èr,呼屎呃
hoo-ìng,呼應
hoo-io̍k,呼籲
hoo-siann,呼聲
kher-lua,呼蛋
khoo-lua,呼蛋
khoo-nua,呼蛋
khoo-tuann,呼蛋
khoo-pi-á,呼觱仔
hoo-tshiánn,呼請
hoo-im,呼音
bīng,命
miā,命
bīng-līng,命令
miā-tué-hó,命底好
miā-té-hó,命底好
miā-àn,命案
miā-lí,命理
miā-si-á,命絲仔
miā-ūn,命運
bīng-tuê,命題
bīng-tê,命題
tàn,呾
tànn,呾
kha,呿
khiap,呿
khu,呿
khuh,呿
khuh-khuh-sàu,呿呿嗽
tsóo,咀
hâm,咁
khiám,咁
kām-kuainn-á,咁胿仔
tsat,咂
tsa̍p,咂
tsa̍p-tsa̍p-kiò,咂咂叫
tho,咃
tu̍t,咄
pâu,咆
pit,咇
phi̍h,咇
phi̍h-phi̍h-tshuah,咇咇掣
phi̍h-pho̍k-thiàu,咇噗跳
hut,咈
iong,咉
hô,咊
tsik,咋
tsà,咋
huê,和
hê,和
hâm,和
hô,和
hôo,和
hō,和
hōo,和
hām,和
hô-jîn,和仁
hô-hó,和好
huê-siōnn,和尚
huê-siūnn,和尚
hê-siūnn,和尚
hêr-siūnn,和尚
hêr-siǔnn,和尚
huê-siūnn-á,和尚仔
huê-siūnn-tsiu,和尚洲
hê-siūnn-tsiu,和尚洲
hô-pîng,和平
hô-pîng-khu,和平區
hô-pîng-khe,和平溪
hô-khì,和氣
hô-bo̍k,和睦
hô-bí-tìn,和美鎮
hô-kái,和解
hô-hâi,和諧
hô-sūn,和順
hô-tsuê,和齊
hô-tsê,和齊
hai,咍
kiū,咎
īng,咏
hù,咐
tah,咑
tsiù,咒
tsiù-sí-tse̍h-tsuā,咒死絕誓
tsiù-mā,咒罵
tsiù-mē,咒罵
tsiù-tsuā,咒誓
tsiù-tsuǎ,咒誓
tsiù-tshàm,咒讖
kū-kú-kong,咕咕公
ka,咖
ka-lí,咖哩
ka-lí-liân-lô,咖哩嗹囉
ka-pi,咖啡
ka-pi-sik,咖啡色
ip,咠
tship,咠
jî,咡
jī,咡
go̍k,咢
tshà,咤
tòo,咤
hì,咥
leh,咧
lia̍t,咧
teh,咧
teh-beh,咧欲
teh-bueh,咧欲
tih-beh,咧欲
tih-bueh,咧欲
leh-thàn--ê,咧趁的
tsu,咨
bí,咩
meh,咩
bî,咪
be,咪
bi,咪
bí,咪
me,咪
mi,咪
bî-bî,咪咪
bi̋-bi,咪咪
tsí,咫
kā,咬
kǎ,咬
ngáu,咬
kā-tshuì,咬喙
kā-tshuì-khí-kin,咬喙齒根
kā-tshuì-khí-kun,咬喙齒根
kā-tsi̍h,咬舌
khiat,咭
kiat,咭
tiù,咮
tsu,咮
ko̍k,咯
lo̍k,咯
kha̍k,咯
ko̍k-ko̍k-ke,咯咯雞
kha̍k-thâm,咯痰
kha̍k-hueh,咯血
kha̍k-huih,咯血
tsa,咱
lán,咱
lán-lâng,咱人
tshiàu,咲
hâi,咳
khik,咳
khài,咳
ka,咳
kha,咳
ka-sàu,咳嗽
tô,咷
hâm,咸
hâm-hong-tsháu,咸豐草
at,咹
àn,咹
huan,咺
suan,咺
hiu,咻
hiu-hiu-kiò,咻咻叫
ko,咼
koo,咼
khua,咼
ian,咽
iat,咽
ló,咾
ló-kó-tsiō,咾𥑮石
ai,哀
ai-siong,哀傷
ai-uàn,哀怨
ai-kiû,哀求
ai-pē-kiò-bó,哀爸叫母
ai-pē-kiò-bú,哀爸叫母
phín,品
phín-phīng,品並
phín-pó,品寶
phín-phóng,品捧
phín-bîng,品明
phín-pâi,品牌
phín-tsióng,品種
phín-tsíng,品種
phín-kuán,品管
phín-hīng,品行
phín-tsit,品質
sím,哂
sín,哂
hóng,哄
hōng,哄
hong,哅
to,哆
tshiá,哆
tshí,哆
to-lô-buán,哆囉滿
ua,哇
gap,哈
ha,哈
hah,哈
ha̍h,哈
hah-hì,哈唏
hah-hǐ,哈唏
hah-tshiùnn,哈啾
há-má-sing,哈瑪星
ha-lê,哈螺
há-má-sing,哈馬星
tsai,哉
tsài,哉
iok,哊
io̍k,哊
tiā,哋
hióng,响
ai,哎
aih,哎
ai-iō-uê,哎喲喂
gûn,哏
gīn,哏
nî,哖
guân,員
uân,員
înn,員
ūn,員
guân-guē,員外
uân-guē,員外
înn-suann-hiong,員山鄉
guân-kang,員工
uân-kang,員工
uân-lîm,員林
uân-lîm-tshī,員林市
guân-kíng,員警
uân-kíng,員警
lōng,哢
bâng,哤
ko,哥
koo,哥
koh,哥
ko--koh,哥哥
ko-ko,哥哥
gô,哦
ngôo,哦
ónn-káu,哦口
hik,哧
siàu,哨
sàu,哨
sàu-kak,哨角
lí,哩
lī,哩
lih,哩
li,哩
mai,哩
li̋-li,哩哩
li-li-lo-lo,哩哩囉囉
lô,哪
ná,哪
ná ē,哪會
nà buē,哪未
nà bē,哪未
ná buē,哪未
ná bē,哪未
ná m̄,哪毋
ná-tio̍h,哪著
ná-thang,哪通
tshiok,哫
tsiok,哫
khok,哭
khàu,哭
khàu-tshan,哭呻
khàu-iau,哭枵
khàu-pē,哭爸
khàu-pē-khàu-bó,哭爸哭母
khàu-pē-khàu-bú,哭爸哭母
khàu-tiāu-á,哭調仔
khàu-luā,哭賴
khàu-lōo-thâu,哭路頭
khàu-tshut,哭齣
hau,哮
hàu-tshuán,哮喘
hiān,哯
phū,哱
pu̍t,哱
phū-tsuí,哱水
tiat,哲
thiat,哲
thiat-ha̍k,哲學
tiat-ha̍k,哲學
thiat-lí,哲理
tiat-lí,哲理
tia̍t,哳
lông,哴
pat,哵
be,哶
bí,哶
me,哶
mi,哶
pu,哹
pōo,哺
pǒo,哺
hān,哻
hmh,哼
hngh,哼
hainn,哼
hainn-hainn-kiò,哼哼叫
kénn,哽
kê,哽
kíng,哽
kínn,哽
kénn-kui,哽胿
kínn-kui,哽胿
kénn--tio̍h,哽著
kénn--tio̍rh,哽著
kénn-tio̍h,哽著
kê--tio̍h,哽著
kínn--tio̍h,哽著
khó,哿
gān,唁
kok,唂
puè,唄
pài,唄
hâm,唅
hām,唅
hannh,唅
so,唆
soo,唆
sō,唆
sûn,唇
tûn,唇
ap,唈
ip,唈
ai,唉
haih,唉
iân,唌
siân,唌
siânn,唌
siânn--lâng,唌人
uán,唍
uân,唍
hi,唏
hí,唏
hì,唏
hì-heh-kiò,唏嚇叫
tn̂g,唐
tông,唐
tn̂g-suann,唐山
tông-si,唐詩
ngôo,唔
onn,唔
onn-onn-khùn,唔唔睏
phi,唗
tshim,唚
tsim,唚
tsim-tshuì,唚喙
tsik,唧
hóng,唪
pāng,唪
gîm,唫
kìm,唫
hau,唬
hô,唬
hā,唬
hóo,唬
hóo--lâng,唬人
hóo-tshìn-thâu,唬秤頭
ki-lí-gān,唭哩岸
kì-lí-gān,唭哩岸
siû,售
siū,售
siū-kè,售價
uî,唯
î,唯
uî-it,唯一
suat,唰
tshiàng,唱
tshiòng,唱
tshiùnn,唱
tshiò,唱
tshiònn,唱
tshiòr,唱
tshiàng-kè,唱價
tshiùnn-tshut,唱出
tshiùnn-kua,唱歌
tshiùnn-huat,唱法
tshiàng-tù,唱注
tshiòr-phìnn,唱片
tshiùnn-phìnn,唱片
tshiùnn-puânn,唱盤
tshiàng-phiò,唱票
tshiàng-siann,唱聲
jî,唲
ua,唲
lē,唳
khiòng,唴
am,唵
tsià,唶
io̍k,唷
ioh,唷
liām,唸
liām-kua,唸歌
liām-iâu,唸謠
lâi,唻
tsat,唼
tshiap,唼
thò,唾
thòo,唾
hut,唿
gâi,啀
tiau,啁
to,啁
tsiu,啁
khíng,啃
sip,啃
teh,啄
terh,啄
tok,啄
teh-tsiù,啄蛀
terh-tsiù,啄蛀
tok-tsiù,啄蛀
tok-phīnn-á,啄鼻仔
tok-phīnn-á-hue,啄鼻仔花
tok-ku,啄龜
tok,啅
siang,商
siong,商
siong-bū,商務
siong-phín,商品
siong-khuan,商圈
siong-tiûnn,商場
siong-ka,商家
siong-tián,商展
siong-tiàm,商店
siong-gia̍p,商業
siong-phiau,商標
siong-piau,商標
siong-ki,商機
siong-iōng,商用
siong-tsûn,商船
siong-hâng,商行
siong-liông,商量
siong-tuī,商隊
hìng,啈
lim,啉
lâm,啉
lim tsuí,啉水
lim thng,啉湯
lim tê,啉茶
lim tsiú,啉酒
lim-tsiú-tsuì,啉酒醉
ò,啊
ah,啊
tshai,啋
khong,啌
kong,啌
hing,啍
kok,啍
tun,啍
ngōo,啎
mn̄g,問
muī,問
būn,問
mňg,問
būn-kuàn,問卷
mn̄g-kǹg,問卷
mn̄g-ang-î,問尪姨
būn-tsìng,問政
būn-tap,問答
mn̄g-uē,問話
mn̄g-lōo,問路
būn-tuê,問題
būn-tê,問題
suì,啐
tshuì,啐
tsut,啐
tsuè,啐
tshiap,啑
tsiap,啑
khé,啓
khé,啔
tô,啕
tám,啖
tām,啖
tam,啖
tām-sám,啖糝
tām-sám-á,啖糝仔
tám,啗
tām,啗
tshuat,啜
tuat,啜
á,啞
é,啞
à,啞
é-káu,啞口
énn-káu,啞口
khé,啟
khé-sū,啟事
khé-bîng,啟明
khé-huat,啟發
khé-sī,啟示
hui,啡
pi,啡
hâm,啣
pî-tsiú,啤酒
sannh,啥
siannh,啥
siánn,啥
sánn,啥
siánn-lâng,啥人
siánn-khuán,啥款
siánn-siâu,啥潲
siánn-mih,啥物
siánn-mi̍h,啥物
siánn-mí,啥物
siánn-mih-lâng,啥物人
siánn-mí-lâng,啥物人
siánn-huè,啥貨
siánn-hè,啥貨
sánn-huè,啥貨
sánn-hè,啥貨
sánn-hèr,啥貨
la,啦
lah,啦
tshì,啻
thê,啼
thî,啼
thî-khàu,啼哭
thî-thî-khàu-khàu,啼啼哭哭
gâm,啽
tshiu,啾
tsiu,啾
tshiùnn,啾
khik,喀
khe̍nnh,喀
khe̍nnh-khe̍nnh-sàu,喀喀嗽
khe̍nnh thâm,喀痰
gû,喁
gū,喁
ueh,喂
ui,喂
uì,喂
eh,喂
uê,喂
lâm,喃
nauh,喃
siān,善
siān-jîn,善人
siān-lîn,善人
siān-huà,善化
siān-huà-khu,善化區
siān-pò,善報
siān-tō-sī,善導寺
siān-sim,善心
siān-ok,善惡
siān-ì,善意
siān-lâm-sìn-lí,善男信女
siān-lâm-sìn-lú,善男信女
siān-liông,善良
io̍k,喅
khiat,喆
tiat,喆
tsiat,喆
lâ,喇
lat,喇
lá,喇
lá-pah,喇叭
kai,喈
kainn,喈
hiô,喉
hôo,喉
âu,喉
âu-tīnn,喉滇
âu-ta-tshuì-khuah,喉焦喙渴
âu-ta-tsi̍h-khuah,喉焦舌渴
âu-khang,喉空
âu-tsing,喉鐘
âu-ūn,喉韻
hám,喊
hán,喊
hiàm,喊
sah,喋
tia̍p,喋
thi̍h,喋
thi̍h-siông,喋詳
tsiok,喌
tsiu,喌
tsû,喌
tsű,喌
tsiuh,喌
tsû-tsû,喌喌
tsű-tsu,喌喌
tshâ,喍
ua,喎
jiá,喏
im,喑
ìnn,喑
ìnn-ònn,喑噁
iau,喓
iaunn,喓
ooh,喔
ok,喔
op-op,喔喔
tshuán,喘
tshuán-tuā-khuì,喘大氣
tshuán-khuì,喘氣
huī,喙
tshuì,喙
tshuì-phué,喙䫌
tshuì-phuí,喙䫌
tshuì-phé,喙䫌
tshuì-phué-bah,喙䫌肉
tshuì-ē-táu,喙下斗
tshuì-tshìn,喙凊
tshuì-kháu,喙口
tshuì-bué,喙尾
tshuì-bé,喙尾
tshuì-pínn,喙扁
tshuì-táu,喙斗
tshuì-pe,喙桮
tshuì-pue,喙桮
tshuì-tsuânn,喙殘
tshuì-suí,喙水
tshuì-nuā,喙瀾
tshuì-nuā-tsuí,喙瀾水
tshuì-ta,喙焦
tshuì-ta-âu-khuah,喙焦喉渴
tshuì-jiáu,喙爪
tshuì-pe̍h,喙白
tshuì-khang,喙空
tshuì-tshiò-ba̍k-tshiò,喙笑目笑
tshuì-khoo,喙箍
tshuì-am,喙罨
tshuì-tûn,喙脣
tshuì-tûn-phuê,喙脣皮
tshuì-tûn-phê,喙脣皮
tshuì-tshàu,喙臭
tshuì-tsi̍h,喙舌
tshuì-tsī,喙舌
tshuì-hue,喙花
tshuì-kak,喙角
tshuì-tshiu,喙鬚
tshuì-khí,喙齒
tshuì-khí-kin,喙齒根
tshuì-khí-kun,喙齒根
tshuì-khí-phāng,喙齒縫
huàn,喚
hí,喜
hí-sū,喜事
hí-kio̍k,喜劇
hí-iàn,喜宴
hí-thiap,喜帖
hí-khì,喜氣
hí-tsiú,喜酒
hí-tshik,喜鵲
hat,喝
huah,喝
há,喝
huah-kè,喝價
huah-hiu,喝咻
huah-kûn,喝拳
huah-kiù-lâng,喝救人
huah-lin-long,喝玲瑯
huah-siann,喝聲
huah-khí-huah-tó,喝起喝倒
huah-hî-á,喝魚仔
huah-hû-á,喝魚仔
huí,喟
uí,喟
tshap,喢
sannh,喢
hú,喣
hông,喤
to̍k,喥
tòo,喥
giâm,喦
gâm,喦
suan,喧
liōng,喨
liang,喨
liang-á,喨仔
jī,喩
jū,喩
lū,喩
sng,喪
song,喪
sòng,喪
song-sū,喪事
sòng-sit,喪失
song-ka,喪家
song-ke,喪家
sòng-sing,喪生
giat,喫
gia̍t,喫
khik,喫
khè,喫
kiâu,喬
gān,喭
siān,單
tan,單
tuann,單
tan-it,單一
tuann-á,單仔
tan-uī,單位
tan-guân,單元
tan-jī,單字
tan-lī,單字
tan-tánn,單打
tuann-kì,單據
tuann-kù,單據
tuann-khik,單曲
tan-to̍k,單獨
tan-sûn,單純
tan-hîng-tō,單行道
tan-tiāu,單調
tuann-kha-tshiú,單跤手
tuann-sin,單身
tuann-tsuā,單逝
tuann-thâu,單頭
phùn,喯
iok,喲
iō,喲
tsa,喳
tshā,喳
miau,喵
ngiau,喵
niau,喵
jī,喻
jū,喻
lū,喻
sò,喿
hak,嗀
hok,嗃
sà,嗄
sah,嗄
hiù,嗅
tshiong,嗆
siah,嗇
sik,嗇
iong,嗈
sòo,嗉
hòng,嗊
hóng,嗊
ak,嗌
ik,嗌
sok,嗍
sòo,嗍
má,嗎
mā,嗎
tsha,嗏
hāi,嗐
a̍p,嗑
khap,嗑
tap,嗒
thap,嗒
sóng,嗓
thiân,嗔
tsin,嗔
jio̍k,嗕
nauh,嗕
ngauh,嗕
phngh,嗙
pòng,嗙
oo,嗚
onn,嗚
oo-hoo,嗚呼
hâm,嗛
khiám,嗛
sī,嗜
kik,嗝
keh,嗝
tsia,嗟
ong,嗡
ua̍t,嗢
sîr,嗣
sû,嗣
sū,嗣
tshi,嗤
tshi̍h-tshn̍gh,嗤噌
tshi-bú-tshi̍h-tshū,嗤舞嗤呲
so,嗦
hai,嗨
hai̍h,嗨
hái,嗨
te,嗲
teh,嗲
pit,嗶
gô,嗷
ngôo,嗷
oh,嗷
uh,嗷
âu,嗷
ô,嗷
liân,嗹
sui,嗺
tsia,嗻
bo̍k,嗼
siò,嗽
sàu,嗽
sòo,嗽
sòo,嗾
sóo,嗾
tso̍k,嗾
tsa̍k,嗾
tsa̍k--tio̍h,嗾著
tsa̍k-tio̍h,嗾著
thám,嗿
tsat,嘁
kiau,嘄
thàn,嘆
tsô,嘈
tsha̍uh,嘈
tsō,嘈
tsha̍uh-tsha̍uh-liām,嘈嘈唸
tsha̍uh-tsha̍uh-tih,嘈嘈滴
ka,嘉
ka-pak,嘉北
ka-huī,嘉惠
ka-tsióng,嘉獎
ka-gī,嘉義
ka-gī-tshī,嘉義市
ka-gī-kuān,嘉義縣
ka-pin,嘉賓
ka-la̍h,嘉鱲
gâi,嘊
phiàu,嘌
lôo,嘍
kat,嘎
khiat,嘎
khia̍k,嘎
kóo,嘏
hau,嘐
kau,嘐
lô,嘐
hau-siâu,嘐潲
hau-siâu-uē,嘐潲話
hoo,嘑
hà,嘑
huī,嘒
khok,嘓
kho̍k,嘓
kok,嘓
go̍k,嘓
ko̍k,嘓
khok-á,嘓仔
kho̍k-tsí,嘓子
go̍k-hî,嘓魚
go̍k-hû,嘓魚
kho̍k-hî,嘓魚
kho̍k-hîr,嘓魚
kho̍k-hû,嘓魚
ió,嘔
áu,嘔
óo,嘔
áu-sim-hiat,嘔心血
áu-hông,嘔紅
áu-hueh,嘔血
áu-huih,嘔血
áu-sng-tsuí,嘔酸水
tsik,嘖
tsheh,嘖
siâng,嘗
siông,嘗
mah,嘛
mà,嘛
mā,嘛
mà-mà-háu,嘛嘛吼
mā sī,嘛是
mā beh,嘛欲
mā bueh,嘛欲
mā-bueh,嘛欲
too,嘟
tū,嘟
tū-tū,嘟嘟
hua,嘩
huā,嘩
mái,嘪
tsuè,嘬
lo,嘮
siàu,嘯
ki,嘰
tau,嘲
tsuí,嘴
hiau,嘵
hiau-tshit-tshit,嘵叱叱
su,嘶
hô,嘷
liâu,嘹
liâu-phik,嘹拍
khiau,嘺
hi,嘻
hi-hi-hua-hua,嘻嘻嘩嘩
hi-hi-huā-huā,嘻嘻嘩嘩
thiok,嘼
than,嘽
hennh,嘿
bi̍k,嘿
bo̍k,嘿
hiàu,嘿
hènn,嘿
hēnn,嘿
heh,嘿
hènn--lah,嘿啦
sùn,噀
ok,噁
òo,噁
ònn,噁
tsún,噂
huan,噃
huân,噃
tshám,噆
tsám,噆
tshiok,噈
hám,噉
kám,噉
tám,噉
tsing,噌
tsiàu,噍
tsiāu,噍
ta-pa-nî,噍吧哖
ap,噎
it,噎
uh,噎
hip,噏
khì,噐
hu,噓
si,噓
si liō,噓尿
si-jiō,噓尿
si-jiōr,噓尿
si-liō,噓尿
su̍t-jiō,噓尿
su̍t-liō,噓尿
su̍t-liǒ,噓尿
pho̍k,噗
phok,噗
pok,噗
pho̍k-á-siann,噗仔聲
pok-hun,噗薰
khuat,噘
khîm,噙
giám,噞
giām,噞
ìng,噟
auh,噢
a̍uh,噢
hiok,噢
tiù,噣
tok,噣
tòo,噣
khiōnn,噤
khiūnn,噤
kìm,噤
khiōnn-tshuì,噤喙
khiūnn-tshuì,噤喙
kìm-tshuì,噤喙
lông,噥
uè,噦
khì,器
khì-khū,器具
khì-kū,器具
khì-kuan,器官
khì-tsâi,器材
khì-tiōng,器重
go̍k,噩
soh,噪
sorh,噪
sò,噪
tshò,噪
tshò-lâng-hī,噪人耳
tshò-lâng-hīnn,噪人耳
tshò-hī,噪耳
tshò-hīnn,噪耳
sorh-hueh,噪血
tshò-im,噪音
sē,噬
khiàu,噭
kiàu,噭
kiàu-kiàu-kiò,噭噭叫
ài,噯
aih,噯
ài-á,噯仔
iong,噰
kio̍k,噱
kia̍k-kia̍k-kiò,噱噱叫
kuè,噲
gú,噳
phùn,噴
phùn-ba̍k,噴墨
phùn-siā,噴射
phùn-siā-ki,噴射機
phùn-tsuí,噴水
phùn-tsuí-tî,噴水池
phùn-tshat,噴漆
phùn-tiám,噴點
kat,噶
kat-má,噶瑪
kat-má-lán,噶瑪蘭
hm̍h,噷
hm̍h-hm̍h,噷噷
tòng,噸
tùn,噸
tang,噹
tong,噹
piah,噼
ta̍p,嚃
thap,嚃
guā,嚄
hi̍k,嚄
jû,嚅
hau,嚆
ô,嚆
heh,嚇
hennh,嚇
hiannh,嚇
hik,嚇
hánn,嚇
heh-heh-kiò,嚇嚇叫
hē-hē-kiò,嚇嚇叫
heh-kiann,嚇驚
hennh-kiann,嚇驚
hì,嚊
pī,嚊
kai,嚌
tsai,嚌
tsê,嚌
hô,嚎
thì,嚏
tshat,嚓
tshia̍k,嚓
tshia̍k-tshia̍k-tiô,嚓嚓趒
lóo,嚕
iu,嚘
giat,嚙
gè,嚙
gûn,嚚
bi̍k,嚜
bī,嚜
iat,嚥
iàn,嚥
li̍k,嚦
lôo,嚧
lông,嚨
nâ,嚨
nâ-âu,嚨喉
nâ-âu-tsu-á,嚨喉珠仔
nâ-âu-khang,嚨喉空
nâ-âu-kńg,嚨喉管
nâ-âu-tì-á,嚨喉蒂仔
nâ-âu-lin--á,嚨喉鈴仔
nâ-âu-ling--á,嚨喉鈴仔
nâ-âu-ling-á,嚨喉鈴仔
nâ-âu-lîng-á,嚨喉鈴仔
nâ-âu-tsing,嚨喉鐘
nâ-âu-tsing-á,嚨喉鐘仔
tshìn,嚫
pîn,嚬
phí,嚭
hiàng,嚮
hiòng,嚮
tò,嚲
khok,嚳
giâm,嚴
giâm-bi̍t,嚴密
giâm-tsùn,嚴峻
giâm-keh,嚴格
giâm-siok,嚴肅
giâm-kín,嚴謹
giâm-tiōng,嚴重
thâm,嚵
tshâm,嚵
enn,嚶
ing,嚶
