tl,hanzi
Hong-tîn,風藤
Tuā-hong-tîn,大風藤
Tsin-hong-tîn,真風藤
Huan-á-láu-hio̍h,蕃仔荖葉
Ho-tsio,胡椒
Sì-hio̍h-liân,四葉蓮
Kue-kha-lân,鷄脚蘭
Tê-lân,茶蘭
Suî-liú,垂柳
Tsuí-liú,水柳
Tsuí-liú-á,水柳仔
Tshiū-m̂,樹梅
Iuān-m̂,椵梅
Iông-muâi,楊梅
N̂g-kí,黃𣏌
N̂g-kú,黃櫸
Jîn-kí,仁𣏌
Tsuí-kho-á,水柯仔
Tsuí-liû-kho,水流柯
Tsuí-liú-kho,水柳柯
La̍t-tsí,栗子
Tshiah-káu,赤校
Tshiah-liû,赤鱗
Tuā-hio̍h-káu-la̍t,大葉校栗
Káu-la̍t,校栗
Âng-phê-kua,紅皮柯
Hé-sio-kua,火燒柯
Tshiah-káu,赤校
Káu-la̍t,校栗
Iû-hio̍h-tōo-á,油葉杜仔
Tuā-hio̍h-tōo,大葉杜
Tōo-á,杜仔
Âng-káu-tsan,紅校櫕
Káu-tsan,校櫕
Tshiah-ko,赤柯
Tuā-hio̍h-tōo-á,大葉杜仔
Tuā-hio̍h-káu-la̍t,大葉校栗
Tōo-á,杜仔
Kho-á,柯仔
Âng-bah-tōo,紅肉杜
Kho-á,柯仔
Pe̍h-káu-tsan,白校櫕
Kho-si,柯絲
Tshiah-phê-tōo-á,赤皮杜仔
Âng-bah-tōo,紅肉杜
Su-á,？仔
Lîm-lî,淋漓
Tshiah-phê,赤皮
Tsio̍h-tsu,石櫧
Tshiah-kua,赤柯
Káu-tsan,校櫕、九櫕
Káu-tsô,九槽
Káu-tsan,校櫕
Tiû-á,稠仔
Âng-káu-tsan,紅校櫕
Káu-la̍t,校栗
Mî-la̍t,棉栗
Pe̍h-kue-iû,白鷄油
Tsio̍h-phok,石博
Tsio̍h-siap,石澁
Phoh-á,粕仔
Phoh-á-tshiū,粕仔樹、朴仔樹
Suann-iûnn-muâ,山黃麻
Âng-kue-iû,紅鷄油
Kue-iû,鷄油
Pho-lô-bi̍t,波羅蜜
Lo̍k-á-tshiū,鹿仔樹
Ò-giô-tsí,愛玉子
Giô-tsí,玉枳
Tsí-á,枳仔
Gû-lin-pông,牛乳房
Sann-khak,三麴
Tsiunn-linn-á,漿乳仔
Lo̍k-pn̄g,鹿飯
Bû-hua-kô,無花果
Tuā-phànn,大冇
Gû-lin-tshiū,牛乳樹
Ti-bú-lin,猪母乳
Pe̍h-bah-tshîng,白肉榕
Bō-tsháu,磨草
Khînn-piah-tîn,扲壁藤
Hong-put-tōng,風不動
Gû-lin,牛乳
Tāi-ting-hông,大丁黃
Tuā-phànn-tshiū,大冇樹
Tuā-hio̍h-phànn,大葉冇
Ti-bú-lin,猪母乳
Ti-bú-lin-kū,猪母乳舅
Se-tsí-á,樨枳仔
Tsí-poo,枳枯
Tuā-hio̍h-káu-tîng-tshe,大葉九重吹
Ò-giô-tsí,愛玉子
Hong-put-tōng,風不動
Oo-tshîng,烏榕
Tshîng-tshiū,榕樹
Tshîng,榕
Tsiànn-tshîng,正榕
Káu-tîng-tshe,九重吹
Siap-hio̍h,澁葉
Suè-hio̍h-siap-hio̍h,細葉澁葉
Siap-á-tshiū,澁仔樹
Pe̍h-sua,白沙
Suann-ti-kê,山猪枷
Pe̍h-tshîng,白榕
Pe̍h-bah-tshîng,白肉榕
Tshiah-iông,赤榕
Suann-tshîng,山榕
Tsiáu-tshîng,鳥榕
Tsiáu-sái-tshîng,鳥屎榕
Suann-khóo-kue,山苦瓜
Khóo-kue-tsháu,苦瓜草
Niû-á-hio̍h-tshiū,蠶仔葉樹
Sng-tsâi-á,桑材仔
Niû-á-tshiū,蠶仔樹
Song-tshiū,桑樹
Iâm-sng-á,鹽桑仔
N̂g-kim-kuì,黃金桂
Tāi-ting-hông,大丁黃
Tshì-keh-á,刺格仔
Suann-tsuí-liú,山水柳
Tshoo-khng-kak,粗糠壳
Hê-kong-tshiu,蝦公鬚
Thú-muâ,苧麻
Tuē-á,苧仔
Kim-sia̍h-liû,金石榴
Tsiúnn-tsháu-sim-tsháu,蔣草心草
Kā-lâng-káu,咬人狗
Tsio̍h-tsû,石薯
Tsio̍h-tsu-á,石珠仔
Tsuí-kue-iû,水鷄油
Tsio̍h-tsu-á,石珠仔
Tshì-tsháu,刺草
Kā-lâng-niau,咬人猫
Suann-tsuí-liú,山水柳
Suann-gîng-gíng,山龍眼
Suann-kam-á,山柑仔
Suann-iū-á,山柚仔
Siông-san,常山
Tuânn-hiunn,檀香
Tshinn-ba̍k-hiunn,青木香
N̂g-tîn,黃藤
Ba̍k-hiunn,木香
Tîn-tsû,藤薯
Sè-sin,細辛
Kiô-be̍h,蕎麥
Tinn-be̍h,甜麥
Giâ-kang-tsháu,蜈蚣草、鵞江草
Pe̍h-khóo-thiāu,白苦柱
Âng-kut-tshìn-pn̄g-tîn,紅骨凊飯藤
Tshìn-pn̄g-tîn,凊飯藤
Tshuan-tshit,川七
Luê-piah-tshì,犁壁刺
Khóo-tiau-á-tsháu,苦柱仔草
Sann-kak-iâm-sng,三角鹽酸
Tsuí-âng-kut-tsuâ,水紅骨蛇
Tsuí-luê-piah-tsháu,水犁壁草
Hô-siú-oo,何首烏
Pe̍h-kue-sái-tîn,白鷄屎藤
Tshuan-tshit,川七
Âng-kut-tsuâ,紅骨蛇
Tshuan-tshit,川七
Khak-tshài,殼菜
Ka-bua̍h-tshài,茭？菜、茄茉菜
Tshàu-tshuan-kiong,臭川芎
Tshàu-hīng,臭杏
Sàu-tshiú-tsháu,掃箒草
Pe-lîng-tshài,菠薐菜、飛稜菜、飛龍菜
Tshiah-kun-tshài,赤根菜
Tuah-phīnn-tsháu,掇鼻草
Tshuah-phīnn-tsháu,擦鼻草
Giû-tshik,牛膝
Kue-kut-hông,鷄骨癀
Mn̂g-huē-bak,磅蟹目
Tò-kè-tsháu,到繼草
Âng-kut-tsuâ,紅骨蛇
Giû-tshik,牛膝
Tsat-tsat-hue,節節花
Tshân-pinn-tsháu,田邊草
Âng-tshân-oo-tsháu,紅田烏草
Tsá-liân-tsháu,早蓮草
Âng-hue-bi̍t-tshài,紅花蜜菜
Âng-tshân-oo,紅田烏
Tshân-oo-tsháu,田烏草
Âng-kut-tshuah-phīnn-tsháu,紅骨擦鼻草
Suann-hīng-tshài,山莕菜
Hīng-tshài,莕菜、荇菜
Tshì-hīng,刺莧
Tshì-soo,刺蒐
Tshi-siunn,青箱
Kue-kè-hue,鷄冠花
Pe̍h-kuì-kiok-hue,白桂菊花
Pe̍h-kue-kè,白鷄冠
Kue-kè-hue,鷄冠花
Kue-kè,鷄冠
Oo-hî-hue,烏魚花
Înn-á-hue,圓仔花
Ku-hue,龜花
Sòo-hiunn,素香
Ian-tsi-hue,胭脂花
Kí-thok,齒托
Tsuí-tang-kue,水冬瓜
Tsuí-tang-kue,水冬瓜
Siong-lio̍k,商陸
Hóo-kā-hông,虎咬癀
Thih-kau-tsháu,鐵鉤草
Tsu-tsú-tsháu,朱子草
Ti-bú-lin,猪母乳
Ti-bú-tsháu,猪母草
Gōo-sî-tsháu,午時草
Tshuì-tsháu,嘴草
Sim-á-hio̍h,參仔葉
Tsîm-kóng-tshài,蟳管菜
Tsîm-tshài,蟳菜
Tsián-jiông-hue,剪絨花
Eng-be̍h,罌麥
Ho-lin-tāu-tsháu,荷蘭豆草、河乳豆草
Tshinn-hong-tsháu,菁方草
Kue-tn̂g-tsháu,鷄腸草
Liân,蓮
Liân-hue,蓮花
Tsuí-liân-hue,水蓮花
Ui-lîng-sian,威靈仙
Uî-hōo-sian,為候仙
Tshǹg-phīnn-lîng,串鼻龍
Ui-lîng-sian,威靈仙
Tuā-pún-suann-khûn-tshài,大本山芹菜
Pih-á-tsháu,鼈仔草
Thong-tshó,蓪草
Tsio̍h-ge̍h,石月
N̂g-peh,黃柏
Pueh-kak-liân,八角蓮
Thih-gû-ji̍p-tsio̍h,鐵牛入石
Tshinn-ba̍k-hiunn,青木香
Pe̍h-suann-han-tsû,白山蕃薯
Hông-kí,防巳
Luê-piah-tîn,犁壁藤
Luê-piah-tsháu,犁壁草
Tó-tuē-kióng,倒地拱
Tuā-huê-hûn,大回魂
Pueh-kak,八角
Uánn-lîng-tshiū,碗龍樹
Pueh-kak,八角
Pueh-kak-á,八角仔
Lâm-ngóo-bī-tsí,南五味子
Âng-kut-tsuâ,紅骨蛇
Iā-ha̍p,夜合
Gio̍k-lân,玉蘭
Oo-sim-tsio̍h,烏心石
Hâm-siàu,含笑
Giû-sim-lâi,牛心梨
Phang-lâi,香梨
Sik-kia-kó,釋迦果
Hu̍t-thâu-kó,佛頭果
Ing-jiáu-thô,鶯爪桃
Kue-jiáu-lân,鷄爪蘭
Phang-hue,香花
Tshàu-sái-lâm,臭屎楠
Suè-hio̍h-lâm,細葉楠
N̂g-bah-tshiū,黃肉樹
Thih-sái-lâm,鐵屎楠
Bo̍k-ní-tsuiū,木耳樹
Kue-bâi,鷄眉
Lo̍h-khak-tsan,落殼櫕
Kiú-kiong-kū,九芎舅
Huan-á-uan,蕃仔灣
Bô-kun-tsháu,無根草
Tsiunn,樟
Pún-tsiunn,本樟
Tshàu-tsiunn,臭樟
Suann-tshàu-tsiunn,山臭樟
Suann-tsiáu-tsiunn,山鳥樟
Tsiáu-tsiunn,鳥樟
Suann-tsiáu-tsiunn,山鳥樟
Thóo-jio̍k-kuì,土肉桂
Tsiunn-gû,樟牛
Gû-tsiunn,牛樟
Phànn-tsiunn,冇樟
Jio̍k-kuì,肉桂
Kuì-ki,桂枝
A-lí-sim,阿里參
Hiunn-kuì,香桂
Suann-jio̍k-kuì,山肉桂
Hiunn-kuì,香桂
Thóo-tsiunn,土樟
Kau-khak-kuì,厚殼桂
Phang-kuì,攀桂
Phànn-kuì,冇桂
Thóo-lâm,土楠
N̂g-bah-tshiū,黃肉樹
Tshàu-tsiunn,臭樟
Lāi-tang-tsí,內冬子
Suann-ho-tsio,山胡椒
Tuā-hio̍h-lâm,大葉楠
Lâm-á,楠仔
Hiunn-lâm,香楠
Tshàu-sái-lâm,臭屎楠
Suè-hio̍h-lâm,細葉楠
Ti-kha-lâm,猪脚楠
Lâm-á,楠仔
Lâm-á,楠仔
Lâi-tang-tsí-lâm,內冬子楠
Hé-thuànn-lâm-á,火炭楠仔
Lāi-thuànn-tsí-lâm,內炭子楠
Iû-hio̍h-lâm,油葉楠
Hiunn-kuì,香桂
Tik-hio̍h-lâm,竹葉楠
Gōo-tsiúnn-lâm-á,五掌楠仔
Gōo-hio̍h-lâm-á,五葉楠仔
Oo-hun-hue,烏煙花
Suann-kam-á,山柑仔
Ô-khak-á,蠔殼仔
Suann-kam-á,山柑仔
Gû-kak-uai,牛角歪
Sann-kha-tiāu,三脚掉
Sann-kha-phî,三脚皮
Sann-kha-pia̍t,三脚別
Sann-kha-pih,三脚鼈
Pe̍h-hue-á-tshài,白花仔菜
Hiòng-thian-hông,向天黃
Înn-tshài-thâu,圓菜頭
Kuà-tshài,芥菜
Tuā-tshài,大菜
Ko-lê-tshài,高麗菜
Tshài-hue,菜花
Pe̍h-tshài,白菜
Kńg-sim-pe̍h-tshài,卷心白菜
Pe̍h-kut-suann-kuah-tshàu,白骨山葛草
Suann-kuà-tshài,山芥菜
Tshài-thâu,菜頭
Lâi-ho̍k,萊菔
Tò-tiàu-liân,倒？蓮
Tshinn-to-tsháu,生刀草
Tshinn-to-io̍h,生刀藥
Kha-bak-tsháu,脚目草
Kha-bú-tsháu,脚母草
Tuā-huan-hûn,大翻魂、大番魂
Tò-tiàu-liân,倒？蓮
Pe̍h-poo-kiunn,白埔姜
Siông-san,常山
Siông-san,常山
Siông-san-tshiū,常山樹
Siông-san-nî,常山尼
Suann-kuà-tshài,山芥菜
Hôo-hī-tsháu,虎耳草
Kim-hī-tsháu,錦耳草
Tshit-lí-hiong,七里香
Png-á,楓仔
Phng-siū,楓樹
Hē-bê,夏粥
Suann-gî-pê,山枇杷
Gî-pê,枇杷
Tsuâ-pô,蛇婆
Lîng-thòo-tsu,龍吐珠
Tsuâ-pho,蛇波
Hái-tông,海棠
Suann-siann-tsa,山仙查
Siap-lâi,澁梨
Hê-bé,蝦尾
Suann-gû-lin,山牛乳
Suann-eng-thô,山櫻桃
Muî-á,梅仔
Pe̍h-muî,白梅
Thô-á,桃仔
Thô-jîn,桃仁
Lí-á,李仔
Suann-lâi,山梨
Tsiáu-lâi,鳥梨
Tsuí-lâi,水梨
Lâi-á,梨仔
Tiû-tshun-hue,綢春花
Tuā-kim-ing,大金英
Kim-ing,金英
Sió-kim-ing,小金英
Hóo-m̂-tshì,虎梅刺
Iâm-pô,鹽婆
Hóo-m̂-tshì,虎梅刺
Hóo-m̂-tshì,虎梅刺
Tshì-muî,蕀梅
Hâ-phî-lâm,夏皮楠
Kue-bú-tsu,鷄母珠
Kue-bû-tsin-tsu,鷄母真珠
Kue-bú-tsú,鷄母子
Âng-tsu-bo̍k,紅珠木
Siunn-si-á,相思仔
Hiong-si-siū,相思樹
Kim-ha̍p-huan,金合歡
Gû-kak-hue,牛角花
Tshì-kiû-hue,刺毬花
Huan-tshì-á,蕃刺仔
Iûnn-kang-tshì,羊牨刺
Sat-pìn-tsháu,虱篦草
Bián-tiān-hap-huan,緬甸合歡
Huan-pô-tshiū,蕃婆樹
Pe̍h-kî-tshun,白其春
Suann-thôo-tāu,山土豆
Sîn-si̍t-tsháu,蠅翼草
Suè-pún-iû-thiông-si̍t,細本油蟲翼
Thôo-tāu-kū,土豆舅
Thôo-tāu,土豆
Kau-tîn,鉤藤
Kiok-hue-bo̍k,菊花木
Tah-bah-tshì,搭肉刺
Ing-hio̍h-tshì,鷹葉刺
Tah-bah-tshì,搭肉刺
N̂g-ôo-ia̍p,黃蝴蝶
Tsang-bo̍k,稯木
Soo-bo̍k,蘇木
Hue-lê-tshiū-tāu,花螺樹豆
Tshiū-tāu,樹豆
Tshài-to-tāu,菜刀豆
Kuan-to-tāu,關刀豆
To-pán-jîn-tāu,刀板仁豆
Puî-ti-á-tāu,肥猪仔豆
Tuā-hō-suann-thôo-tāu,大號山土豆
Iûnn-kak-tāu,羊角豆
Sió-iûnn-kak-tāu,小羊角豆
Iûnn-tāu,羊豆
Pe̍h-bé-sái,白馬屎
Gōng-gōng-tsháu,戇戇草
Muá-tiánn-kôo-tsháu,滿鼎糊草
Tuā-pún-suann-thôo-tāu,大本山土豆
Bō-á-tsháu,磨仔草
Tāi-hî-lân,𩻸魚鱗
Bé-tê-kim,馬蹄金
Sîn-si̍t-tsháu,蠅翼草
Tsu-á-tsháu,珠仔草
Pián-thiok,萹蓄
Hôo-sîn-si̍t,蝴蠅翼
Sann-hī-tsháu,三耳草
Sann-hīnn-á-tsháu,三硯仔草
Sù-kuì-tshun,四季春
Lîng-tsi̍h-hông,龍舌黃
Pe̍h-koo-soo-hue,白古蘇花
Ngôo-bî-tāu,蛾眉豆
Tsiáu-á-tāu,鳥仔豆
Pe̍h-bah-tāu,白肉豆
Bah-tāu,肉豆
Ah-kiān-tîn,鴨腱藤
Tshì-tông,刺桐
Tshàu-khang-á,臭空仔
It-tiâu-kun,乙條根、一條根
Tshian-kun-puih,千斤拔
Kue-kak-kong,鷄鵤公
Tshinn-phê-tāu,青皮豆
Pe̍h-tāu,白豆
Oo-tāu,烏豆
Huan-tshinn,蕃菁
Tuā-tshinn,大菁
Pún-tshinn,本菁
Tshinn-á,菁仔
Sió-tshinn,小菁
Tshian-lí-kong,千里光
Hôo-sîn-si̍t,蝴蠅翼
Suann-thôo-tāu,山土豆
Hôo-sîn-si̍t,蝴蠅翼
Kuah-tîn,葛藤
Kuè-suann-lîng,過山龍
Lōo-tîn,蕗藤
Hî-tîn,魚藤
Hóo-jiáu-tāu,虎爪豆
Hu-kuì-tāu,富貴豆
Huih-tîn,血藤
Huih-tîn,血藤
Tshinn-kâu-kong-tshiū,青猴公樹
Tāu-tsû,豆薯、荳薯
Kuah-tsû,葛薯
Han-tsû,蕃薯
Hông-tè-tāu,皇帝豆
Bí-tāu,米豆
Li̍k-tāu,綠豆
Tshài-tāu,菜豆
Huan-á-tāu,蕃仔豆
Ho-lin-tāu,荷蘭豆
Kim-ku-tshiū,金龜樹
Oo-kue-kut,烏鷄骨
Ām-sê-tāu,頷垂豆
Kue-bâi,雞眉
Huan-á-uan,蕃仔灣
Káu-tîng-tshe,九重吹
Tāu-tshài,豆菜
Tsú-tuânn,紫檀
Kuah-tîn-tsháu,葛藤草
Kan-kuah,乾葛
Suann-bah-tāu,山肉豆
Tshân-tshinn,田菁
Suann-tshinn,山菁
Bé-khí-tāu,馬齒豆
Tshâm-tāu,蠶豆
Bí-tāu,米豆
Tshài-tāu,菜豆
Iûnn-thô,楊桃、羊桃
Iûnn-muî-thô,楊梅桃
La̍k-ta̍k,磟碡、碌碡
Sió-lé-hue,小禮花
Iâm-sng-á-tsháu,鹽酸仔草
Iâm-sng-tsháu,鹽酸草
Suann-iâm-sng,山鹽酸
Hôo-sîn-si̍t,蝴蠅翼
Pe̍h-tsi̍t-lê,白蒺藜
Tsi̍t-lê,蒺藜
Sann-kha-hóo,三脚虎
Sann-kha-bé-á,三脚馬仔
Sann-kha-ting,三脚丁
Oo-kam-á,烏柑仔
Suann-kam-á,山柑仔
N̂g-kun,黃根
Siông-san,常山
Tuā-thè-hông,大退癀
Hiunn-kam,香柑
Guân-siau-kam,元宵柑
Liân-siau-kam,年宵柑
Hóo-thâu-kam,虎頭柑
Táu-iū,斗柚
Iū-á,柚仔
Tuā-táu-iū,大斗柚
Bān-iū,晚柚
