hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
計時器,kè-sî-khì,16,kè-sî-khì,ke3si5khi3,ke3si5khi3,kesikhi,kesikhi
計算式,kè-sǹg-sik,16,kè-sǹg-sek,ke3sng3sik4,ke3sng3sek4,kesngsik,kesngsek
記敘文,kì-sū-bûn,16,kì-sū-bûn,ki3su7bun5,ki3su7bun5,kisubun,kisubun
設問法,siat-būn-huat,16,siat-būn-hoat,siat4bun7huat4,siat4bun7hoat4,siatbunhuat,siatbunhoat
設計圖,siat-kè-tôo,16,siat-kè-tô͘,siat4ke3too5,siat4ke3too5,siatketoo,siatketoo
設計師,siat-kè-su,16,siat-kè-su,siat4ke3su1,siat4ke3su1,siatkesu,siatkesu
設計感,siat-kè-kám,16,siat-kè-kám,siat4ke3kam2,siat4ke3kam2,siatkekam,siatkekam
設計者,siat-kè-tsiá,16,siat-kè-chiá,siat4ke3tsia2,siat4ke3chia2,siatketsia,siatkechia
註解號,tsù-kái-hō,16,chù-kái-hō,tsu3kai2ho7,chu3kai2ho7,tsukaiho,chukaiho
認讀字,jīn-tha̍k-jī,16,jīn-tha̍k-jī,jin7thak8ji7,jin7thak8ji7,jinthakji,jinthakji
語言列,gí-giân-lia̍t,16,gí-giân-lia̍t,gi2gian5liat8,gi2gian5liat8,gigianliat,gigianliat
語體文,gí-thé-bûn,16,gí-thé-bûn,gi2the2bun5,gi2the2bun5,githebun,githebun
說明文,suat-bîng-bûn,16,soat-bêng-bûn,suat4bing5bun5,soat4beng5bun5,suatbingbun,soatbengbun
說明文,sueh-bîng-bûn,16,soeh-bêng-bûn,sueh4bing5bun5,soeh4beng5bun5,suehbingbun,soehbengbun
調節輪,tiâu-tsiat-lûn,16,tiâu-chiat-lûn,tiau5tsiat4lun5,tiau5chiat4lun5,tiautsiatlun,tiauchiatlun
議論文,gī-lūn-bûn,16,gī-lūn-bûn,gi7lun7bun5,gi7lun7bun5,gilunbun,gilunbun
變奏曲,piàn-tsàu-khik,16,piàn-chàu-khek,pian3tsau3khik4,pian3chau3khek4,piantsaukhik,pianchaukhek
變質岩,piàn-tsit-giâm,16,piàn-chit-giâm,pian3tsit4giam5,pian3chit4giam5,piantsitgiam,pianchitgiam
變質岩,piàn-tsit-gâm,16,piàn-chit-gâm,pian3tsit4gam5,pian3chit4gam5,piantsitgam,pianchitgam
豆腐岩,tāu-hū-giâm,16,tāu-hū-giâm,tau7hu7giam5,tau7hu7giam5,tauhugiam,tauhugiam
豆腐岩,tāu-hū-gâm,16,tāu-hū-gâm,tau7hu7gam5,tau7hu7gam5,tauhugam,tauhugam
豐年祭,hong-liân-tsè,16,hong-liân-chè,hong1lian5tse3,hong1lian5che3,hongliantse,honglianche
豐年祭,hong-nî-tsè,16,hong-nî-chè,hong1ni5tse3,hong1ni5che3,hongnitse,hongniche
豬肝色,ti-kuann-sik,16,ti-koaⁿ-sek,ti1kuann1sik4,ti1koann1sek4,tikuannsik,tikoannsek
財產權,tsâi-sán-khuân,16,châi-sán-khoân,tsai5san2khuan5,chai5san2khoan5,tsaisankhuan,chaisankhoan
財產權,tsâi-sán-kuân,16,châi-sán-koân,tsai5san2kuan5,chai5san2koan5,tsaisankuan,chaisankoan
賊仔星,tsha̍t-á-tshenn,16,chha̍t-á-chheⁿ,tshat8a2tshenn1,chhat8a2chhenn1,tshatatshenn,chhatachhenn
質因數,tsit-in-sòo,16,chit-in-sò͘,tsit4in1soo3,chit4in1soo3,tsitinsoo,chitinsoo
赤尾鮐,tshiah-bué-tai,16,chhiah-bóe-tai,tshiah4bue2tai1,chhiah4boe2tai1,tshiahbuetai,chhiahboetai
赤崁樓,tshiah-khàm-lâu,16,chhiah-khàm-lâu,tshiah4kham3lau5,chhiah4kham3lau5,tshiahkhamlau,chhiahkhamlau
走相掠,tsáu-sio-lia̍h,16,cháu-sio-lia̍h,tsau2sio1liah8,chau2sio1liah8,tsausioliah,chausioliah
走相逐,tsáu-sio-jiok,16,cháu-sio-jiok,tsau2sio1jiok4,chau2sio1jiok4,tsausiojiok,chausiojiok
超距力,tshiau-kī-li̍k,16,chhiau-kī-le̍k,tshiau1ki7lik8,chhiau1ki7lek8,tshiaukilik,chhiaukilek
超連結,tshiau-liân-kiat,16,chhiau-liân-kiat,tshiau1lian5kiat4,chhiau1lian5kiat4,tshiauliankiat,chhiauliankiat
跙流籠,tshū-liû-lông,16,chhū-liû-lông,tshu7liu5long5,chhu7liu5long5,tshuliulong,chhuliulong
跤踏車,kha-ta̍h-tshia,16,kha-ta̍h-chhia,kha1tah8tshia1,kha1tah8chhia1,khatahtshia,khatahchhia
跤頭趺,kha-thâu-hu,16,kha-thâu-hu,kha1thau5hu1,kha1thau5hu1,khathauhu,khathauhu
跤頭趺,kha-thâu-u,16,kha-thâu-u,kha1thau5u1,kha1thau5u1,khathauu,khathauu
跳索仔,thiàu-soh-á,16,thiàu-soh-á,thiau3soh4a2,thiau3soh4a2,thiausoha,thiausoha
踢踏舞,that-ta̍h-bú,16,that-ta̍h-bú,that4tah8bu2,that4tah8bu2,thattahbu,thattahbu
身份證,sin-hūn-tsìng,16,sin-hūn-chèng,sin1hun7tsing3,sin1hun7cheng3,sinhuntsing,sinhuncheng
身軀身,sin-khu-sin,16,sin-khu-sin,sin1khu1sin1,sin1khu1sin1,sinkhusin,sinkhusin
車齒組,tshia-khí-tsoo,16,chhia-khí-cho͘,tshia1khi2tsoo1,chhia1khi2choo1,tshiakhitsoo,chhiakhichoo
軸半徑,ti̍k-puànn-kìng,16,te̍k-pòaⁿ-kèng,tik8puann3king3,tek8poann3keng3,tikpuannking,tekpoannkeng
載物臺,tsài-bu̍t-tâi,16,chài-bu̍t-tâi,tsai3but8tai5,chai3but8tai5,tsaibuttai,chaibuttai
輪半徑,lián-puànn-kìng,16,lián-pòaⁿ-kèng,lian2puann3king3,lian2poann3keng3,lianpuannking,lianpoannkeng
轉大人,tńg-tuā-lâng,16,tńg-tōa-lâng,tng2tua7lang5,tng2toa7lang5,tngtualang,tngtoalang
轉折句,tsuán-tsiat-kù,16,choán-chiat-kù,tsuan2tsiat4ku3,choan2chiat4ku3,tsuantsiatku,choanchiatku
轉折號,tsuán-tsiat-hō,16,choán-chiat-hō,tsuan2tsiat4ho7,choan2chiat4ho7,tsuantsiatho,choanchiatho
轉踅盤,tńg-se̍h-puânn,16,tńg-se̍h-pôaⁿ,tng2seh8puann5,tng2seh8poann5,tngsehpuann,tngsehpoann
農作物,lông-tsok-bu̍t,16,lông-chok-bu̍t,long5tsok4but8,long5chok4but8,longtsokbut,longchokbut
農民曆,lông-bîn-li̍k,16,lông-bîn-le̍k,long5bin5lik8,long5bin5lek8,longbinlik,longbinlek
退片鈕,thè-phìnn-liú,16,thè-phìⁿ-liú,the3phinn3liu2,the3phinn3liu2,thephinnliu,thephinnliu
透大風,thàu-tuā-hong,16,thàu-tōa-hong,thau3tua7hong1,thau3toa7hong1,thautuahong,thautoahong
透視法,thàu-sī-huat,16,thàu-sī-hoat,thau3si7huat4,thau3si7hoat4,thausihuat,thausihoat
造字法,tsō-jī-huat,16,chō-jī-hoat,tso7ji7huat4,cho7ji7hoat4,tsojihuat,chojihoat
連接號,liân-tsiap-hō,16,liân-chiap-hō,lian5tsiap4ho7,lian5chiap4ho7,liantsiapho,lianchiapho
連接詞,liân-tsiap-sû,16,liân-chiap-sû,lian5tsiap4su5,lian5chiap4su5,liantsiapsu,lianchiapsu
連紲音,liân-suà-im,16,liân-sòa-im,lian5sua3im1,lian5soa3im1,liansuaim,liansoaim
連結線,liân-kiat-suànn,16,liân-kiat-sòaⁿ,lian5kiat4suann3,lian5kiat4soann3,liankiatsuann,liankiatsoann
連貫句,liân-kuàn-kù,16,liân-koàn-kù,lian5kuan3ku3,lian5koan3ku3,liankuanku,liankoanku
連通管,liân-thong-kóng,16,liân-thong-kóng,lian5thong1kong2,lian5thong1kong2,lianthongkong,lianthongkong
進行曲,tsìn-hîng-khik,16,chìn-hêng-khek,tsin3hing5khik4,chin3heng5khek4,tsinhingkhik,chinhengkhek
運動埕,ūn-tōng-tiânn,16,ūn-tōng-tiâⁿ,un7tong7tiann5,un7tong7tiann5,untongtiann,untongtiann
運動場,ūn-tōng-tiûnn,16,ūn-tōng-tiûⁿ,un7tong7tiunn5,un7tong7tiunn5,untongtiunn,untongtiunn
運動會,ūn-tōng-huē,16,ūn-tōng-hōe,un7tong7hue7,un7tong7hoe7,untonghue,untonghoe
運動量,ūn-tōng-liōng,16,ūn-tōng-liōng,un7tong7liong7,un7tong7liong7,untongliong,untongliong
運筆法,ūn-pit-huat,16,ūn-pit-hoat,un7pit4huat4,un7pit4hoat4,unpithuat,unpithoat
過境鳥,kuè-kíng-tsiáu,16,kòe-kéng-chiáu,kue3king2tsiau2,koe3keng2chiau2,kuekingtsiau,koekengchiau
過年錢,kuè-nî-tsînn,16,kòe-nî-chîⁿ,kue3ni5tsinn5,koe3ni5chinn5,kuenitsinn,koenichinn
過敏原,kuè-bín-guân,16,kòe-bín-goân,kue3bin2guan5,koe3bin2goan5,kuebinguan,koebingoan
過渡句,kuè-tōo-kù,16,kòe-tō͘-kù,kue3too7ku3,koe3too7ku3,kuetooku,koetooku
過渡段,kuè-tōo-tuānn,16,kòe-tō͘-tōaⁿ,kue3too7tuann7,koe3too7toann7,kuetootuann,koetootoann
選擇句,suán-ti̍k-kù,16,soán-te̍k-kù,suan2tik8ku3,soan2tek8ku3,suantikku,soantekku
部份量,pōo-hūn-liōng,16,pō͘-hūn-liōng,poo7hun7liong7,poo7hun7liong7,poohunliong,poohunliong
都市化,too-tshī-huà,16,to͘-chhī-hòa,too1tshi7hua3,too1chhi7hoa3,tootshihua,toochhihoa
鄉公所,hiong-kong-sóo,16,hiong-kong-só͘,hiong1kong1soo2,hiong1kong1soo2,hiongkongsoo,hiongkongsoo
鄭克塽,tēnn-khik-sóng,16,tēⁿ-khek-sóng,tenn7khik4song2,tenn7khek4song2,tennkhiksong,tennkheksong
鄭成功,tēnn-sîng-kong,16,tēⁿ-sêng-kong,tenn7sing5kong1,tenn7seng5kong1,tennsingkong,tennsengkong
酒精燈,tsiú-tsing-ting,16,chiú-cheng-teng,tsiu2tsing1ting1,chiu2cheng1teng1,tsiutsingting,chiuchengteng
酵母菌,kànn-bó-khún,16,kàⁿ-bó-khún,kann3bo2khun2,kann3bo2khun2,kannbokhun,kannbokhun
酵母菌,kànn-bú-khún,16,kàⁿ-bú-khún,kann3bu2khun2,kann3bu2khun2,kannbukhun,kannbukhun
酸鹼度,sng-kinn-tōo,16,sng-kiⁿ-tō͘,sng1kinn1too7,sng1kinn1too7,sngkinntoo,sngkinntoo
酸鹼性,sng-kinn-sìng,16,sng-kiⁿ-sèng,sng1kinn1sing3,sng1kinn1seng3,sngkinnsing,sngkinnseng
醫生館,i-sing-kuán,16,i-seng-koán,i1sing1kuan2,i1seng1koan2,isingkuan,isengkoan
重耽字,tîng-tânn-jī,16,têng-tâⁿ-jī,ting5tann5ji7,teng5tann5ji7,tingtannji,tengtannji
重號名,tîng-hō-miâ,16,têng-hō-miâ,ting5ho7mia5,teng5ho7mia5,tinghomia,tenghomia
金剛石,kim-kong-tsio̍h,16,kim-kong-chio̍h,kim1kong1tsioh8,kim1kong1chioh8,kimkongtsioh,kimkongchioh
金屬片,kim-sio̍k-phìnn,16,kim-sio̍k-phìⁿ,kim1siok8phinn3,kim1siok8phinn3,kimsiokphinn,kimsiokphinn
金牛座,kim-gû-tsō,16,kim-gû-chō,kim1gu5tso7,kim1gu5cho7,kimgutso,kimgucho
金翼仔,kim-si̍t-á,16,kim-si̍t-á,kim1sit8a2,kim1sit8a2,kimsita,kimsita
金門島,kim-mn̂g-tó,16,kim-mn̂g-tó,kim1mng5to2,kim1mng5to2,kimmngto,kimmngto
鋰電池,lí-tiān-tî,16,lí-tiān-tî,li2tian7ti5,li2tian7ti5,litianti,litianti
鋼琴曲,kǹg-khîm-khik,16,kǹg-khîm-khek,kng3khim5khik4,kng3khim5khek4,kngkhimkhik,kngkhimkhek
錢筒仔,tsînn-tâng-á,16,chîⁿ-tâng-á,tsinn5tang5a2,chinn5tang5a2,tsinntanga,chinntanga
錯別字,tshò-pia̍t-jī,16,chhò-pia̍t-jī,tsho3piat8ji7,chho3piat8ji7,tshopiatji,chhopiatji
鎮公所,tìn-kong-sóo,16,tìn-kong-só͘,tin3kong1soo2,tin3kong1soo2,tinkongsoo,tinkongsoo
鐵生鉎,thih-senn-sian,16,thih-seⁿ-sian,thih4senn1sian1,thih4senn1sian1,thihsennsian,thihsennsian
鐵製品,thih-tsè-phín,16,thih-chè-phín,thih4tse3phin2,thih4che3phin2,thihtsephin,thihchephin
長方形,tiông-hong-hîng,16,tiông-hong-hêng,tiong5hong1hing5,tiong5hong1heng5,tionghonghing,tionghongheng
長方體,tn̂g-hong-thé,16,tn̂g-hong-thé,tng5hong1the2,tng5hong1the2,tnghongthe,tnghongthe
長株形,tn̂g-tu-hîng,16,tn̂g-tu-hêng,tng5tu1hing5,tng5tu1heng5,tngtuhing,tngtuheng
長篙形,tn̂g-ko-hîng,16,tn̂g-ko-hêng,tng5ko1hing5,tng5ko1heng5,tngkohing,tngkoheng
長頓點,tn̂g-tùn-tiám,16,tn̂g-tùn-tiám,tng5tun3tiam2,tng5tun3tiam2,tngtuntiam,tngtuntiam
長𥰔仔,tn̂g-phín-á,16,tn̂g-phín-á,tng5phin2a2,tng5phin2a2,tngphina,tngphina
閃避球,siám-pī-kiû,16,siám-pī-kiû,siam2pi7kiu5,siam2pi7kiu5,siampikiu,siampikiu
開合跳,khui-ha̍p-thiàu,16,khui-ha̍p-thiàu,khui1hap8thiau3,khui1hap8thiau3,khuihapthiau,khuihapthiau
開臊節,khui-tsho-tseh,16,khui-chho-cheh,khui1tsho1tseh4,khui1chho1cheh4,khuitshotseh,khuichhocheh
開頭法,khai-thâu-huat,16,khai-thâu-hoat,khai1thau5huat4,khai1thau5hoat4,khaithauhuat,khaithauhoat
開頭法,khui-thâu-huat,16,khui-thâu-hoat,khui1thau5huat4,khui1thau5hoat4,khuithauhuat,khuithauhoat
間隔號,kàn-keh-hō,16,kàn-keh-hō,kan3keh4ho7,kan3keh4ho7,kankehho,kankehho
閬隔數,làng-keh-sòo,16,làng-keh-sò͘,lang3keh4soo3,lang3keh4soo3,langkehsoo,langkehsoo
關係圖,kuan-hē-tôo,16,koan-hē-tô͘,kuan1he7too5,koan1he7too5,kuanhetoo,koanhetoo
關鍵句,kuan-kiān-kù,16,koan-kiān-kù,kuan1kian7ku3,koan1kian7ku3,kuankianku,koankianku
防曝膏,hông-pha̍k-ko,16,hông-pha̍k-ko,hong5phak8ko1,hong5phak8ko1,hongphakko,hongphakko
防腐劑,hông-hú-tse,16,hông-hú-che,hong5hu2tse1,hong5hu2che1,honghutse,honghuche
防風颱,hông-hong-thai,16,hông-hong-thai,hong5hong1thai1,hong5hong1thai1,honghongthai,honghongthai
降半音,kàng-puànn-im,16,kàng-pòaⁿ-im,kang3puann3im1,kang3poann3im1,kangpuannim,kangpoannim
降雨量,kàng-hōo-liōng,16,kàng-hō͘-liōng,kang3hoo7liong7,kang3hoo7liong7,kanghooliong,kanghooliong
降雨量,kàng-í-liōng,16,kàng-í-liōng,kang3i2liong7,kang3i2liong7,kangiliong,kangiliong
降雨量,kàng-ú-liōng,16,kàng-ú-liōng,kang3u2liong7,kang3u2liong7,kanguliong,kanguliong
陳情書,tîn-tsîng-su,16,tîn-chêng-su,tin5tsing5su1,tin5cheng5su1,tintsingsu,tinchengsu
雄黃酒,hiông-hông-tsiú,16,hiông-hông-chiú,hiong5hong5tsiu2,hiong5hong5chiu2,hionghongtsiu,hionghongchiu
集散地,tsi̍p-sàn-tē,16,chi̍p-sàn-tē,tsip8san3te7,chip8san3te7,tsipsante,chipsante
雕刻品,tiau-khik-phín,16,tiau-khek-phín,tiau1khik4phin2,tiau1khek4phin2,tiaukhikphin,tiaukhekphin
雙字詞,siang-jī-sû,16,siang-jī-sû,siang1ji7su5,siang1ji7su5,siangjisu,siangjisu
雨層雲,hōo-tsân-hûn,16,hō͘-chân-hûn,hoo7tsan5hun5,hoo7chan5hun5,hootsanhun,hoochanhun
雨量器,hōo-liōng-khì,16,hō͘-liōng-khì,hoo7liong7khi3,hoo7liong7khi3,hooliongkhi,hooliongkhi
雪文粉,sap-bûn-hún,16,sap-bûn-hún,sap4bun5hun2,sap4bun5hun2,sapbunhun,sapbunhun
零星錢,lân-san-tsînn,16,lân-san-chîⁿ,lan5san1tsinn5,lan5san1chinn5,lansantsinn,lansanchinn
雷射光,luî-siā-kng,16,lûi-siā-kng,lui5sia7kng1,lui5sia7kng1,luisiakng,luisiakng
電火布,tiān-hué-pòo,16,tiān-hóe-pò͘,tian7hue2poo3,tian7hoe2poo3,tianhuepoo,tianhoepoo
電球仔,tiān-kiû-á,16,tiān-kiû-á,tian7kiu5a2,tian7kiu5a2,tiankiua,tiankiua
電磁波,tiān-tsû-pho,16,tiān-chû-pho,tian7tsu5pho1,tian7chu5pho1,tiantsupho,tianchupho
電著,tiān--tio̍h,16,tiān--tio̍h,tian7tioh8,tian7tioh8,tiantioh,tiantioh
電解質,tiān-kái-tsit,16,tiān-kái-chit,tian7kai2tsit4,tian7kai2chit4,tiankaitsit,tiankaichit
青年期,tshing-liân-kî,16,chheng-liân-kî,tshing1lian5ki5,chheng1lian5ki5,tshinglianki,chhenglianki
青年節,tshing-liân-tseh,16,chheng-liân-cheh,tshing1lian5tseh4,chheng1lian5cheh4,tshingliantseh,chhengliancheh
青春期,tshing-tshun-kî,16,chheng-chhun-kî,tshing1tshun1ki5,chheng1chhun1ki5,tshingtshunki,chhengchhunki
青竹絲,tshenn-tik-si,16,chheⁿ-tek-si,tshenn1tik4si1,chhenn1tek4si1,tshenntiksi,chhennteksi
青翼仔,tshenn-si̍t-á,16,chheⁿ-si̍t-á,tshenn1sit8a2,chhenn1sit8a2,tshennsita,chhennsita
青苔類,tshenn-thî-luī,16,chheⁿ-thî-lūi,tshenn1thi5lui7,chhenn1thi5lui7,tshennthilui,chhennthilui
青黴素,tshenn-bî-sòo,16,chheⁿ-bî-sò͘,tshenn1bi5soo3,chhenn1bi5soo3,tshennbisoo,chhennbisoo
青黴菌,tshenn-bî-khún,16,chheⁿ-bî-khún,tshenn1bi5khun2,chhenn1bi5khun2,tshennbikhun,chhennbikhun
音樂家,im-ga̍k-ka,16,im-ga̍k-ka,im1gak8ka1,im1gak8ka1,imgakka,imgakka
音樂廳,im-ga̍k-thiann,16,im-ga̍k-thiaⁿ,im1gak8thiann1,im1gak8thiann1,imgakthiann,imgakthiann
音樂會,im-ga̍k-huē,16,im-ga̍k-hōe,im1gak8hue7,im1gak8hoe7,imgakhue,imgakhoe
音樂聲,im-ga̍k-siann,16,im-ga̍k-siaⁿ,im1gak8siann1,im1gak8siann1,imgaksiann,imgaksiann
音符頭,im-hû-thâu,16,im-hû-thâu,im1hu5thau5,im1hu5thau5,imhuthau,imhuthau
頂下文,tíng-ē-bûn,16,téng-ē-bûn,ting2e7bun5,teng2e7bun5,tingebun,tengebun
頂四管,tíng-sì-kuán,16,téng-sì-koán,ting2si3kuan2,teng2si3koan2,tingsikuan,tengsikoan
頂弦月,tíng-hiân-gue̍h,16,téng-hiân-goe̍h,ting2hian5gueh8,teng2hian5goeh8,tinghiangueh,tenghiangoeh
順敘法,sūn-sū-huat,16,sūn-sū-hoat,sun7su7huat4,sun7su7hoat4,sunsuhuat,sunsuhoat
領事館,líng-sū-kuán,16,léng-sū-koán,ling2su7kuan2,leng2su7koan2,lingsukuan,lengsukoan
頭前齒,thâu-tsîng-khí,16,thâu-chêng-khí,thau5tsing5khi2,thau5cheng5khi2,thautsingkhi,thauchengkhi
頷胿腺,ām-kui-suànn,16,ām-kui-sòaⁿ,am7kui1suann3,am7kui1soann3,amkuisuann,amkuisoann
頷頸珠,ām-kún-tsu,16,ām-kún-chu,am7kun2tsu1,am7kun2chu1,amkuntsu,amkunchu
顯微鏡,hián-bî-kiànn,16,hián-bî-kiàⁿ,hian2bi5kiann3,hian2bi5kiann3,hianbikiann,hianbikiann
風力計,hong-li̍k-kè,16,hong-le̍k-kè,hong1lik8ke3,hong1lek8ke3,honglikke,honglekke
風吹形,hong-tshue-hîng,16,hong-chhoe-hêng,hong1tshue1hing5,hong1chhoe1heng5,hongtshuehing,hongchhoeheng
風景畫,hong-kíng-uē,16,hong-kéng-ōe,hong1king2ue7,hong1keng2oe7,hongkingue,hongkengoe
風颱眼,hong-thai-gán,16,hong-thai-gán,hong1thai1gan2,hong1thai1gan2,hongthaigan,hongthaigan
飛馬座,hui-má-tsō,16,hui-má-chō,hui1ma2tso7,hui1ma2cho7,huimatso,huimacho
香港跤,hiong-káng-kha,16,hiong-káng-kha,hiong1kang2kha1,hiong1kang2kha1,hiongkangkha,hiongkangkha
馬拉松,ma-lá-sóng,16,ma-lá-sóng,ma1la2song2,ma1la2song2,malasong,malasong
驚嘆號,king-thàn-hō,16,keng-thàn-hō,king1than3ho7,keng1than3ho7,kingthanho,kengthanho
骨疼熱,kut-thiànn-jia̍t,16,kut-thiàⁿ-jia̍t,kut4thiann3jiat8,kut4thiann3jiat8,kutthiannjiat,kutthiannjiat
骨骼肌,kut-keh-ki,16,kut-keh-ki,kut4keh4ki1,kut4keh4ki1,kutkehki,kutkehki
體適能,thé-sik-lîng,16,thé-sek-lêng,the2sik4ling5,the2sek4leng5,thesikling,thesekleng
高山族,ko-san-tso̍k,16,ko-san-cho̍k,ko1san1tsok8,ko1san1chok8,kosantsok,kosanchok
高山族,ko-suann-tso̍k,16,ko-soaⁿ-cho̍k,ko1suann1tsok8,ko1soann1chok8,kosuanntsok,kosoannchok
高科技,ko-kho-ki,16,ko-kho-ki,ko1kho1ki1,ko1kho1ki1,kokhoki,kokhoki
高纖維,ko-tshiam-uî,16,ko-chhiam-ûi,ko1tshiam1ui5,ko1chhiam1ui5,kotshiamui,kochhiamui
高血壓,ko-hueh-ap,16,ko-hoeh-ap,ko1hueh4ap4,ko1hoeh4ap4,kohuehap,kohoehap
高音域,ko-im-hi̍k,16,ko-im-he̍k,ko1im1hik8,ko1im1hek8,koimhik,koimhek
高音域,ko-im-i̍k,16,ko-im-e̍k,ko1im1ik8,ko1im1ek8,koimik,koimek
高齡化,ko-lîng-huà,16,ko-lêng-hòa,ko1ling5hua3,ko1leng5hoa3,kolinghua,kolenghoa
鬼針草,kuí-tsiam-tsháu,16,kúi-chiam-chháu,kui2tsiam1tshau2,kui2chiam1chhau2,kuitsiamtshau,kuichiamchhau
魔方陣,môo-hong-tīn,16,mô͘-hong-tīn,moo5hong1tin7,moo5hong1tin7,moohongtin,moohongtin
魚尾叉,hî-bué-tshe,16,hî-bóe-chhe,hi5bue2tshe1,hi5boe2chhe1,hibuetshe,hiboechhe
魚腹翼,hî-pak-si̍t,16,hî-pak-si̍t,hi5pak4sit8,hi5pak4sit8,hipaksit,hipaksit
鵝鑾鼻,gô-luân-phīnn,16,gô-loân-phīⁿ,go5luan5phinn7,go5loan5phinn7,goluanphinn,goloanphinn
麻芳斜,muâ-phang-tshua̍h,16,môa-phang-chhoa̍h,mua5phang1tshuah8,moa5phang1chhoah8,muaphangtshuah,moaphangchhoah
麻芳範,muâ-phang-huān,16,môa-phang-hoān,mua5phang1huan7,moa5phang1hoan7,muaphanghuan,moaphanghoan
黃酸雨,n̂g-sng-hōo,16,n̂g-sng-hō͘,ng5sng1hoo7,ng5sng1hoo7,ngsnghoo,ngsnghoo
鼓吹樂,kóo-tshue-ga̍k,16,kó͘-chhoe-ga̍k,koo2tshue1gak8,koo2chhoe1gak8,kootshuegak,koochhoegak
齒岸炎,khí-huānn-iām,16,khí-hōaⁿ-iām,khi2huann7iam7,khi2hoann7iam7,khihuanniam,khihoanniam
齒輪組,khí-lûn-tsoo,16,khí-lûn-cho͘,khi2lun5tsoo1,khi2lun5choo1,khiluntsoo,khilunchoo
齒頭仔,khí-thâu-á,16,khí-thâu-á,khi2thau5a2,khi2thau5a2,khithaua,khithaua
龜山島,ku-suann-tó,16,ku-soaⁿ-tó,ku1suann1to2,ku1soann1to2,kusuannto,kusoannto
𥰔仔空,phín-á-khang,16,phín-á-khang,phin2a2khang1,phin2a2khang1,phinakhang,phinakhang
𥰔仔聲,phín-á-siann,16,phín-á-siaⁿ,phin2a2siann1,phin2a2siann1,phinasiann,phinasiann
𥰔仔膜,phín-á-mo̍oh,16,phín-á-mo̍͘h,phin2a2mooh8,phin2a2mooh8,phinamooh,phinamooh
𥰔仔音,phín-á-im,16,phín-á-im,phin2a2im1,phin2a2im1,phinaim,phinaim
漢字,hàn-jī,15,hàn-jī,han3ji7,han3ji7,hanji,hanji
A型流感,a-hîng-liû-kám,12,a-hêng-liû-kám,a1hing5liu5kam2,a1heng5liu5kam2,ahingliukam,ahengliukam
A型肝炎,a-hîng-kuann-iām,12,a-hêng-koaⁿ-iām,a1hing5kuann1iam7,a1heng5koann1iam7,ahingkuanniam,ahengkoanniam
phe-ní-sí-lín,phe-ní-sí-lín,12,phe-ní-sí-lín,phe1ni2si2lin2,phe1ni2si2lin2,phenisilin,phenisilin
pho-lé-lóng膠,pho-lé-lóng-ka,12,pho-lé-lóng-ka,pho1le2long2ka1,pho1le2long2ka1,pholelongka,pholelongka
一位小數,tsi̍t-uī-sió-sòo,12,chi̍t-ūi-sió-sò͘,tsit8ui7sio2soo3,chit8ui7sio2soo3,tsituisiosoo,chituisiosoo
一年的,it-nî--ê,12,it-nî--ê,it4ni5e5,it4ni5e5,itnie,itnie
一氧化碳,it-ióng-huà-thuànn,12,it-ióng-hòa-thòaⁿ,it4iong2hua3thuann3,it4iong2hoa3thoann3,itionghuathuann,itionghoathoann
七星龜仔,tshit-tshenn-ku-á,12,chhit-chheⁿ-ku-á,tshit4tshenn1ku1a2,chhit4chhenn1ku1a2,tshittshennkua,chhitchhennkua
三年的,sann-nî--ê,12,saⁿ-nî--ê,sann1ni5e5,sann1ni5e5,sannnie,sannnie
三部合唱,sann-pōo-ha̍p-tshiùnn,12,saⁿ-pō͘-ha̍p-chhiùⁿ,sann1poo7hap8tshiunn3,sann1poo7hap8chhiunn3,sannpoohaptshiunn,sannpoohapchhiunn
上短下長,siōng-té-hā-tn̂g,12,siōng-té-hā-tn̂g,siong7te2ha7tng5,siong7te2ha7tng5,siongtehatng,siongtehatng
上長下短,siōng-tn̂g-hā-té,12,siōng-tn̂g-hā-té,siong7tng5ha7te2,siong7tng5ha7te2,siongtnghate,siongtnghate
不良導體,put-liông-tō-thé,12,put-liông-tō-thé,put4liong5to7the2,put4liong5to7the2,putliongtothe,putliongtothe
世界公民,sè-kài-kong-bîn,12,sè-kài-kong-bîn,se3kai3kong1bin5,se3kai3kong1bin5,sekaikongbin,sekaikongbin
世界文化,sè-kài-bûn-huà,12,sè-kài-bûn-hòa,se3kai3bun5hua3,se3kai3bun5hoa3,sekaibunhua,sekaibunhoa
並列關係,pīng-lia̍t-kuan-hē,12,pēng-lia̍t-koan-hē,ping7liat8kuan1he7,peng7liat8koan1he7,pingliatkuanhe,pengliatkoanhe
中和反應,tiong-hô-huán-ìng,12,tiong-hô-hoán-èng,tiong1ho5huan2ing3,tiong1ho5hoan2eng3,tionghohuaning,tionghohoaneng
中央山脈,tiong-iang-suann-me̍h,12,tiong-iang-soaⁿ-me̍h,tiong1iang1suann1meh8,tiong1iang1soann1meh8,tiongiangsuannmeh,tiongiangsoannmeh
中央山脈,tiong-iong-suann-me̍h,12,tiong-iong-soaⁿ-me̍h,tiong1iong1suann1meh8,tiong1iong1soann1meh8,tiongiongsuannmeh,tiongiongsoannmeh
