tl,hanzi,frequency,poj,tl_num,poj_num
í,以,13230,í,i2,i2
sū,事,13101,sū,su7,su7
uî,為,12403,ûi,ui5,ui5
kang,工,12379,kang,kang,kang
tik,得,12251,tek,tik,tek
tshin,親,12094,chhin,tshin,chhin
ì,意,12059,ì,i3,i3
ke,家,11984,ke,ke,ke
huat,法,11954,hoat,huat,hoat
lāu,老,11954,lāu,lau7,lau7
buē,袂,11866,bōe,bue7,boe7
bē,袂,11866,bē,be7,be7
tāi,大,11861,tāi,tai7,tai7
lí,理,11858,lí,li2,li2
nā,若,11582,nā,na7,na7
khu,區,11573,khu,khu,khu
guán,阮,11550,goán,guan2,goan2
mā,嘛,11524,mā,ma7,ma7
ka,家,11523,ka,ka,ka
bîn,民,11383,bîn,bin5,bin5
khuán,款,11269,khoán,khuan2,khoan2
siōng,上,11260,siōng,siong7,siong7
sí,死,11257,sí,si2,si2
láng,攏,11219,láng,lang2,lang2
lóng,攏,11219,lóng,long2,long2
sin,身,10865,sin,sin,sin
suann,山,10820,soaⁿ,suann,soann
tshia,車,10763,chhia,tshia,chhia
thiann,聽,10741,thiaⁿ,thiann,thiann
án,俺,10635,án,an2,an2
bu̍t,物,10612,bu̍t,but8,but8
kha,跤,10537,kha,kha,kha
hiong,鄉,10443,hiong,hiong,hiong
kuè,過,10205,kòe,kue3,koe3
kè,過,10205,kè,ke3,ke3
siann,聲,10175,siaⁿ,siann,siann
in,因,10098,in,in,in
sin,新,10069,sin,sin,sin
uan,灣,9981,oan,uan,oan
ba̍k,目,9818,ba̍k,bak8,bak8
khui,開,9713,khui,khui,khui
sing,生,9626,seng,sing,seng
tsit,這,9622,chit,tsit,chit
si̍t,實,9621,si̍t,sit8,sit8
tshuì,喙,9364,chhùi,tshui3,chhui3
hong,風,9297,hong,hong,hong
tsîng,情,9238,chêng,tsing5,cheng5
kám,感,9228,kám,kam2,kam2
pe̍h,白,9226,pe̍h,peh8,peh8
king,經,9218,keng,king,keng
jī,字,9159,jī,ji7,ji7
lī,字,9159,lī,li7,li7
huat,發,9126,hoat,huat,hoat
kim,金,9080,kim,kim,kim
iánn,影,9036,iáⁿ,iann2,iann2
bóo,某,9022,bó͘,boo2,boo2
siū,受,8975,siū,siu7,siu7
tshù,厝,8959,chhù,tshu3,chhu3
iáu,猶,8915,iáu,iau2,iau2
tsóng,總,8896,chóng,tsong2,chong2
tsai,知,8879,chai,tsai,chai
tíng,頂,8873,téng,ting2,teng2
leh,咧,8857,leh,leh,leh
oo,烏,8830,o͘,oo,oo
khì,氣,8829,khì,khi3,khi3
tuē,地,8822,tōe,tue7,toe7
tē,地,8822,tē,te7,te7
tōng,動,8786,tōng,tong7,tong7
sîn,神,8753,sîn,sin5,sin5
lo̍h,落,8749,lo̍h,loh8,loh8
nih,呢,8729,nih,nih,nih
sió,小,8653,sió,sio2,sio2
huà,化,8649,hòa,hua3,hoa3
hun,分,8581,hun,hun,hun
tsū,自,8553,chū,tsu7,chu7
im,音,8544,im,im,im
kah,甲,8530,kah,kah,kah
senn,生,8389,seⁿ,senn,senn
sinn,生,8389,siⁿ,sinn,sinn
tsînn,錢,8339,chîⁿ,tsinn5,chinn5
hái,海,8273,hái,hai2,hai2
ē,會,8235,ē,e7,e7
tng,當,8208,tng,tng,tng
bîng,明,8206,bêng,bing5,beng5
siánn,啥,8104,siáⁿ,siann2,siann2
sio,相,8098,sio,sio,sio
gín,囡,8068,gín,gin2,gin2
tsok,作,8045,chok,tsok,chok
uân,灣,7984,oân,uan5,oan5
siá,寫,7896,siá,sia2,sia2
hàn,漢,7881,hàn,han3,han3
mn̂g,門,7855,mn̂g,mng5,mng5
guân,原,7811,goân,guan5,goan5
kiò,叫,7760,kiò,kio3,kio3
tè,帝,7740,tè,te3,te3
ná,若,7721,ná,na2,na2
hue,花,7690,hoe,hue,hoe
an,安,7594,an,an,an
kiàn,見,7496,kiàn,kian3,kian3
siūnn,想,7440,siūⁿ,siunn7,siunn7
sîng,成,7428,sêng,sing5,seng5
kiánn,囝,7404,kiáⁿ,kiann2,kiann2
ti,知,7399,ti,ti,ti
bí,美,7337,bí,bi2,bi2
tsiūnn,上,7319,chiūⁿ,tsiunn7,chiunn7
sìn,信,7276,sìn,sin3,sin3
tē,第,7248,tē,te7,te7
tīng,定,7244,tēng,ting7,teng7
kín,緊,7239,kín,kin2,kin2
thian,天,7219,thian,thian,thian
kú,久,7160,kú,ku2,ku2
tshài,菜,7141,chhài,tshai3,chhai3
ka,加,7091,ka,ka,ka
ti̍t,直,7087,ti̍t,tit8,tit8
tō,道,7076,tō,to7,to7
bé,馬,7067,bé,be2,be2
ua̍h,活,7040,oa̍h,uah8,oah8
tiám,點,7036,tiám,tiam2,tiam2
sióng,想,7002,sióng,siong2,siong2
hiān,現,6999,hiān,hian7,hian7
giân,言,6993,giân,gian5,gian5
bú,母,6956,bú,bu2,bu2
lah,啦,6933,lah,lah,lah
li̍k,力,6904,le̍k,lik8,lek8
kháu,口,6893,kháu,khau2,khau2
kiann,驚,6862,kiaⁿ,kiann,kiann
uī,位,6819,ūi,ui7,ui7
phah,拍,6781,phah,phah,phah
pháinn,歹,6780,pháiⁿ,phainn2,phainn2
bó,母,6773,bó,bo2,bo2
lâm,南,6771,lâm,lam5,lam5
tsú,子,6716,chú,tsu2,chu2
sìng,性,6699,sèng,sing3,seng3
tiān,電,6698,tiān,tian7,tian7
thinn,天,6685,thiⁿ,thinn,thinn
tsá,早,6579,chá,tsa2,cha2
àm,暗,6574,àm,am3,am3
siōng,像,6566,siōng,siong7,siong7
thong,通,6564,thong,thong,thong
miâ,名,6546,miâ,mia5,mia5
iàu,要,6521,iàu,iau3,iau3
tik,的,6480,tek,tik,tek
lūn,論,6468,lūn,lun7,lun7
bué,尾,6428,bóe,bue2,boe2
bé,尾,6428,bé,be2,be2
tshing,清,6424,chheng,tshing,chheng
tsiá,者,6376,chiá,tsia2,chia2
tsáu,走,6360,cháu,tsau2,chau2
sik,色,6336,sek,sik,sek
tú,拄,6325,tú,tu2,tu2
ki,機,6318,ki,ki,ki
tsì,誌,6282,chì,tsi3,chi3
tsìng,政,6271,chèng,tsing3,cheng3
ìng,應,6270,èng,ing3,eng3
piàn,變,6266,piàn,pian3,pian3
pak,北,6253,pak,pak,pak
siā,社,6244,siā,sia7,sia7
miā,命,6224,miā,mia7,mia7
siông,常,6189,siông,siong5,siong5
sian,先,6185,sian,sian,sian
pò,報,6183,pò,po3,po3
su,師,6182,su,su,su
tōo,度,6182,tō͘,too7,too7
hîng,行,6167,hêng,hing5,heng5
pài,拜,6127,pài,pai3,pai3
tsuē,濟,6126,chōe,tsue7,choe7
tsē,濟,6126,chē,tse7,che7
lín,恁,6106,lín,lin2,lin2
kái,解,6019,kái,kai2,kai2
ji̍p,入,5922,ji̍p,jip8,jip8
li̍p,入,5922,li̍p,lip8,lip8
kì,記,5887,kì,ki3,ki3
kan,間,5883,kan,kan,kan
king,間,5883,keng,king,keng
tsuân,全,5864,choân,tsuan5,choan5
kuan,關,5852,koan,kuan,koan
í,已,5841,í,i2,i2
hué,火,5835,hóe,hue2,hoe2
hé,火,5835,hé,he2,he2
khóo,苦,5829,khó͘,khoo2,khoo2
sè,世,5826,sè,se3,se3
lé,禮,5818,lé,le2,le2
bat,捌,5800,bat,bat,bat
thê,提,5795,thê,the5,the5
bû,無,5793,bû,bu5,bu5
ūn,運,5740,ūn,un7,un7
pí,比,5713,pí,pi2,pi2
hí,喜,5697,hí,hi2,hi2
khai,開,5693,khai,khai,khai
ge̍h,月,5651,ge̍h,geh8,geh8
gue̍h,月,5651,goe̍h,gueh8,goeh8
tsuánn,怎,5628,chóaⁿ,tsuann2,choann2
lī,利,5627,lī,li7,li7
khe,溪,5577,khe,khe,khe
khue,溪,5577,khoe,khue,khoe
jiân,然,5569,jiân,jian5,jian5
liân,然,5569,liân,lian5,lian5
khang,空,5567,khang,khang,khang
tsîng,前,5527,chêng,tsing5,cheng5
sit,失,5517,sit,sit,sit
âng,紅,5474,âng,ang5,ang5
kiânn,行,5462,kiâⁿ,kiann5,kiann5
ha̍p,合,5457,ha̍p,hap8,hap8
tsa,查,5445,cha,tsa,cha
tńg,轉,5374,tńg,tng2,tng2
tshī,市,5352,chhī,tshi7,chhi7
pinn,邊,5350,piⁿ,pinn,pinn
thuân,傳,5340,thoân,thuan5,thoan5
bān,萬,5320,bān,ban7,ban7
tsìn,進,5302,chìn,tsin3,chin3
tsiàu,照,5261,chiàu,tsiau3,chiau3
hî,魚,5259,hî,hi5,hi5
hû,魚,5259,hû,hu5,hu5
thué,體,5258,thóe,thue2,thoe2
thé,體,5258,thé,the2,the2
khó,可,5215,khó,kho2,kho2
li̍p,立,5214,li̍p,lip8,lip8
ông,王,5200,ông,ong5,ong5
kau,交,5192,kau,kau,kau
tsuán,轉,5189,choán,tsuan2,choan2
lô,羅,5188,lô,lo5,lo5
pōo,部,5174,pō͘,poo7,poo7
tông,同,5164,tông,tong5,tong5
hū,父,5148,hū,hu7,hu7
hō,號,5140,hō,ho7,ho7
puànn,半,5103,pòaⁿ,puann3,poann3
tsiân,前,5066,chiân,tsian5,chian5
kiat,結,5066,kiat,kiat,kiat
sann,三,5056,saⁿ,sann,sann
pó,保,5027,pó,po2,po2
gī,義,5025,gī,gi7,gi7
tsâi,才,5020,châi,tsai5,chai5
ke,雞,5020,ke,ke,ke
kue,雞,5020,koe,kue,koe
tsheh,冊,5017,chheh,tsheh,chheh
hong,方,5014,hong,hong,hong
tiûnn,場,5008,tiûⁿ,tiunn5,tiunn5
jia,遮,5007,jia,jia,jia
lia,遮,5007,lia,lia,lia
hok,福,5005,hok,hok,hok
siu,收,5000,siu,siu,siu
gû,牛,5000,gû,gu5,gu5
tiúnn,長,4989,tiúⁿ,tiunn2,tiunn2
iâ,耶,4930,iâ,ia5,ia5
kui,規,4915,kui,kui,kui
mn̄g,問,4872,mn̄g,mng7,mng7
bián,免,4861,bián,bian2,bian2
sǹg,算,4853,sǹg,sng3,sng3
ko,高,4846,ko,ko,ko
suah,煞,4845,soah,suah,soah
jī,二,4841,jī,ji7,ji7
lī,二,4841,lī,li7,li7
ta̍k,逐,4796,ta̍k,tak8,tak8
thóo,土,4794,thó͘,thoo2,thoo2
suán,選,4775,soán,suan2,soan2
hā,下,4750,hā,ha7,ha7
ē,下,4750,ē,e7,e7
san,山,4739,san,san,san
iû,油,4709,iû,iu5,iu5
pōo,步,4691,pō͘,poo7,poo7
kī,己,4680,kī,ki7,ki7
piáu,表,4675,piáu,piau2,piau2
tsháu,草,4667,chháu,tshau2,chhau2
sì,四,4665,sì,si3,si3
tsí,子,4660,chí,tsi2,chi2
iú,友,4656,iú,iu2,iu2
thiànn,疼,4635,thiàⁿ,thiann3,thiann3
sam,三,4626,sam,sam,sam
pîng,平,4615,pêng,ping5,peng5
bah,肉,4608,bah,bah,bah
tsio̍h,石,4571,chio̍h,tsioh8,chioh8
tàng,當,4562,tàng,tang3,tang3
suè,細,4559,sòe,sue3,soe3
sè,細,4559,sè,se3,se3
kak,覺,4559,kak,kak,kak
kāng,仝,4552,kāng,kang7,kang7
ah,矣,4548,ah,ah,ah
gia̍p,業,4524,gia̍p,giap8,giap8
pàng,放,4507,pàng,pang3,pang3
pau,包,4485,pau,pau,pau
tsiú,酒,4471,chiú,tsiu2,chiu2
sio̍k,續,4468,sio̍k,siok8,siok8
kuí,幾,4460,kúi,kui2,kui2
bí,米,4425,bí,bi2,bi2
tn̂g,長,4422,tn̂g,tng5,tng5
má,媽,4398,má,ma2,ma2
būn,問,4385,būn,bun7,bun7
tik,竹,4383,tek,tik,tek
tshiūnn,像,4377,chhiūⁿ,tshiunn7,chhiunn7
pah,百,4376,pah,pah,pah
iūnn,樣,4375,iūⁿ,iunn7,iunn7
tsìng,正,4364,chèng,tsing3,cheng3
ná,哪,4354,ná,na2,na2
tsiap,接,4351,chiap,tsiap,chiap
sái,屎,4331,sái,sai2,sai2
io̍h,藥,4327,io̍h,ioh8,ioh8
lia̍h,掠,4324,lia̍h,liah8,liah8
tué,底,4318,tóe,tue2,toe2
té,底,4318,té,te2,te2
liân,連,4313,liân,lian5,lian5
tsa̍p,十,4304,cha̍p,tsap8,chap8
hāng,項,4298,hāng,hang7,hang7
kim,今,4280,kim,kim,kim
hiòng,向,4258,hiòng,hiong3,hiong3
kiù,救,4257,kiù,kiu3,kiu3
kám,敢,4239,kám,kam2,kam2
īng,用,4235,ēng,ing7,eng7
soo,穌,4221,so͘,soo,soo
káng,港,4182,káng,kang2,kang2
hiann,兄,4171,hiaⁿ,hiann,hiann
to,多,4166,to,to,to
suànn,線,4156,sòaⁿ,suann3,soann3
ka,交,4153,ka,ka,ka
lîng,能,4149,lêng,ling5,leng5
ki,基,4131,ki,ki,ki
sīm,甚,4128,sīm,sim7,sim7
tshân,田,4120,chhân,tshan5,chhan5
mah,嘛,4115,mah,mah,mah
tshiū,樹,4070,chhiū,tshiu7,chhiu7
sè,勢,4059,sè,se3,se3
o̍h,學,4044,o̍h,oh8,oh8
kuán,館,4027,koán,kuan2,koan2
hiah,遐,4016,hiah,hiah,hiah
tsiàn,戰,4010,chiàn,tsian3,chian3
siat,設,4002,siat,siat,siat
tshiò,笑,3995,chhiò,tshio3,chhio3
tsē,坐,3988,chē,tse7,che7
kheh,客,3978,kheh,kheh,kheh
liām,念,3977,liām,liam7,liam7
khuân,權,3973,khoân,khuan5,khoan5
sì,世,3962,sì,si3,si3
tī,治,3960,tī,ti7,ti7
sui,雖,3954,sui,sui,sui
má,馬,3953,má,ma2,ma2
siong,傷,3924,siong,siong,siong
kan,矸,3922,kan,kan,kan
kiû,求,3908,kiû,kiu5,kiu5
kóo,古,3902,kó͘,koo2,koo2
tso̍k,族,3899,cho̍k,tsok8,chok8
kî,期,3897,kî,ki5,ki5
hô,和,3885,hô,ho5,ho5
kái,改,3877,kái,kai2,kai2
hâng,行,3876,hâng,hang5,hang5
thóng,統,3866,thóng,thong2,thong2
ia̍h,抑,3856,ia̍h,iah8,iah8
liû,流,3829,liû,liu5,liu5
káu,狗,3818,káu,kau2,kau2
uī,為,3816,ūi,ui7,ui7
hūn,份,3815,hūn,hun7,hun7
se,西,3804,se,se,se
kài,界,3799,kài,kai3,kai3
i̍k,亦,3792,e̍k,ik8,ek8
tang,東,3791,tang,tang,tang
iok,約,3742,iok,iok,iok
tsíng,種,3740,chéng,tsing2,cheng2
tò,倒,3732,tò,to3,to3
lī,離,3699,lī,li7,li7
kuan,觀,3698,koan,kuan,koan
pn̄g,飯,3685,pn̄g,png7,png7
hāi,害,3678,hāi,hai7,hai7
tiàm,店,3670,tiàm,tiam3,tiam3
sik,式,3669,sek,sik,sek
si,詩,3665,si,si,si
poo,埔,3662,po͘,poo,poo
kut,骨,3660,kut,kut,kut
tsí,止,3659,chí,tsi2,chi2
tsiok,足,3647,chiok,tsiok,chiok
kî,其,3645,kî,ki5,ki5
tho̍k,讀,3626,tho̍k,thok8,thok8
e,挨,3611,e,e,e
hāu,校,3610,hāu,hau7,hau7
lí,里,3604,lí,li2,li2
i,醫,3593,i,i,i
uân,員,3580,oân,uan5,oan5
kak,角,3575,kak,kak,kak
kà,教,3568,kà,ka3,ka3
liân,年,3567,liân,lian5,lian5
kòo,顧,3561,kò͘,koo3,koo3
sī,示,3535,sī,si7,si7
kua,歌,3521,koa,kua,koa
sán,產,3513,sán,san2,san2
pia̍t,別,3511,pia̍t,piat8,piat8
sū,士,3492,sū,su7,su7
tsiànn,正,3491,chiàⁿ,tsiann3,chiann3
tit,得,3486,tit,tit,tit
khùn,睏,3486,khùn,khun3,khun3
tang,冬,3477,tang,tang,tang
pān,辦,3468,pān,pan7,pan7
kuann,官,3458,koaⁿ,kuann,koann
thài,太,3450,thài,thai3,thai3
tsiòng,將,3441,chiòng,tsiong3,chiong3
tshim,深,3438,chhim,tshim,chhim
tsiah,才,3434,chiah,tsiah,chiah
tê,茶,3426,tê,te5,te5
tann,今,3424,taⁿ,tann,tann
hîng,形,3419,hêng,hing5,heng5
àn,按,3419,àn,an3,an3
sai,師,3410,sai,sai,sai
hn̂g,園,3408,hn̂g,hng5,hng5
bo̍k,牧,3402,bo̍k,bok8,bok8
tsō,造,3400,chō,tso7,cho7
huán,反,3397,hoán,huan2,hoan2
ti̍k,特,3397,te̍k,tik8,tek8
pēnn,病,3392,pēⁿ,penn7,penn7
pīnn,病,3392,pīⁿ,pinn7,pinn7
su,輸,3390,su,su,su
kong,光,3388,kong,kong,kong
kù,句,3378,kù,ku3,ku3
sann,衫,3376,saⁿ,sann,sann
tuann,單,3371,toaⁿ,tuann,toann
sio,燒,3369,sio,sio,sio
pē,爸,3368,pē,pe7,pe7
niû,娘,3365,niû,niu5,niu5
kòo,故,3365,kò͘,koo3,koo3
tsuē,罪,3360,chōe,tsue7,choe7
thôo,塗,3339,thô͘,thoo5,thoo5
khak,確,3339,khak,khak,khak
sîng,誠,3330,sêng,sing5,seng5
tok,督,3324,tok,tok,tok
kè,價,3323,kè,ke3,ke3
kiānn,件,3307,kiāⁿ,kiann7,kiann7
too,都,3302,to͘,too,too
tò,到,3301,tò,to3,to3
tsún,準,3291,chún,tsun2,chun2
tiâu,條,3286,tiâu,tiau5,tiau5
phuà,破,3280,phòa,phua3,phoa3
tsûn,船,3270,chûn,tsun5,chun5
tshiánn,請,3261,chhiáⁿ,tshiann2,chhiann2
sìng,聖,3249,sèng,sing3,seng3
ti̍k,的,3240,te̍k,tik8,tek8
tāng,重,3234,tāng,tang7,tang7
huâ,華,3233,hôa,hua5,hoa5
sàng,送,3230,sàng,sang3,sang3
tiunn,張,3222,tiuⁿ,tiunn,tiunn
bōng,望,3218,bōng,bong7,bong7
khan,牽,3217,khan,khan,khan
bī,味,3212,bī,bi7,bi7
ing,英,3210,eng,ing,eng
tíng,等,3203,téng,ting2,teng2
kiàn,建,3201,kiàn,kian3,kian3
kánn,敢,3179,káⁿ,kann2,kann2
tshenn,生,3163,chheⁿ,tshenn,chhenn
tshinn,生,3163,chhiⁿ,tshinn,chhinn
siàu,數,3156,siàu,siau3,siau3
khuì,氣,3144,khùi,khui3,khui3
tsuá,紙,3134,chóa,tsua2,choa2
tsuan,專,3129,choan,tsuan,choan
ti,豬,3126,ti,ti,ti
tu,豬,3126,tu,tu,tu
kuá,寡,3125,kóa,kua2,koa2
su,思,3123,su,su,su
uán,遠,3116,oán,uan2,oan2
tiōng,重,3114,tiōng,tiong7,tiong7
tshàu,臭,3108,chhàu,tshau3,chhau3
tsing,精,3107,cheng,tsing,cheng
nih,𥍉,3101,nih,nih,nih
to̍k,獨,3095,to̍k,tok8,tok8
pái,擺,3083,pái,pai2,pai2
hiáu,曉,3083,hiáu,hiau2,hiau2
suî,隨,3082,sûi,sui5,sui5
kiông,強,3049,kiông,kiong5,kiong5
pa̍t,別,3043,pa̍t,pat8,pat8
siā,謝,3028,siā,sia7,sia7
īnn,院,3016,īⁿ,inn7,inn7
guān,願,3016,goān,guan7,goan7
siàu,少,3010,siàu,siau3,siau3
khó,考,3008,khó,kho2,kho2
huann,歡,3006,hoaⁿ,huann,hoann
jīn,認,3005,jīn,jin7,jin7
līn,認,3005,līn,lin7,lin7
tāu,豆,3000,tāu,tau7,tau7
ná,那,2994,ná,na2,na2
tīn,陣,2992,tīn,tin7,tin7
tsiah,隻,2989,chiah,tsiah,chiah
kai,該,2986,kai,kai,kai
pîng,朋,2984,pêng,ping5,peng5
su,書,2980,su,su,su
nā,吶,2973,nā,na7,na7
sái,使,2966,sái,sai2,sai2
sú,使,2966,sú,su2,su2
lâu,流,2954,lâu,lau5,lau5
tsí,只,2950,chí,tsi2,chi2
pâi,排,2950,pâi,pai5,pai5
tìn,鎮,2950,tìn,tin3,tin3
nn̄g,兩,2949,nn̄g,nng7,nng7
kuí,鬼,2941,kúi,kui2,kui2
phín,品,2932,phín,phin2,phin2
pâng,房,2928,pâng,pang5,pang5
pòo,布,2924,pò͘,poo3,poo3
làu,落,2916,làu,lau3,lau3
hiông,雄,2901,hiông,hiong5,hiong5
neh,呢,2892,neh,neh,neh
khin,輕,2882,khin,khin,khin
kun,軍,2876,kun,kun,kun
nâ,林,2875,nâ,na5,na5
sû,詞,2871,sû,su5,su5
hì,戲,2869,hì,hi3,hi3
tsóo,祖,2864,chó͘,tsoo2,choo2
hú,府,2856,hú,hu2,hu2
kiám,檢,2838,kiám,kiam2,kiam2
tó,倒,2836,tó,to2,to2
uá,倚,2834,óa,ua2,oa2
pîng,爿,2834,pêng,ping5,peng5
gī,議,2834,gī,gi7,gi7
tshuā,𤆬,2833,chhōa,tshua7,chhoa7
sòo,數,2832,sò͘,soo3,soo3
sí,始,2824,sí,si2,si2
tha̍k,讀,2820,tha̍k,thak8,thak8
siang,雙,2816,siang,siang,siang
sio̍k,俗,2810,sio̍k,siok8,siok8
siau,消,2810,siau,siau,siau
thó,討,2800,thó,tho2,tho2
tôo,徒,2797,tô͘,too5,too5
sian,仙,2792,sian,sian,sian
kiû,球,2784,kiû,kiu5,kiu5
tián,展,2778,tián,tian2,tian2
liāu,料,2775,liāu,liau7,liau7
suí,媠,2774,súi,sui2,sui2
liōng,量,2765,liōng,liong7,liong7
kng,光,2761,kng,kng,kng
kè,計,2759,kè,ke3,ke3
thàn,趁,2759,thàn,than3,than3
kuân,懸,2753,koân,kuan5,koan5
kíng,景,2750,kéng,king2,keng2
uānn,換,2747,ōaⁿ,uann7,oann7
tsha,差,2740,chha,tsha,chha
piān,便,2736,piān,pian7,pian7
tuà,蹛,2725,tòa,tua3,toa3
tsè,制,2722,chè,tse3,che3
hōo,互,2721,hō͘,hoo7,hoo7
tóng,黨,2708,tóng,tong2,tong2
li̍k,歷,2707,le̍k,lik8,lek8
tsu,資,2706,chu,tsu,chu
íng,永,2703,éng,ing2,eng2
phiò,票,2693,phiò,phio3,phio3
kuat,決,2691,koat,kuat,koat
kuài,怪,2686,koài,kuai3,koai3
toh,桌,2677,toh,toh,toh
hia,遐,2677,hia,hia,hia
hiâ,遐,2677,hiâ,hia5,hia5
kap,佮,2668,kap,kap,kap
lióng,兩,2654,lióng,liong2,liong2
kuán,管,2652,koán,kuan2,koan2
ián,演,2640,ián,ian2,ian2
pī,備,2639,pī,pi7,pi7
phik,拍,2637,phek,phik,phek
huì,費,2631,hùi,hui3,hui3
tsi̍p,集,2628,chi̍p,tsip8,chip8
sūn,順,2626,sūn,sun7,sun7
ho̍k,服,2625,ho̍k,hok8,hok8
thih,鐵,2613,thih,thih,thih
guā,偌,2602,gōa,gua7,goa7
sú,史,2602,sú,su2,su2
tik,德,2594,tek,tik,tek
kīn,近,2586,kīn,kin7,kin7
kūn,近,2586,kūn,kun7,kun7
phuê,皮,2583,phôe,phue5,phoe5
phê,皮,2583,phê,phe5,phe5
hōo,護,2583,hō͘,hoo7,hoo7
lîm,林,2578,lîm,lim5,lim5
tán,等,2562,tán,tan2,tan2
tshíng,請,2562,chhéng,tshing2,chheng2
khiā,徛,2561,khiā,khia7,khia7
tshun,春,2561,chhun,tshun,chhun
uē,畫,2560,ōe,ue7,oe7
bū,務,2544,bū,bu7,bu7
thàu,透,2543,thàu,thau3,thau3
kiōng,共,2539,kiōng,kiong7,kiong7
ki̍p,及,2526,ki̍p,kip8,kip8
gōo,五,2521,gō͘,goo7,goo7
tiām,恬,2516,tiām,tiam7,tiam7
bān,慢,2514,bān,ban7,ban7
kong,功,2513,kong,kong,kong
huan,歡,2505,hoan,huan,hoan
tsiah,遮,2503,chiah,tsiah,chiah
tsiong,將,2502,chiong,tsiong,chiong
siong,相,2500,siong,siong,siong
tâu,投,2494,tâu,tau5,tau5
tshòng,創,2493,chhòng,tshong3,chhong3
tshenn,青,2489,chheⁿ,tshenn,chhenn
tshinn,青,2489,chhiⁿ,tshinn,chhinn
kam,甘,2482,kam,kam,kam
mi̍h,物,2476,mi̍h,mih8,mih8
mn̍gh,物,2476,mn̍gh,mngh8,mngh8
siânn,城,2472,siâⁿ,siann5,siann5
giām,驗,2471,giām,giam7,giam7
póo,補,2470,pó͘,poo2,poo2
iông,容,2467,iông,iong5,iong5
ióng,養,2466,ióng,iong2,iong2
koo,姑,2461,ko͘,koo,koo
tsiòng,眾,2450,chiòng,tsiong3,chiong3
hōo,雨,2449,hō͘,hoo7,hoo7
tshit,七,2425,chhit,tshit,chhit
