hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
かあさん,khà-sàng,25,khà-sàng,kha3sang3,kha3sang3,khasang,khasang
かあちゃん,khà-tsiàng,25,khà-chiàng,kha3tsiang3,kha3chiang3,khatsiang,khachiang
かな,khá-nah,25,khá-nah,kha2nah4,kha2nah4,khanah,khanah
かばん,kha-báng,25,kha-báng,kha1bang2,kha1bang2,khabang,khabang
かんじょう,kha̋n-jióo,25,khăn-jió͘,khan1jioo2,khan9jioo2,khanjioo,khanjioo
かんそう,kha̋n-sóo,25,khăn-só͘,khan1soo2,khan9soo2,khansoo,khansoo
かんばん,kha̋ng-páng,25,khăng-páng,khang1pang2,khang9pang2,khangpang,khangpang
がら,gá-lah,25,gá-lah,ga2lah4,ga2lah4,galah,galah
きって,khit-teh,25,khit-teh,khit4teh4,khit4teh4,khitteh,khitteh
きゃはん,khiā-hang,25,khiā-hang,khia7hang1,khia7hang1,khiahang,khiahang
きゅうけい,khiű-khé,25,khiŭ-khé,khiu1khe2,khiu9khe2,khiukhe,khiukhe
こんぶ,khòng-buh,25,khòng-buh,khong3buh4,khong3buh4,khongbuh,khongbuh
ごぼう,gōo-bōo,25,gō͘-bō͘,goo7boo7,goo7boo7,gooboo,gooboo
さんそ,sàng-sòo,25,sàng-sò͘,sang3soo3,sang3soo3,sangsoo,sangsoo
さんま,sàn-bah,25,sàn-bah,san3bah4,san3bah4,sanbah,sanbah
しゃしん,sia-sín,25,sia-sín,sia1sin2,sia1sin2,siasin,siasin
しょくパン,sio̍k-pháng,25,sio̍k-pháng,siok8phang2,siok8phang2,siokphang,siokphang
じょうとう,jió-toh,25,jió-toh,jio2toh4,jio2toh4,jiotoh,jiotoh
すし,sú-sih,25,sú-sih,su2sih4,su2sih4,susih,susih
せんせい,sia̋n-sé,25,siăn-sé,sian1se2,sian9se2,sianse,sianse
せんぱい,sia̋n-pái,25,siăn-pái,sian1pai2,sian9pai2,sianpai,sianpai
たこ,thak-khooh,25,thak-kho͘h,thak4khooh4,thak4khooh4,thakkhooh,thakkhooh
たび,that-bí,25,that-bí,that4bi2,that4bi2,thatbi,thatbi
たんす,thàng-sù,25,thàng-sù,thang3su3,thang3su3,thangsu,thangsu
とうさん,tòo-sàng,25,tò͘-sàng,too3sang3,too3sang3,toosang,toosang
にんじん,li̋n-jín,25,lĭn-jín,lin1jin2,lin9jin2,linjin,linjin
ねえちゃん,nè-tsiàng,25,nè-chiàng,ne3tsiang3,ne3chiang3,netsiang,nechiang
のうしんとう,nőo-sín,25,nŏ͘-sín,noo1sin2,noo9sin2,noosin,noosin
のり,nóo-lih,25,nó͘-lih,noo2lih4,noo2lih4,noolih,noolih
はんごう,ha̋ng-góo,25,hăng-gó͘,hang1goo2,hang9goo2,hanggoo,hanggoo
ばいきん,ba̋i-khín,25,băi-khín,bai1khin2,bai9khin2,baikhin,baikhin
ふろ,hú-looh,25,hú-lo͘h,hu2looh4,hu2looh4,hulooh,hulooh
まんが,bàng-gà,25,bàng-gà,bang3ga3,bang3ga3,bangga,bangga
みそ,mí-soh,25,mí-soh,mi2soh4,mi2soh4,misoh,misoh
みそ,mí-sooh,25,mí-so͘h,mi2sooh4,mi2sooh4,misooh,misooh
めいし,mè-sì,25,mè-sì,me3si3,me3si3,mesi,mesi
やみ,iá-mih,25,iá-mih,ia2mih4,ia2mih4,iamih,iamih
ゆり,iú-lih,25,iú-lih,iu2lih4,iu2lih4,iulih,iulih
ようかん,iő-káng,25,iŏ-káng,io1kang2,io9kang2,iokang,iokang
よび,ió-bih,25,ió-bih,io2bih4,io2bih4,iobih,iobih
りんご,lìn-gòo,25,lìn-gò͘,lin3goo3,lin3goo3,lingoo,lingoo
れんたん,lia̋n-táng,25,liăn-táng,lian1tang2,lian9tang2,liantang,liantang
アウト,àu-tsirh,25,àu-chirh,au3tsirh4,au3chirh4,autsirh,auchirh
アウト,àu-tsuh,25,àu-chuh,au3tsuh4,au3chuh4,autsuh,auchuh
エンジン,ia̋n-jín,25,iăn-jín,ian1jin2,ian9jin2,ianjin,ianjin
オーバー,òo-bà,25,ò͘-bà,oo3ba3,oo3ba3,ooba,ooba
カーテン,kha-tián,25,kha-tián,kha1tian2,kha1tian2,khatian,khatian
ガス,gá-suh,25,gá-suh,ga2suh4,ga2suh4,gasuh,gasuh
キロ,khí-looh,25,khí-lo͘h,khi2looh4,khi2looh4,khilooh,khilooh
ギター,gì-tà,25,gì-tà,gi3ta3,gi3ta3,gita,gita
クォータ,khòo-tah,25,khò͘-tah,khoo3tah4,khoo3tah4,khootah,khootah
コップ,khok-puh,25,khok-puh,khok4puh4,khok4puh4,khokpuh,khokpuh
コート,khòo-tòo,25,khò͘-tò͘,khoo3too3,khoo3too3,khootoo,khootoo
サイズ,sài-sù,25,sài-sù,sai3su3,sai3su3,saisu,saisu
サック,sak-khuh,25,sak-khuh,sak4khuh4,sak4khuh4,sakkhuh,sakkhuh
シャツ,siat-tsuh,25,siat-chuh,siat4tsuh4,siat4chuh4,siattsuh,siatchuh
ショート,siòo-tòo,25,siò͘-tò͘,sioo3too3,sioo3too3,siootoo,siootoo
ジャンパー,jiàn-bà,25,jiàn-bà,jian3ba3,jian3ba3,jianba,jianba
セット,siat-tooh,25,siat-to͘h,siat4tooh4,siat4tooh4,siattooh,siattooh
セーフ,sè-hù,25,sè-hù,se3hu3,se3hu3,sehu,sehu
ソース,sòo-sù,25,sò͘-sù,soo3su3,soo3su3,soosu,soosu
タイヤ,thài-ià,25,thài-ià,thai3ia3,thai3ia3,thaiia,thaiia
タイル,thài-lù,25,thài-lù,thai3lu3,thai3lu3,thailu,thailu
タンゴ,thàn-gòo,25,thàn-gò͘,than3goo3,than3goo3,thangoo,thangoo
チップ,tsit-puh,25,chit-puh,tsit4puh4,chit4puh4,tsitpuh,chitpuh
チャック,jiak-kuh,25,jiak-kuh,jiak4kuh4,jiak4kuh4,jiakkuh,jiakkuh
チョッキ,tsiok-kih,25,chiok-kih,tsiok4kih4,chiok4kih4,tsiokkih,chiokkih
ナイロン,na̋i-lóng,25,năi-lóng,nai1long2,nai9long2,nailong,nailong
ハイヤ,hài-ià,25,hài-ià,hai3ia3,hai3ia3,haiia,haiia
ハム,há-muh,25,há-muh,ha2muh4,ha2muh4,hamuh,hamuh
バス,bá-sirh,25,bá-sirh,ba2sirh4,ba2sirh4,basirh,basirh
バス,bá-suh,25,bá-suh,ba2suh4,ba2suh4,basuh,basuh
バター,bá-tah,25,bá-tah,ba2tah4,ba2tah4,batah,batah
バック,bak-kuh,25,bak-kuh,bak4kuh4,bak4kuh4,bakkuh,bakkuh
バッター,bat-tah,25,bat-tah,bat4tah4,bat4tah4,battah,battah
バンバー,bàn-bà,25,bàn-bà,ban3ba3,ban3ba3,banba,banba
バール,bá-luh,25,bá-luh,ba2luh4,ba2luh4,baluh,baluh
パンク,phàng-kù,25,phàng-kù,phang3ku3,phang3ku3,phangku,phangku
ビール,bì-lù,25,bì-lù,bi3lu3,bi3lu3,bilu,bilu
ピンポン,phi̋n-phóng,25,phĭn-phóng,phin1phong2,phin9phong2,phinphong,phinphong
ベット,biat-tooh,25,biat-to͘h,biat4tooh4,biat4tooh4,biattooh,biattooh
ペンチ,phiàn-tsih,25,phiàn-chih,phian3tsih4,phian3chih4,phiantsih,phianchih
ボート,bòo-tòo,25,bò͘-tò͘,boo3too3,boo3too3,bootoo,bootoo
ボール,bòo-lù,25,bò͘-lù,boo3lu3,boo3lu3,boolu,boolu
ポンプ,phòng-phù,25,phòng-phù,phong3phu3,phong3phu3,phongphu,phongphu
マイク,mài-kù,25,mài-kù,mai3ku3,mai3ku3,maiku,maiku
ミシン,mi-sín,25,mi-sín,mi1sin2,mi1sin2,misin,misin
メロン,me-lóng,25,me-lóng,me1long2,me1long2,melong,melong
モーター,mòo-tà,25,mò͘-tà,moo3ta3,moo3ta3,moota,moota
ライター,lài-tah,25,lài-tah,lai3tah4,lai3tah4,laitah,laitah
レモン,lê-bóng,25,lê-bóng,le5bong2,le5bong2,lebong,lebong
レース,lè-sìr,25,lè-sìr,le3sir3,le3sir3,lesir,lesir
ロース,lòo-suh,25,lò͘-suh,loo3suh4,loo3suh4,loosuh,loosuh
㤉潲,gêr-siâu,25,gêr-siâu,ger5siau5,ger5siau5,gersiau,gersiau
上人,siōng-jîn,25,siōng-jîn,siong7jin5,siong7jin5,siongjin,siongjin
上人,siōng-lîn,25,siōng-lîn,siong7lin5,siong7lin5,sionglin,sionglin
上尾,siōng-bér,25,siōng-bér,siong7ber2,siong7ber2,siongber,siongber
上師,siōng-sir,25,siōng-sir,siong7sir1,siong7sir1,siongsir,siongsir
上書,siōng-sir,25,siōng-sir,siong7sir1,siong7sir1,siongsir,siongsir
上書,siōng-su,25,siōng-su,siong7su1,siong7su1,siongsu,siongsu
上書,siǒng-sir,25,siǒng-sir,siong6sir1,siong6sir1,siongsir,siongsir
上書,tsiūnn-tsir,25,chiūⁿ-chir,tsiunn7tsir1,chiunn7chir1,tsiunntsir,chiunnchir
上書,tsiūnn-tsu,25,chiūⁿ-chu,tsiunn7tsu1,chiunn7chu1,tsiunntsu,chiunnchu
上書,tsiǔnn-tsir,25,chiǔⁿ-chir,tsiunn6tsir1,chiunn6chir1,tsiunntsir,chiunnchir
上等,jió-toh,25,jió-toh,jio2toh4,jio2toh4,jiotoh,jiotoh
不如,put-jîr,25,put-jîr,put4jir5,put4jir5,putjir,putjir
不如,put-lîr,25,put-lîr,put4lir5,put4lir5,putlir,putlir
世事,sè-sīr,25,sè-sīr,se3sir7,se3sir7,sesir,sesir
乾燥,kha̋n-sóo,25,khăn-só͘,khan1soo2,khan9soo2,khansoo,khansoo
予備,ió-bih,25,ió-bih,io2bih4,io2bih4,iobih,iobih
事主,sīr-tsú,25,sīr-chú,sir7tsu2,sir7chu2,sirtsu,sirchu
事事,sīr-sīr,25,sīr-sīr,sir7sir7,sir7sir7,sirsir,sirsir
事理,sīr-lí,25,sīr-lí,sir7li2,sir7li2,sirli,sirli
事路,sīr-lōo,25,sīr-lō͘,sir7loo7,sir7loo7,sirloo,sirloo
事路,sū-lōo,25,sū-lō͘,su7loo7,su7loo7,suloo,suloo
人事,jîn-sīr,25,jîn-sīr,jin5sir7,jin5sir7,jinsir,jinsir
人事,lîn-sīr,25,lîn-sīr,lin5sir7,lin5sir7,linsir,linsir
人参,li̋n-jín,25,lĭn-jín,lin1jin2,lin9jin2,linjin,linjin
代書,tāi-sir,25,tāi-sir,tai7sir1,tai7sir1,taisir,taisir
代賠,tāi-puê,25,tāi-pôe,tai7pue5,tai7poe5,taipue,taipoe
代賠,tāi-pê,25,tāi-pê,tai7pe5,tai7pe5,taipe,taipe
代賠,tāi-pêr,25,tāi-pêr,tai7per5,tai7per5,taiper,taiper
仮名,khá-nah,25,khá-nah,kha2nah4,kha2nah4,khanah,khanah
休憩,khiű-khé,25,khiŭ-khé,khiu1khe2,khiu9khe2,khiukhe,khiukhe
何如,hô-jîr,25,hô-jîr,ho5jir5,ho5jir5,hojir,hojir
何如,hô-jû,25,hô-jû,ho5ju5,ho5ju5,hoju,hoju
何如,hô-lîr,25,hô-lîr,ho5lir5,ho5lir5,holir,holir
何如,hô-lû,25,hô-lû,ho5lu5,ho5lu5,holu,holu
佛公,pu̍t-kong,25,pu̍t-kong,put8kong1,put8kong1,putkong,putkong
佛字,pu̍t-jī,25,pu̍t-jī,put8ji7,put8ji7,putji,putji
佛字,pu̍t-lī,25,pu̍t-lī,put8li7,put8li7,putli,putli
使用,sír-iōng,25,sír-iōng,sir2iong7,sir2iong7,siriong,siriong
俗語,sio̍k-gír,25,sio̍k-gír,siok8gir2,siok8gir2,siokgir,siokgir
信士,sìn-sīr,25,sìn-sīr,sin3sir7,sin3sir7,sinsir,sinsir
信士,sìn-sū,25,sìn-sū,sin3su7,sin3su7,sinsu,sinsu
信士,sìn-sǐr,25,sìn-sǐr,sin3sir6,sin3sir6,sinsir,sinsir
信據,sìn-kì,25,sìn-kì,sin3ki3,sin3ki3,sinki,sinki
信據,sìn-kìr,25,sìn-kìr,sin3kir3,sin3kir3,sinkir,sinkir
信據,sìn-kù,25,sìn-kù,sin3ku3,sin3ku3,sinku,sinku
修飾,siu-sik,25,siu-sek,siu1sik4,siu1sek4,siusik,siusek
傀儡,ka-lér,25,ka-lér,ka1ler2,ka1ler2,kaler,kaler
傷暑,siong-sír,25,siong-sír,siong1sir2,siong1sir2,siongsir,siongsir
傷暑,siong-sú,25,siong-sú,siong1su2,siong1su2,siongsu,siongsu
僻語,phiah-gí,25,phiah-gí,phiah4gi2,phiah4gi2,phiahgi,phiahgi
僻語,phiah-gír,25,phiah-gír,phiah4gir2,phiah4gir2,phiahgir,phiahgir
僻語,phiah-gú,25,phiah-gú,phiah4gu2,phiah4gu2,phiahgu,phiahgu
先生,sia̋n-sé,25,siăn-sé,sian1se2,sian9se2,sianse,sianse
先輩,sia̋n-pái,25,siăn-pái,sian1pai2,sian9pai2,sianpai,sianpai
光批,kng-phue,25,kng-phoe,kng1phue1,kng1phoe1,kngphue,kngphoe
光批,kuinn-phe,25,kuiⁿ-phe,kuinn1phe1,kuinn1phe1,kuinnphe,kuinnphe
內科,lāi-khe,25,lāi-khe,lai7khe1,lai7khe1,laikhe,laikhe
內科,lāi-kher,25,lāi-kher,lai7kher1,lai7kher1,laikher,laikher
內科,lǎi-kher,25,lǎi-kher,lai6kher1,lai6kher1,laikher,laikher
公子,kong-tsír,25,kong-chír,kong1tsir2,kong1chir2,kongtsir,kongchir
兵士,ping-sīr,25,peng-sīr,ping1sir7,peng1sir7,pingsir,pengsir
兵士,ping-sǐr,25,peng-sǐr,ping1sir6,peng1sir6,pingsir,pengsir
写真,sia-sín,25,sia-sín,sia1sin2,sia1sin2,siasin,siasin
分會,hun-hē,25,hun-hē,hun1he7,hun1he7,hunhe,hunhe
分會,hun-hēr,25,hun-hēr,hun1her7,hun1her7,hunher,hunher
刑事,hîng-sīr,25,hêng-sīr,hing5sir7,heng5sir7,hingsir,hengsir
刪除,san-tîr,25,san-tîr,san1tir5,san1tir5,santir,santir
剝皮,pak-phêr,25,pak-phêr,pak4pher5,pak4pher5,pakpher,pakpher
割據,kat-kì,25,kat-kì,kat4ki3,kat4ki3,katki,katki
割據,kat-kìr,25,kat-kìr,kat4kir3,kat4kir3,katkir,katkir
割據,kat-kù,25,kat-kù,kat4ku3,kat4ku3,katku,katku
勇士,ióng-sīr,25,ióng-sīr,iong2sir7,iong2sir7,iongsir,iongsir
勇士,ióng-sǐr,25,ióng-sǐr,iong2sir6,iong2sir6,iongsir,iongsir
勘定,kha̋n-jióo,25,khăn-jió͘,khan1jioo2,khan9jioo2,khanjioo,khanjioo
南無,lâm-bû,25,lâm-bû,lam5bu5,lam5bu5,lambu,lambu
南無,nâ-môo,25,nâ-mô͘,na5moo5,na5moo5,namoo,namoo
博士,phok-sīr,25,phok-sīr,phok4sir7,phok4sir7,phoksir,phoksir
博士,phok-sǐr,25,phok-sǐr,phok4sir6,phok4sir6,phoksir,phoksir
古史,kóo-sír,25,kó͘-sír,koo2sir2,koo2sir2,koosir,koosir
古史,kóo-sú,25,kó͘-sú,koo2su2,koo2su2,koosu,koosu
古墓,kóo-bōo,25,kó͘-bō͘,koo2boo7,koo2boo7,kooboo,kooboo
古書,kóo-sir,25,kó͘-sir,koo2sir1,koo2sir1,koosir,koosir
古書,kóo-su,25,kó͘-su,koo2su1,koo2su1,koosu,koosu
古書,kóo-tsir,25,kó͘-chir,koo2tsir1,koo2chir1,kootsir,koochir
古語,kóo-gí,25,kó͘-gí,koo2gi2,koo2gi2,koogi,koogi
古語,kóo-gír,25,kó͘-gír,koo2gir2,koo2gir2,koogir,koogir
古語,kóo-gú,25,kó͘-gú,koo2gu2,koo2gu2,koogu,koogu
可以,khónn-í,25,khóⁿ-í,khonn2i2,khonn2i2,khonni,khonni
可傷,khó-siong,25,khó-siong,kho2siong1,kho2siong1,khosiong,khosiong
可傷,khónn-siong,25,khóⁿ-siong,khonn2siong1,khonn2siong1,khonnsiong,khonnsiong
可取,khónn-tshú,25,khóⁿ-chhú,khonn2tshu2,khonn2chhu2,khonntshu,khonnchhu
可惜,khónn-sioh,25,khóⁿ-sioh,khonn2sioh4,khonn2sioh4,khonnsioh,khonnsioh
可愛,khónn-ài,25,khóⁿ-ài,khonn2ai3,khonn2ai3,khonnai,khonnai
可憐,khónn-lîn,25,khóⁿ-lîn,khonn2lin5,khonn2lin5,khonnlin,khonnlin
可疑,khónn-gî,25,khóⁿ-gî,khonn2gi5,khonn2gi5,khonngi,khonngi
可見,khónn-kiàn,25,khóⁿ-kiàn,khonn2kian3,khonn2kian3,khonnkian,khonnkian
台詞,tâi-sîr,25,tâi-sîr,tai5sir5,tai5sir5,taisir,taisir
台語,tâi-gír,25,tâi-gír,tai5gir2,tai5gir2,taigir,taigir
史官,sír-kuann,25,sír-koaⁿ,sir2kuann1,sir2koann1,sirkuann,sirkoann
史官,sú-kuann,25,sú-koaⁿ,su2kuann1,su2koann1,sukuann,sukoann
史策,sír-tshik,25,sír-chhek,sir2tshik4,sir2chhek4,sirtshik,sirchhek
史策,sú-tshik,25,sú-chhek,su2tshik4,su2chhek4,sutshik,suchhek
史記,sír-kì,25,sír-kì,sir2ki3,sir2ki3,sirki,sirki
史記,sú-kì,25,sú-kì,su2ki3,su2ki3,suki,suki
司令,sir-līng,25,sir-lēng,sir1ling7,sir1leng7,sirling,sirleng
司機,sir-ki,25,sir-ki,sir1ki1,sir1ki1,sirki,sirki
司法,sir-huat,25,sir-hoat,sir1huat4,sir1hoat4,sirhuat,sirhoat
司空,sir-khong,25,sir-khong,sir1khong1,sir1khong1,sirkhong,sirkhong
司空,su-khong,25,su-khong,su1khong1,su1khong1,sukhong,sukhong
司長,sir-tiúnn,25,sir-tiúⁿ,sir1tiunn2,sir1tiunn2,sirtiunn,sirtiunn
司馬,sir-má,25,sir-má,sir1ma2,sir1ma2,sirma,sirma
名刺,mè-sì,25,mè-sì,me3si3,me3si3,mesi,mesi
名姓,miâ-sìnn,25,miâ-sìⁿ,mia5sinn3,mia5sinn3,miasinn,miasinn
味噌,mí-soh,25,mí-soh,mi2soh4,mi2soh4,misoh,misoh
味噌,mí-sooh,25,mí-so͘h,mi2sooh4,mi2sooh4,misooh,misooh
善事,siān-sīr,25,siān-sīr,sian7sir7,sian7sir7,siansir,siansir
善事,siǎn-sīr,25,siǎn-sīr,sian6sir7,sian6sir7,siansir,siansir
善書,siān-tsir,25,siān-chir,sian7tsir1,sian7chir1,siantsir,sianchir
善書,siān-tsu,25,siān-chu,sian7tsu1,sian7chu1,siantsu,sianchu
善書,siǎn-tsir,25,siǎn-chir,sian6tsir1,sian6chir1,siantsir,sianchir
單據,tuann-kì,25,toaⁿ-kì,tuann1ki3,toann1ki3,tuannki,toannki
單據,tuann-kìr,25,toaⁿ-kìr,tuann1kir3,toann1kir3,tuannkir,toannkir
單據,tuann-kù,25,toaⁿ-kù,tuann1ku3,toann1ku3,tuannku,toannku
四季,sì-kuì,25,sì-kùi,si3kui3,si3kui3,sikui,sikui
四季,sìr-kuì,25,sìr-kùi,sir3kui3,sir3kui3,sirkui,sirkui
四常,sìr-siông,25,sìr-siông,sir3siong5,sir3siong5,sirsiong,sirsiong
四方,sìr-hong,25,sìr-hong,sir3hong1,sir3hong1,sirhong,sirhong
四時,sìr-sî,25,sìr-sî,sir3si5,sir3si5,sirsi,sirsi
四神,sìr-sîn,25,sìr-sîn,sir3sin5,sir3sin5,sirsin,sirsin
四肢,sìr-tsi,25,sìr-chi,sir3tsi1,sir3chi1,sirtsi,sirchi
回批,hêr-phue,25,hêr-phoe,her5phue1,her5phoe1,herphue,herphoe
回答,hêr-tap,25,hêr-tap,her5tap4,her5tap4,hertap,hertap
回話,hê-uē,25,hê-ōe,he5ue7,he5oe7,heue,heoe
回話,hêr-uē,25,hêr-ōe,her5ue7,her5oe7,herue,heroe
回頭,hêr-thâu,25,hêr-thâu,her5thau5,her5thau5,herthau,herthau
固辭,kòo-sîr,25,kò͘-sîr,koo3sir5,koo3sir5,koosir,koosir
固辭,kòo-sû,25,kò͘-sû,koo3su5,koo3su5,koosu,koosu
國事,kok-sīr,25,kok-sīr,kok4sir7,kok4sir7,koksir,koksir
國史,kok-sír,25,kok-sír,kok4sir2,kok4sir2,koksir,koksir
國史,kok-sú,25,kok-sú,kok4su2,kok4su2,koksu,koksu
國師,kok-sir,25,kok-sir,kok4sir1,kok4sir1,koksir,koksir
國語,kok-gír,25,kok-gír,kok4gir2,kok4gir2,kokgir,kokgir
地動,kuē-tāng,25,kōe-tāng,kue7tang7,koe7tang7,kuetang,koetang
地動,kē-tāng,25,kē-tāng,ke7tang7,ke7tang7,ketang,ketang
地氣,terē-khì,25,tēre-khì,tere7khi3,tere7khi3,terekhi,terekhi
地氣,tuē-khì,25,tōe-khì,tue7khi3,toe7khi3,tuekhi,toekhi
地氣,tē-khì,25,tē-khì,te7khi3,te7khi3,tekhi,tekhi
地皮,terē-phêr,25,tēre-phêr,tere7pher5,tere7pher5,terepher,terepher
地皮,tuē-phêr,25,tōe-phêr,tue7pher5,toe7pher5,tuepher,toepher
基隆,kere-lâng,25,kere-lâng,kere1lang5,kere1lang5,kerelang,kerelang
基隆,kue-lâng,25,koe-lâng,kue1lang5,koe1lang5,kuelang,koelang
堅辭,kian-sîr,25,kian-sîr,kian1sir5,kian1sir5,kiansir,kiansir
堅辭,kian-sû,25,kian-sû,kian1su5,kian1su5,kiansu,kiansu
塗皮,thôo-phuê,25,thô͘-phôe,thoo5phue5,thoo5phoe5,thoophue,thoophoe
塗皮,thôo-phê,25,thô͘-phê,thoo5phe5,thoo5phe5,thoophe,thoophe
塗皮,thôo-phêr,25,thô͘-phêr,thoo5pher5,thoo5pher5,thoopher,thoopher
墓壙,bōo-khǹg,25,bō͘-khǹg,boo7khng3,boo7khng3,bookhng,bookhng
墓庵,bōo-am,25,bō͘-am,boo7am1,boo7am1,booam,booam
墓桌,bōng-toh,25,bōng-toh,bong7toh4,bong7toh4,bongtoh,bongtoh
墓桌,bōo-toh,25,bō͘-toh,boo7toh4,boo7toh4,bootoh,bootoh
墓粿,bōo-ké,25,bō͘-ké,boo7ke2,boo7ke2,booke,booke
墓粿,bōo-kér,25,bō͘-kér,boo7ker2,boo7ker2,booker,booker
士官,sīr-kuann,25,sīr-koaⁿ,sir7kuann1,sir7koann1,sirkuann,sirkoann
士官,sǐr-kuann,25,sǐr-koaⁿ,sir6kuann1,sir6koann1,sirkuann,sirkoann
士氣,sīr-khì,25,sīr-khì,sir7khi3,sir7khi3,sirkhi,sirkhi
士氣,sǐr-khì,25,sǐr-khì,sir6khi3,sir6khi3,sirkhi,sirkhi
外皮,guā-phê,25,gōa-phê,gua7phe5,goa7phe5,guaphe,goaphe
外皮,guā-phêr,25,gōa-phêr,gua7pher5,goa7pher5,guapher,goapher
外科,guā-khe,25,gōa-khe,gua7khe1,goa7khe1,guakhe,goakhe
外科,guā-kher,25,gōa-kher,gua7kher1,goa7kher1,guakher,goakher
大乘,tāi-sīng,25,tāi-sēng,tai7sing7,tai7seng7,taising,taiseng
大事,tuā-sīr,25,tōa-sīr,tua7sir7,toa7sir7,tuasir,toasir
大事,tāi-sīr,25,tāi-sīr,tai7sir7,tai7sir7,taisir,taisir
大士,tāi-sīr,25,tāi-sīr,tai7sir7,tai7sir7,taisir,taisir
大士,tāi-sǐr,25,tāi-sǐr,tai7sir6,tai7sir6,taisir,taisir
大師,tāi-sir,25,tāi-sir,tai7sir1,tai7sir1,taisir,taisir
大暑,tāi-sír,25,tāi-sír,tai7sir2,tai7sir2,taisir,taisir
天官,thian-kuan,25,thian-koan,thian1kuan1,thian1koan1,thiankuan,thiankoan
天師,thian-sir,25,thian-sir,thian1sir1,thian1sir1,thiansir,thiansir
天師,thian-su,25,thian-su,thian1su1,thian1su1,thiansu,thiansu
天干,thian-kan,25,thian-kan,thian1kan1,thian1kan1,thiankan,thiankan
太史,thài-sír,25,thài-sír,thai3sir2,thai3sir2,thaisir,thaisir
太史,thài-sú,25,thài-sú,thai3su2,thai3su2,thaisu,thaisu
太子,thài-tsír,25,thài-chír,thai3tsir2,thai3chir2,thaitsir,thaichir
太師,thài-sir,25,thài-sir,thai3sir1,thai3sir1,thaisir,thaisir
契據,kherè-kìr,25,khère-kìr,khere3kir3,khere3kir3,kherekir,kherekir
契據,khuè-kìr,25,khòe-kìr,khue3kir3,khoe3kir3,khuekir,khoekir
契據,khuè-kù,25,khòe-kù,khue3ku3,khoe3ku3,khueku,khoeku
契據,khè-kì,25,khè-kì,khe3ki3,khe3ki3,kheki,kheki
套語,thò-gí,25,thò-gí,tho3gi2,tho3gi2,thogi,thogi
套語,thò-gír,25,thò-gír,tho3gir2,tho3gir2,thogir,thogir
套語,thò-gú,25,thò-gú,tho3gu2,tho3gu2,thogu,thogu
女士,lír-sīr,25,lír-sīr,lir2sir7,lir2sir7,lirsir,lirsir
女士,lír-sǐr,25,lír-sǐr,lir2sir6,lir2sir6,lirsir,lirsir
好處,hó-tshìr,25,hó-chhìr,ho2tshir3,ho2chhir3,hotshir,hochhir
如今,jîr-kim,25,jîr-kim,jir5kim1,jir5kim1,jirkim,jirkim
如今,lîr-kim,25,lîr-kim,lir5kim1,lir5kim1,lirkim,lirkim
如何,jîr-hô,25,jîr-hô,jir5ho5,jir5ho5,jirho,jirho
如何,lîr-hô,25,lîr-hô,lir5ho5,lir5ho5,lirho,lirho
如來,jîr-lâi,25,jîr-lâi,jir5lai5,jir5lai5,jirlai,jirlai
如來,lîr-lâi,25,lîr-lâi,lir5lai5,lir5lai5,lirlai,lirlai
如左,jîr-tsó,25,jîr-chó,jir5tso2,jir5cho2,jirtso,jircho
如左,jû-tsó,25,jû-chó,ju5tso2,ju5cho2,jutso,jucho
如左,lîr-tsó,25,lîr-chó,lir5tso2,lir5cho2,lirtso,lircho
如左,lû-tsó,25,lû-chó,lu5tso2,lu5cho2,lutso,lucho
如常,jîr-siông,25,jîr-siông,jir5siong5,jir5siong5,jirsiong,jirsiong
如常,jû-siông,25,jû-siông,ju5siong5,ju5siong5,jusiong,jusiong
如常,lîr-siông,25,lîr-siông,lir5siong5,lir5siong5,lirsiong,lirsiong
如常,lû-siông,25,lû-siông,lu5siong5,lu5siong5,lusiong,lusiong
如意,jîr-ì,25,jîr-ì,jir5i3,jir5i3,jiri,jiri
如意,lîr-ì,25,lîr-ì,lir5i3,lir5i3,liri,liri
如數,jîr-sòo,25,jîr-sò͘,jir5soo3,jir5soo3,jirsoo,jirsoo
如數,jû-sòo,25,jû-sò͘,ju5soo3,ju5soo3,jusoo,jusoo
如數,lîr-sòo,25,lîr-sò͘,lir5soo3,lir5soo3,lirsoo,lirsoo
如數,lû-sòo,25,lû-sò͘,lu5soo3,lu5soo3,lusoo,lusoo
如是,jîr-sī,25,jîr-sī,jir5si7,jir5si7,jirsi,jirsi
如是,jîr-sǐ,25,jîr-sǐ,jir5si6,jir5si6,jirsi,jirsi
如是,jû-sī,25,jû-sī,ju5si7,ju5si7,jusi,jusi
如是,lîr-sī,25,lîr-sī,lir5si7,lir5si7,lirsi,lirsi
如是,lîr-sǐ,25,lîr-sǐ,lir5si6,lir5si6,lirsi,lirsi
如是,lû-sī,25,lû-sī,lu5si7,lu5si7,lusi,lusi
如此,jîr-tshír,25,jîr-chhír,jir5tshir2,jir5chhir2,jirtshir,jirchhir
如此,lîr-tshír,25,lîr-chhír,lir5tshir2,lir5chhir2,lirtshir,lirchhir
如流,jîr-liû,25,jîr-liû,jir5liu5,jir5liu5,jirliu,jirliu
如流,jû-liû,25,jû-liû,ju5liu5,ju5liu5,juliu,juliu
