tl,hanzi
tuā-tsiam-phang,大針蜂
pho-pho,波波
pí-pí-tsiáu,比比鳥
tuā-pí-tsiáu,大比鳥
tuā-tshuì-tshiok,大喙雀
a-poh-tsuâ,阿卜蛇
a-poh-kuài,阿卜怪
luî-khu,雷丘
tshiú-bué-la̍t,手尾力
tshiú-bé-la̍t,手尾力
tsiàn-kah-thâng,戰甲蟲
puànn-suann-tóo,半山肚
khì-gia̍p-ka,企業家
sūn-sū,順序
gē-su̍t-phín,藝術品
kong-bū-uân,公務員
nî-siù,年獸
tsio̍h-hóo,石虎
hiòng-tsiân-kiânn,向前行
tsian-pau,煎包
tsik-sî-thong,即時通
sū-gia̍p-suànn,事業線
sū-gia̍p-sûn,事業巡
kè-sǹg-ki,計算機
liap-kíng,攝襉
pe̍h-tshat,白漆
tsí-sàu-tse,止嗽劑
pháinn-sńg,歹耍
si̍t,翼
káu-bué,九尾
káu-bé,九尾
la̍k-bué,六尾
la̍k-bé,六尾
phî-phî,皮皮
tsíng-kah-iû,指甲油
tìng-tsuá-ki,釘紙機
ian-tsi,胭脂
gá-suh-tân,瓦斯彈
iû-mī,油麵
tē-khè,地契
thiu-hueh,抽血
thiu-huih,抽血
thàu-lām--ê,透濫的
kuan-lo̍h-im,關落陰
kha-khiau,跤曲
tīng-piān-tong,訂便當
hìng-khùn-bâ,興睏貓
oo-lián,黑輪
uānn-thiap--ê,換帖的
siān-thâng-á,蟮蟲仔
bián-kheh-khì,免客氣
lún--tsi̍t-ē,忍一下
lîng-kut,龍骨
kip-tsín-sik,急診室
kha-āu-tóo,跤後肚
king-keh,間格
khé-sih,Khé-sih
lu̍t-sian,甪鉎
guá-ài--lí,我愛你
kuann-ngē-huà,肝硬化
tsha-sio,叉燒
tsù-bûn,注文
ī-iok,預約
phū-lōng-kòng,phū-lōng-kòng
ik-tshiah-sng,溢刺酸
theh-puh,theh-puh
má-tsih,麻吉
nn̄g-á,卵仔
ki̋-moo-jī,奇檬字
tiān-khì-tshí,電氣鼠
hóng-á-kiánn,仿仔囝
bē-tâng-lô,賣銅鑼
pó-puè-kiû,寶貝球
má-tong-lôo,媽當奴
làng-káng,làng-káng
tiâu--tio̍h,牢著
ma-khu-to͘h,Ma-khu-to͘h
pang--khì,崩去
án-ne-sinn,按呢生
giâ-tsio̍h-lián,夯石輪
tsún-tsò,準做
pó-táu,寶斗
pó-táu-tìn,寶斗鎮
tuā-tsng,大庄
tuā-tsng-hiong,大庄鄉
tshân-iûnn,田洋
tshân-iûnn-á,田洋仔
tá-káu,打狗
tánn-niau,打貓
phî-khah-khu,皮卡丘
khiú-lîng-á,搝鈴仔
giú-lîng-á,搝鈴仔
kut-thâu-phànn,骨頭冇
khah-pí-siù,卡比獸
bē-kiàn-siàu,袂見笑
buē-kiàn-siàu,袂見笑
tiān-thui,電梯
iú-gî,友誼
bah-sò,肉燥
kiann-pháinn-lâng,驚歹人
ti̍t-tsiap-tshī,直接飼
sìng-khì-kuan,性器官
lān-tsiáu-moo,𡳞鳥毛
tsi-bai-moo,膣屄毛
ka-kī-tshī,家己飼
tsu-mi̍h-ki,輜物機
ba̍k-thâu-kat,目頭結
tsia̍h-pá-bē,食飽袂
iâu-khòng-ki,遙控機
pênn-pang,平枋
pînn-pang,平枋
ún-hîng,隱形
ín-hîng,隱形
pún-uī,本位
tsián-jiông,剪絨
phah-ting-á,拍釘仔
tsuí-gi̍k,水逆
tsuí-tò,水倒
oo-tóo-bái,oo-tóo-bái
oo-tóo-bái,烏肚䆀
kí-tiong-tsáinn,指中指
ok-tsit,惡質
tshuì-kháu-uē,喙口話
uân-á,uân-á
khí-khì,起去
khih-lih,起去
lūn-tsin,論真
sí-si,死屍
sńg-ī,耍奕
ī-sńg,奕耍
uì-tông,畏同
kiau-bân,嬌蠻
tò-pān,倒扮
hia̍p-koh-sóng,拹閣爽
huat-ínn-tián,發穎典
hué-hôo,火狐
tòng-pha̍k-ko,擋曝膏
hông-pha̍k-ko,防曝膏
tán-uat,等斡
thah-lô-pâi,塔羅牌
khīng,虹
phah-jī-puânn,拍字盤
khí-puânn,key盤
làu-khang-tsuā,落空逝
tuā-tòo-muh,大tòo-muh
uân-kong-kuán,圓栱館
pó-khó-bōng,寶可夢
khah-bān--leh,較慢咧
sí-khì--ah,死去矣
tóo-muh,tóo-muh
pì-kiat,祕結
mái-khuh,mái-khuh
kin-bah,筋肉
píng-pak,反腹
thiànn-hong,疼風
ê-á,鞋仔
tshì-juh,tshì-juh
siat-kè-su,設計師
tuī-tn̂g,墜腸
luān-sú-siūnn,亂使想
hái-khiā,海徛
lân-san-bah,零星肉
tsí-bí,紫米
náu-liû,腦瘤
kha-āu-kin,跤後跟
siàm-jiō,滲尿
tsāu-tsînn,找錢
khuìnn-ua̍h,快活
ne-óng,嬭枉
tshut-thâu-thinn,出頭天
tang-hún,冬粉
kiò-tiān-uē,叫電話
tiong-lâng,中人
sio-ke̍h,相扴
giâ-kê,夯枷
tsha̍k-ba̍k,鑿目
thâu-gông-gông,頭楞楞
khui-to-pâng,開刀房
pàng-sái,放屎
tâi-lô,台羅
lóo-tsuâ,魯蛇
ī-hông-siā,預防射
kuì-hū-lâng,貴婦人
sió-khak-hīng,小確幸
hông-pha̍k,防曝
tshit--ê,七的
kòng-kiû,摃球
mî-á-ki,綿仔枝
sio̍k-pháng-kauh,sio̍k-pháng-𩛩
tio̍h-m̄-tio̍h,著毋著
tì-tsiòng,智障
tsim-tsiok,斟酌
tiánn-pinn-liâm,鼎邊黏
sim-tiān-tôo,心電圖
sio̍k-bé,俗買
khin,氫
hāi,氦
nái,氖
li̍k,氯
bí,鎂
hiù,溴
phî,鈹
tik-hīng,德行
kám-á-tiàm,𥴊仔店
tsok-sit,作息
bē-sóng,袂爽
ha̍k-ūn,學運
ò-mn̂g,澳門
a-tsa,腌臢
lah-sap,垃圾
bûn-tshòng,文創
gín-á-hiann,囡仔兄
gín-á-tsé,囡仔姊
tshì-kui,刺䲅
suî-sin-tia̍p,隨身碟
ànn-thâu-tso̍k,向頭族
kâu-thô-á,猴桃仔
sió-pîng-iú,小朋友
iáu-siū,夭壽
mài-lo-so,莫囉嗦
lâ-sâm,垃儳
kiann-lâng,驚人
ài-tâi-gí,愛臺語
pho-khe-bóng,波科魍
ut-lut,膃肭
hái-tshat-ông,海賊王
ba̍k-tsiu-kînn,目睭墘
uān-hîm,浣熊
tiàm-khang-ku,踮空龜
âm-khang-ku,涵空龜
too-king,都更
khàm-hâ-ko,崁瑕膏
sio-kiû,燒球
hué-tshenn-bûn,火星文
hé-tshinn-bûn,火星文
nuā-sìng,爛性
būn-pn̄g,悶飯
tshoo-tshuì,粗喙
hái-thē,海䖳
that-tó-ke,窒倒街
muá-suann-phiânn,滿山坪
tshiú-tsiān,手賤
tsàn-tshâ-king,棧柴間
tshâ-tshù-á,柴厝仔
pháinn-kut-té,歹骨底
khiām-tshuì,儉喙
an-tshin-pan,安親班
hù-kià,副寄
kiam-kià,兼寄
pn̄g,飯
pī-īn,避孕
pī-ūn,避孕
thinn-ting,天燈
thian-ting,天燈
li-kōo,li-kōo
tiān-sàu-tshiú,電掃帚
tho-lu-kî,tho-lu-kî
khip-tîn-khì,吸塵器
tang-lóo,tang-lóo
ling-khí,奶齒
ni-khí,奶齒
gín-á-khí,囡仔齒
khip-tshing-khì,吸清器
thóo-ní-kî,土耳其
gô-lô-su,俄羅斯
gô-lô,俄羅
lōo-se-a,露西亞
sit-hóng-tsú,實況主
sio-khòo,燒褲
jua̍h-khòo,熱褲
hū-kho,婦科
tuā-bē-tiûnn,大賣場
khai-káng-king,開講間
thuân-su-suànn,傳輸線
uì-kuânn,畏寒
phuê-hu-kho,皮膚科
phê-hu-kho,皮膚科
liān-sin-king,練身間
ting-ji̍p,登入
kún-ká,滾絞
ká-thiànn,絞疼
tsuí-kóo,水鈷
phênn-ka-sū,彭佳嶼
khut-kiông,倔強
siok-bo̍k,寂寞
sann-pó,三寶
tsō-iū-bîng,座右銘
nāi-bí,奈米
ku-kòo,龜顧
tiàm-thâu,店頭
tiān-khip-á,電吸仔
tshiam-kàu,簽到
sàm-sóng,三爽
se-bùn,se-bùn
phō-khe-bóng,抱魁魍
tsuí-ôo,水壺
tsù-kái,註解
thuân-sìn-suànn,傳訊線
tshinn-koo-sòo,青菇素
bih-miâ,覕名
tshàng-miâ,藏名
tsu-tai,書呆
n̂g-la̍h-á,黃蠟仔
n̂g-thán,黃疸
pháinn-tshuán-khuì,歹喘氣
tsheh-ku-á,冊龜仔
tshiú-bīn-tâi,手面台
hàn-pó,漢堡
hām-bah-kap,和肉敆
sîn-king-kho,神經科
thuân--khí-lih,傳起去
hûn-tíng,雲頂
hûn-tuan,雲端
tshuā-lōo-ki,𤆬路機
pih-kang,鱉公
pih-bú,鱉母
khí-bah-pho,起肉波
tsuân-liân,全聯
hì-phā,肺疱
oo-niau,烏貓
soo-keh-lân,蘇格蘭
nâ-âu-kńg,嚨喉管
bah-phìnn,肉片
tsāi-lí-kiânn,在你行
it-khá-thong,一卡通
tshik-tshì,測試
tuā-náu,大腦
mî-á-ki,棉仔枝
huē-sit-lé,會失禮
tê-ki-á,茶機仔
lōo-lê,露螺
lô-li̍k-sū,勞力士
tsio̍h-un-luán,石溫暖
sóng-tsáu,爽走
ta-piān-sóo,焦便所
ping-guân,冰原
oo-phìnn,烏片
hiau,囂
tsu,珠
si̍p-kok-bí,十穀米
sè-tshut-á,細齣仔
lōo-tâi,露台
thâu-hîn,頭眩
tuā-thâu-bú,大頭拇
âu,喉
hô-ní-bông,荷爾蒙
ho͘-lú-bóng,荷爾蒙
kiânn-lōo-tsháu,行路草
tshàu-tshàu-hue,臭臭花
pà-ông-hue,霸王花
niau-láu-tuā,貓老大
kâu-kuài,猴怪
to̍k-tshì-thē,毒刺䖳
phō-khí-moo,抱起毛
lián-kiû,碾球
tiān-hang-siunn,電烘箱
thâi-ti--ê,刣豬的
to̍k-kak-sian,獨角仙
thih-gû-á,鐵牛仔
tau-thâng,兜蟲
sún-ku,筍龜
giâ-thih-lián,夯鐵輪
lo̍k-kak-ku,鹿角龜
tshiū-ku,樹龜
tshâ-ku,柴龜
ta-sàu,焦嗽
sái-pue-khí,屎桮齒
hām-bîn,陷眠
giô--ê,蟯的
tsìng-tsu,種珠
io-tsiah-kut,腰脊骨
hō-luh-bóng,hō-luh-bóng
phō-khì-moh,抱去瘼
liú-lia̍h,扭掠
lio̍h-á-ū,略仔有
hô-bé,河馬
ling-sûn,奶巡
suî-ē-thong,隨會通
tuā-khoo-ting,大箍丁
nǹg-suann-tshí,軁山鼠
ka-kī-lâi,家己來
sió-kī-tàn,小巨蛋
be̍h-tong-lô,麥當勞
tshuì-tûn-ko,喙脣膏
ki-á-thn̂g,枝仔糖
tsíng-kah-tshái,指甲彩
lí-ài--guá,你愛我
kńg-tang,廣東
tiān-hang-lôo,電烘爐
luî-tiān-kiû,雷電球
gá-suh-tuânn,瓦斯彈
tshiám-hang-bah,攕烘肉
hùn-liān-su,hùn-liān su
thàu-tsíng-á,透種仔
iâu-khòng,遙控
khok,扣
gue̍h-king,月經
gue̍h-sìn,月信
gue̍h-sū,月事
thian-kuì-suí,天癸水
phài-tuā-tshenn,派大星
bi̍t-pô,密婆
khí-moo-jī,起毛字
khîng-tsînn,窮錢
bē-tàng-lāu,袂當老
tsông-tsînn,傱錢
phian-khe-khih,偏溪缺
phái-sòng,Phái-sòng
phah-sóng,拍爽
kha-tshng-tiàm,尻川店
phu̍h-ting,浡丁
bān-tsáu,慢走
tsing-lîng,精靈
tshiah-hueh-kiû,赤血球
pó-hiám-thò,保險套
e-móo-jih,e-móo-jih
huē-bûn-jī,繪文字
lu-ki-á,攄機仔
án-ne,按呢
sî-kè-kó,時計果
tiuh-tiuh,搐搐
tāi-á-ông,𩸙仔王
tsi-ku-la̍t,芝車力
pháng,麭
kim-suan,金萱
ké--ê,假的
sio̍k-pháng,俗麭
to-sū,多士
só-ut,Só-ut
siú-ní,首爾
khiáu-khik-li̍k,巧克力
tsu-kóo-la̍t,朱古力
jû-ka,瑜伽
ióo-kah,ióo-kah
suan-bîn,酸民
ne-kut-tái,ne-kut-tái
sà-suh,sà-suh
ài-khùn,愛睏
lāu-ôo,漏壺
ling-tsuânn,奶泉
phīnn-keh-king,鼻隔間
sim-kénn-that,心梗窒
pínn-thô-tsuânn,扁桃泉
tshò-siong,挫傷
thôo-hún-sat,塗粉蝨
khiáu-ki-á,巧機仔
lān-muā,𡳞蔓
iau-kuânn-gō,枵寒餓
thia̍p-á,疊仔
ām-kui-sàn,頷胿腺
tāi-kau,代溝
pió-tuann,表單
kuann-bāng,官網
kháu-tsō,口座
sak-po̍k--khì,捒爆去
tshâ-tè-á,柴塊仔
kap-tshâ-thiāu,佮柴柱
tshâ-thia̍p-á,柴疊仔
kan-á-tshī,矸仔飼
ú-môo-kiû,羽毛球
tang-tsio̍h,東石
siàu-hō,數號
bî-tiān-náu,微電腦
kuí-ông,鬼王
oo-àm-hîn,烏暗眩
náu-iām,腦炎
hù-tsok-iōng,副作用
uai-thâu-tshài,歪頭菜
gāi-gio̍h,礙虐
kàm-sī-khì,監視器
piáu-tuann,表單
phah-kang,拍工
tsáu-pio,走標
iam-ke-kiânn,閹雞行
huat-tiâu,發條
kuè-hong,過風
liân-tsiap-khang,連接空
ke-kuà,加掛
uá-hiám,倚險
sńg-mih-á,耍物仔
iu-phû,幽浮
tō-kuán,道館
liān-tsáu-ki,練走機
puî-niau,肥貓
tuā-pōo-hūn,大部分
kih,砌
tshiú-tòng,手擋
tshiú-tòng-á,手擋仔
lian--khì,蔫去
sin-kim-san,新金山
tiau-lîng,凋零
ke-iú,街友
kue-iú,街友
liû-lōng-hàn,流浪漢
pâi-jua̍h,排熱
tông-o̍h,同學
tò-thâu-tsai,倒頭栽
bo̍k-tsit-pōo,木質部
jūn-phuê-pōo,韌皮部
hîng-sîng-tsân,形成層
sat-kiû,殺球
tsiú-sái,酒駛
tsuì-sái,醉駛
tsiú-kà,酒駕
ngiáu-hīnn-sái,撓耳屎
ngiáu-hīnn-khang,撓耳空
lián-hīnn-á,撚耳仔
óo-hīnn-khang,挖耳空
tshut-siâu,出潲
ānn-pháng-bán,餡麭挽
ia̋u-khóng,遙控
sió-khuá-á,小可仔
ué-hīnn-khang,挖耳空
im-tsa̍h,音閘
thuân-bé,團買
thuân-bué,團買
tshut-tsuânn,出泉
ū-bah-phìnn,有肉片
iû-î,由於
tsuá-á-tshenn,紙仔星
tsuá-á-tshinn,紙仔星
tsuá-thinn-tshenn,紙天星
tsuá-thinn-tshinn,紙天星
kiōng-sán-tóng,共產黨
thē-á,䖳仔
thē-ái-tsúi,䖳仔水
ài-tsu-pēnn,愛滋病
ài-tsu-pīnn,愛滋病
pha̍t-tái,pha̍t-tái
lī-ha̍p-khì,離合器
khiú-sim-kuann,搝心肝
beh-lo̍h-hōo,欲落雨
ngôo-kong,吳剛
ū-khah-suí,有較媠
pàng-moo,放毛
tiong-tshiu,中秋
jiap-kut,顳骨
hia̋n-tóo-sián,hia̋n-tóo-sián
bē-īng-tit,袂用得
phāinn-á-kheh,揹仔客
hó-gia̍h-tshù,好額厝
liàn--ê,輾的
the̍h-kip-piān,宅急便
kik-thâu-khak,激頭殼
thái-ko,癩󿗧
sit-tì,失智
ti-bú-kàu,豬母教
ti-bó-kàu,豬母教
iā,掖
tik-gí,德語
tik-gú,德語
pìnn-siánn-báng,變啥魍
gín-á-phí,囡仔疕
jī-tiâu-á,字條仔
lī-tiâu-á,字條仔
khan-kâu-á,牽猴仔
bān-sìng-tseh,萬聖節
ba̍k-tsiu-sái,目睭屎
kua-bûn-tiat,柯文哲
lín-niâ--leh,恁娘咧
kín-hun-hióng,緊分享
kín-hun-hiáng,緊分享
tshâ-kak-á,柴角仔
thè-tai-ik,替代役
sàng-kū,送舊
siáu-siáu,痟痟
gû-kak-tāu,牛角豆
ma-khá-lóng,馬卡朗
khoo-lo̍h,箍絡
tsiânn-tsán,誠讚
hó,好
suann-thâu,山頭
sú-iōng-lâng,使用人
siám-hiān,閃現
huat-kok-pháng,法國pháng
sńg-íng,耍湧
pháu-khok,跑酷
kî-á-kha,旗仔跤
si̍k-sū,熟士
tshui-tha̍h,推疊
tshiong-íng,衝湧
kenn,經
kinn-ka-kê,kinn-ka-kê
pah-huè-tiàm,百貨店
hi-hua,虛華
hue-tsíng-kah,灰指甲
tsiah-kiann-thiànn,遮驚疼
thôo-sat,塗虱
phah-lā-liâng,拍抐涼
phài,派
hiau-pai,囂俳
khàu-pē,哭爸
su-î,思維
tsîng-khok,前擴
tiám-lù,點攄
tshiok-khòng,觸控
tshiú-bong,手摸
sè-î,細姨
pàng-sak,放捒
bé-tshài,買菜
kuánn-kín,趕緊
tshi̍h-khòng,揤控
it-tíng,一等
lí,你
sàn-tshiah-lâng,散赤人
pe̍k-liû,帛琉
tek-kok-siau,德國簫
kò-pâi-á,划棑仔
jû-ua̍t-tseh,逾越節
niáu-tshí-á,鳥鼠仔
gàn-tshut,gàn出
iú-hi̍k,誘惑
khah-kín,較緊
táu-kat-uē,斗葛話
it-tíng--ê,一頂--的
thǹg-khòo,褪褲
iā-mè-sì,掖名刺
tsìng-siông,正常
tiān-ku,電龜
bong-khòng,摸控
kán-gí-suan,簡語宣
hìng-tshù,興趣
hân-khóo,反抗
phuì-kiánn,屁囝
bû-ì-sik,無意識
tsiàm-pân-gî,占便宜
thng-thâu,湯頭
sut,捽
giàn-thâu,癮頭
tshó,草
bô-būn-tê,無問題
tsò--lâng,做人
hái-tshiâng,海沖
kuân-ta̍h-ê,懸踏鞋
siáu-káu-íng,痟狗湧
khiàm-phah,欠拍
kuân-ta̍h-á,懸踏仔
lān-tsiáu,𡳞鳥
ke-si-lâng,家私人
līng-pái-á,另擺仔
sîng-tsú,祖先
ting-á-hue,燈仔花
pîng-khuân,平懸
pîng-kuân,平懸
kiān-pó-khah,健保卡
kiān-pó-khá,健保卡
tam-tng,擔當
ìn,印
liōng-kái,諒解
tsi̍t-ê,一个
kāng-un-tîng,仝溫重
kâng-un-tîng,仝溫重
kāng-iânn--ê,仝營的
kâng-iânn--ê,仝營的
tuā-pîng-tâi,大平台
tshiat-kiat-su,切結書
thòo--tshut-lâi,吐出來
tuā-uī-ông,大胃王
pháinn-sè,歹勢
thih-tá,鐵打
thih-tah,鐵貼
bí-kó,米果
thài-iông-lîng,太陽能
tiū-tsháu-pinn,稻草編
huàn-lām,氾濫
hā-ngóo-tê,下午茶
hông-kah,逢甲
tio̍h-kâu,著猴
bô-kāng,無仝
hiok,旭
pau-tsí,孢子
io̍h-tshi,藥疽
thuànn-tshi,炭疽
khing,傾
khik-tsè,克制
kuè-giàn,過癮
se̍h-kíng,踅境
tshut-sûn,出巡
sûn-tsng,巡庄
sun̂-kíng,巡境
jūn-piánn-kauh,潤餅𩛩
pē-bú,爸母
sī-tuā,序大
ì-guān,意願
jiû-hî-tsìnn,鰇魚糋
pháinn-thì-thâu,歹剃頭
lián-pán,輪板
làu-keh,落格
phānn-tshit-á,奅姼仔
kuann-tshâ-pang,棺柴枋
tàng-kah,㨂甲
lāi-kah-á,內䘥仔
tsa-poo--ê,查埔的
kok,谷
sio-tshuē,相揣
tap-tshuì-kóo,答喙鼓
tshuì-siâu,喙潲
lā-tsi̍h,抐舌
lā-sái,抐屎
tsuānn,濺
tsíng-ām,腫頷
tsong-thiāu,宗祧
lâng,膿
tsiánn,汫
pōng-huan-be̍h,磅番麥
se̍h-kháu-līng,踅口令
tiat,哲
sàng-tiānn,送定
ai-uàn,哀怨
khòo-bue̍h-á,褲襪仔
tiān-sik,靛色
tuīnn-sik,靛色
káu-kàng-hong,九降風
káu-kàng-huang,九降風
su-lài-tah,su-lài-tah
nn̄g-piánn,卵餅
nuī-piánn,卵餅
thîng-tshia-tiûnn,停車場
kòo-bōng,顧墓
tsia̍h-sái--lah,食屎啦
tshia-tòng-tûn,車擋脣
kué-á-tiâu,粿仔條
ké-á-tiâu,粿仔條
tshiau-lîng-li̍k,超能力
ún-sí,穩死
huan-be̍h-sún,番麥筍
tshuah-ping,礤冰
tsuán-tsînn,賺錢
phàinn--khì--ah,歹去矣
kò-tsu,個資
tsin-bē-bái,真袂䆀
tshī-niáu-tshú,飼鳥鼠
so̍k-tuà,束帶
lāi-tshiâ-sī,內斜視
suān-siâu,訕潲
tshenn-sik,青色
keh-king,隔宮
sè-á-gē,細仔藝
kî-bāng,期望
tshoo-sè,粗細
hùn,楦
pe̍h-lok-á,白橐仔
iám-mn̂g,掩門
ha̍p-kûn,合群
kǹg-pán,鋼板
tang-tseh-înn,冬節圓
pián-gia̍h,匾額
sim-kuann-á,心肝仔
tǹg-phòo,當鋪
jī-tsuá,字紙
sù-sī,四序
ta̍k-ke-hó,逐家好
ē-koh-huat,會閣發
bô-khuànn--tio̍h,無看著
bô-liáu-kái,無了解
lóng-tsò,攏做
kín-lâi-suan,緊來旋
pháinn-tàu-tīn,歹鬥陣
lâng-bīn-tsheh,人面冊
tê-hâng,茶行
suí-ti-kàu,媠豬教
tsiânn-bô-îng,誠無閒
pe̍h-tsha̍t-uē,白賊話
tshia-lián-kué,車輪粿
lāi-té-tsē,內底坐
tshài-thâu-lóo,菜頭滷
beh-uân--ah,欲完矣
hōo-liân-bāng,互聯網
iong-tsìng,雍正
tsuí-kah-tshâ,水佮柴
kāng-the,仝梯
lóo-tshài-thâu,滷菜頭
ji̍p-lâi-tsē,入來坐
tsa̍p-hî,雜魚
tsa̍p-hû,雜魚
iô-khoo-á,搖圈仔
hái-siàu,海嘯
tāng-thâu-khin,重頭輕
huán-hîng,反形
hì-tah,hì-tah
piān-tong,便當
tò-thâu-tshah,倒頭插
kha-tshia-tîn,跤車藤
phoo-lí-lóng,鋪李攏
sàng-tiānn,送訂
bú-pōo,舞步
tinn-khoo-pháng,甜箍麭
guá-tī-tshù,我佇厝
tsin-tsē-lâng,真濟人
giâ-bah,鵝肉
gô-bah,鵝肉
kiunn-bó,薑母
kiunn-bú,薑母
âng-tāu-piánn,紅豆餅
tshiū-ling-thn̂g,樹奶糖
tshiū-lin-thn̂g,樹奶糖
tshiū-ni-thn̂g,樹奶糖
ji̍t-tsí,日子
tsán,讚
gâu,𠢕
khiàng,勥
gioh-toh,gioh-toh
siap-phānn,澀奅
tiâu-ti̍t,條直
kiù-tshat-tuī,糾察隊
tiông-kenn,長庚
kuì-sam-sam,貴參參
