tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,itaigi
sin-pa-ui,辛巴威,16,sin-pa-ui,sinpaui,sinpaui,sinpaui,sinpaui,spu,spu,True
sin-uân-ti̍t,辛烷值,16,sin-oân-ti̍t,sinuan5tit8,sinoan5tit8,sinuantit,sinoantit,sut,sot,True
koo-tsín-hú,辜振甫,16,ko͘-chín-hú,kootsin2hu2,koochin2hu2,kootsinhu,koochinhu,kth,kch,True
piān-sik-bé,辨識碼,16,piān-sek-bé,pian7sikbe2,pian7sekbe2,piansikbe,piansekbe,psb,psb,True
ngiâ-sîn-bîng,迎神明,16,ngiâ-sîn-bêng,ngia5sin5bing5,ngia5sin5beng5,ngiasinbing,ngiasinbeng,nsb,nsb,True
ngiâ-hong-bīn,迎風面,16,ngiâ-hong-bīn,ngia5hongbin7,ngia5hongbin7,ngiahongbin,ngiahongbin,nhb,nhb,True
hānn-sìng-pia̍t,迒性別,16,hāⁿ-sèng-pia̍t,hann7sing3piat8,hann7seng3piat8,hannsingpiat,hannsengpiat,hsp,hsp,True
huán-hāu-ji̍t,返校日,16,hoán-hāu-ji̍t,huan2hau7jit8,hoan2hau7jit8,huanhaujit,hoanhaujit,hhj,hhj,True
thàng-thinn-phang,迵天芳,16,thàng-thiⁿ-phang,thang3thinnphang,thang3thinnphang,thangthinnphang,thangthinnphang,ttp,ttp,True
bê-tsiòng-ia̍h,迷眾頁,16,bê-chiòng-ia̍h,be5tsiong3iah8,be5chiong3iah8,betsiongiah,bechiongiah,bti,bci,True
sàng-tsuè-tui,送做堆,16,sàng-chòe-tui,sang3tsue3tui,sang3choe3tui,sangtsuetui,sangchoetui,stt,sct,True
sàng-tsò-tui,送做堆,16,sàng-chò-tui,sang3tso3tui,sang3cho3tui,sangtsotui,sangchotui,stt,sct,True
sàng-suann-thâu,送山頭,16,sàng-soaⁿ-thâu,sang3suannthau5,sang3soannthau5,sangsuannthau,sangsoannthau,sst,sst,True
sàng-phue-uân,送批員,16,sàng-phoe-oân,sang3phueuan5,sang3phoeoan5,sangphueuan,sangphoeoan,spu,spo,True
sàng-tsia̍h-si̍t,送食食,16,sàng-chia̍h-si̍t,sang3tsiah8sit8,sang3chiah8sit8,sangtsiahsit,sangchiahsit,sts,scs,True
gi̍k-lān-kuai,逆𡳞乖,16,ge̍k-lān-koai,gik8lan7kuai,gek8lan7koai,giklankuai,geklankoai,glk,glk,True
thàu-thinn-tshù,透天厝,16,thàu-thiⁿ-chhù,thau3thinntshu3,thau3thinnchhu3,thauthinntshu,thauthinnchhu,ttt,ttc,True
thàu-bîng-phìnn,透明片,16,thàu-bêng-phìⁿ,thau3bing5phinn3,thau3beng5phinn3,thaubingphinn,thaubengphinn,tbp,tbp,True
thàu-tsuí-siann,透水聲,16,thàu-chúi-siaⁿ,thau3tsui2siann,thau3chui2siann,thautsuisiann,thauchuisiann,tts,tcs,True
thàu-tsíng-á,透種仔,16,thàu-chéng-á,thau3tsing2a2,thau3cheng2a2,thautsinga,thauchenga,tta,tca,True
thàu-pìn-hôo,透鬢鬍,16,thàu-pìn-hô͘,thau3pin3hoo5,thau3pin3hoo5,thaupinhoo,thaupinhoo,tph,tph,True
ta̍k-ke-hó,逐家好,16,ta̍k-ke-hó,tak8keho2,tak8keho2,takkeho,takkeho,tkh,tkh,True
ta̍k-tiâu-lōo,逐條路,16,ta̍k-tiâu-lō͘,tak8tiau5loo7,tak8tiau5loo7,taktiauloo,taktiauloo,ttl,ttl,True
ta̍k-lé-pài,逐禮拜,16,ta̍k-lé-pài,tak8le2pai3,tak8le2pai3,taklepai,taklepai,tlp,tlp,True
tsit-sì-lâng,這世人,16,chit-sì-lâng,tsitsi3lang5,chitsi3lang5,tsitsilang,chitsilang,tsl,csl,True
tsit-khuán-lâng,這款人,16,chit-khoán-lâng,tsitkhuan2lang5,chitkhoan2lang5,tsitkhuanlang,chitkhoanlang,tkl,ckl,True
tsit-tsām-á,這站仔,16,chit-chām-á,tsittsam7a2,chitcham7a2,tsittsama,chitchama,tta,cca,True
tsit-lōo-bué,這路尾,16,chit-lō͘-bóe,tsitloo7bue2,chitloo7boe2,tsitloobue,chitlooboe,tlb,clb,True
thong-sè-kài,通世界,16,thong-sè-kài,thongse3kai3,thongse3kai3,thongsekai,thongsekai,tsk,tsk,True
thang-tsham-khó,通參考,16,thang-chham-khó,thangtshamkho2,thangchhamkho2,thangtshamkho,thangchhamkho,ttk,tck,True
thong-kuî-á,通懷仔,16,thong-kûi-á,thongkui5a2,thongkui5a2,thongkuia,thongkuia,tka,tka,True
thong-tsuí-lōo,通水路,16,thong-chúi-lō͘,thongtsui2loo7,thongchui2loo7,thongtsuiloo,thongchuiloo,ttl,tcl,True
thong-sin-khu,通身軀,16,thong-sin-khu,thongsinkhu,thongsinkhu,thongsinkhu,thongsinkhu,tsk,tsk,True
se̍h-iā-tshī,逛夜市,16,se̍h-iā-chhī,seh8ia7tshi7,seh8ia7chhi7,sehiatshi,sehiachhi,sit,sic,True
liân-tsiap-khang,連接空,16,liân-chiap-khang,lian5tsiapkhang,lian5chiapkhang,liantsiapkhang,lianchiapkhang,ltk,lck,True
liân-tsiap-thé,連接體,16,liân-chiap-thé,lian5tsiapthe2,lian5chiapthe2,liantsiapthe,lianchiapthe,ltt,lct,True
liân-khuànn-māi,連看覓,16,liân-khòaⁿ-māi,lian5khuann3mai7,lian5khoann3mai7,liankhuannmai,liankhoannmai,lkm,lkm,True
liân-sio̍k-kio̍k,連續劇,16,liân-sio̍k-kio̍k,lian5siok8kiok8,lian5siok8kiok8,liansiokkiok,liansiokkiok,lsk,lsk,True
tsìn-tsi̍t-pōo,進一步,16,chìn-chi̍t-pō͘,tsin3tsit8poo7,chin3chit8poo7,tsintsitpoo,chinchitpoo,ttp,ccp,True
jû-ua̍t-tseh,逾越節,16,jû-oa̍t-cheh,ju5uat8tseh,ju5oat8cheh,juuattseh,juoatcheh,jut,joc,True
iû-o̍h-sian,遊學仙,16,iû-o̍h-sian,iu5oh8sian,iu5oh8sian,iuohsian,iuohsian,ios,ios,True
iû-hì-ông,遊戲王,16,iû-hì-ông,iu5hi3ong5,iu5hi3ong5,iuhiong,iuhiong,iho,iho,True
iû-gē-huē,遊藝會,16,iû-gē-hōe,iu5ge7hue7,iu5ge7hoe7,iugehue,iugehoe,igh,igh,True
iû-tia̍p-hue,遊蝶花,16,iû-tia̍p-hoe,iu5tiap8hue,iu5tiap8hoe,iutiaphue,iutiaphoe,ith,ith,True
iû-lám-kheh,遊覽客,16,iû-lám-kheh,iu5lam2kheh,iu5lam2kheh,iulamkheh,iulamkheh,ilk,ilk,True
iû-lám-tsûn,遊覽船,16,iû-lám-chûn,iu5lam2tsun5,iu5lam2chun5,iulamtsun,iulamchun,ilt,ilc,True
ūn-tōng-kuán,運動館,16,ūn-tōng-koán,un7tong7kuan2,un7tong7koan2,untongkuan,untongkoan,utk,utk,True
ūn-tsuán-tshiú,運轉手,16,ūn-choán-chhiú,un7tsuan2tshiu2,un7choan2chhiu2,untsuantshiu,unchoanchhiu,utt,ucc,True
kuè-tang-kha,過tang跤,16,kòe-tang-kha,kue3tangkha,koe3tangkha,kuetangkha,koetangkha,ktk,ktk,True
kuè-liáu-tāi,過了代,16,kòe-liáu-tāi,kue3liau2tai7,koe3liau2tai7,kueliautai,koeliautai,klt,klt,True
kuè-liáu-sin,過了身,16,kòe-liáu-sin,kue3liau2sin,koe3liau2sin,kueliausin,koeliausin,kls,kls,True
kuè-ngóo-kuan,過五關,16,kòe-ngó͘-koan,kue3ngoo2kuan,koe3ngoo2koan,kuengookuan,koengookoan,knk,knk,True
kè-ngóo-kuan,過五關,16,kè-ngó͘-koan,ke3ngoo2kuan,ke3ngoo2koan,kengookuan,kengookoan,knk,knk,True
kuè--lâng,過人,16,kòe--lâng,kue3lang5,koe3lang5,kuelang,koelang,kl,kl,True
kuè-lô-sí,過勞死,16,kòe-lô-sí,kue3lo5si2,koe3lo5si2,kuelosi,koelosi,kls,kls,True
kuè-khì-sik,過去式,16,kòe-khì-sek,kue3khi3sik,koe3khi3sek,kuekhisik,koekhisek,kks,kks,True
kuè-suann-tshia,過山車,16,kòe-soaⁿ-chhia,kue3suanntshia,koe3soannchhia,kuesuanntshia,koesoannchhia,kst,ksc,True
kè-suann-tshia,過山車,16,kè-soaⁿ-chhia,ke3suanntshia,ke3soannchhia,kesuanntshia,kesoannchhia,kst,ksc,True
kuè-kong-khang,過工空,16,kòe-kong-khang,kue3kongkhang,koe3kongkhang,kuekongkhang,koekongkhang,kkk,kkk,True
kè-kong-khang,過工空,16,kè-kong-khang,ke3kongkhang,ke3kongkhang,kekongkhang,kekongkhang,kkk,kkk,True
kuè-lang-kha,過櫳跤,16,kòe-lang-kha,kue3langkha,koe3langkha,kuelangkha,koelangkha,klk,klk,True
kuè-kau-tshài,過溝菜,16,kòe-kau-chhài,kue3kautshai3,koe3kauchhai3,kuekautshai,koekauchhai,kkt,kkc,True
kè-kau-tshài,過溝菜,16,kè-kau-chhài,ke3kautshai3,ke3kauchhai3,kekautshai,kekauchhai,kkt,kkc,True
kuè-lōo-suànn,過路線,16,kòe-lō͘-sòaⁿ,kue3loo7suann3,koe3loo7soann3,kueloosuann,koeloosoann,kls,kls,True
kè-lōo-suànn,過路線,16,kè-lō͘-sòaⁿ,ke3loo7suann3,ke3loo7soann3,keloosuann,keloosoann,kls,kls,True
at-bí-ko,遏米糕,16,at-bí-ko,atbi2ko,atbi2ko,atbiko,atbiko,abk,abk,True
tō-lîm-tsuá,道林紙,16,tō-lîm-chóa,to7lim5tsua2,to7lim5choa2,tolimtsua,tolimchoa,tlt,tlc,True
iâu-khòng-khì,遙控器,16,iâu-khòng-khì,iau5khong3khi3,iau5khong3khi3,iaukhongkhi,iaukhongkhi,ikk,ikk,True
iâu-khòng-ki,遙控機,16,iâu-khòng-ki,iau5khong3ki,iau5khong3ki,iaukhongki,iaukhongki,ikk,ikk,True
liù-kng-kng,遛光光,16,liù-kng-kng,liu3kngkng,liu3kngkng,liukngkng,liukngkng,lkk,lkk,True
liù-tshuì-am,遛喙罨,16,liù-chhùi-am,liu3tshui3am,liu3chhui3am,liutshuiam,liuchhuiam,lta,lca,True
liù-tshuì-tà,遛喙罩,16,liù-chhùi-tà,liu3tshui3ta3,liu3chhui3ta3,liutshuita,liuchhuita,ltt,lct,True
tsia-ná-huat,遮挪法,16,chia-ná-hoat,tsiana2huat,chiana2hoat,tsianahuat,chianahoat,tnh,cnh,True
tsua--ê,遮的,16,choa--ê,tsuae5,choae5,tsuae,choae,te,ce,True
tsiah-kiann-thiànn,遮驚疼,16,chiah-kiaⁿ-thiàⁿ,tsiahkiannthiann3,chiahkiannthiann3,tsiahkiannthiann,chiahkiannthiann,tkt,ckt,True
suán-tâu-khì,選台器,16,soán-tâu-khì,suan2tau5khi3,soan2tau5khi3,suantaukhi,soantaukhi,stk,stk,True
suán-ti̍k-khuân,選擇權,16,soán-te̍k-khoân,suan2tik8khuan5,soan2tek8khoan5,suantikkhuan,soantekkhoan,stk,stk,True
uî-thuân-tsí,遺傳子,16,ûi-thoân-chí,ui5thuan5tsi2,ui5thoan5chi2,uithuantsi,uithoanchi,utt,utc,True
uî-thuân-tsú,遺傳子,16,ûi-thoân-chú,ui5thuan5tsu2,ui5thoan5chu2,uithuantsu,uithoanchu,utt,utc,True
liâu-lîng-síng,遼寧省,16,liâu-lêng-séng,liau5ling5sing2,liau5leng5seng2,liaulingsing,liaulengseng,lls,lls,True
pinn-á-lâng,邊仔人,16,piⁿ-á-lâng,pinna2lang5,pinna2lang5,pinnalang,pinnalang,pal,pal,True
pinn-á-mn̂g,邊仔門,16,piⁿ-á-mn̂g,pinna2mng5,pinna2mng5,pinnamng,pinnamng,pam,pam,True
ná-lâi-ná,那來那,16,ná-lâi-ná,na2lai5na2,na2lai5na2,nalaina,nalaina,nln,nln,True
na-má-siah,那瑪夏,16,na-má-siah,nama2siah,nama2siah,namasiah,namasiah,nms,nms,True
khu-bóng-sià,邱罔舍,16,khu-bóng-sià,khubong2sia3,khubong2sia3,khubongsia,khubongsia,kbs,kbs,True
khu-hián-tì,邱顯智,16,khu-hián-tì,khuhian2ti3,khuhian2ti3,khuhianti,khuhianti,kht,kht,True
hiok-íng-hô,郁永河,16,hiok-éng-hô,hioking2ho5,hiokeng2ho5,hiokingho,hiokengho,hih,heh,True
hok-liông-pin,郝龍斌,16,hok-liông-pin,hokliong5pin,hokliong5pin,hokliongpin,hokliongpin,hlp,hlp,True
kueh-ú-sin,郭雨新,16,koeh-ú-sin,kuehu2sin,koehu2sin,kuehusin,koehusin,kus,kus,True
too-tshī-sông,都市倯,16,to͘-chhī-sông,tootshi7song5,toochhi7song5,tootshisong,toochhisong,tts,tcs,True
tīng-lê-kun,鄧麗君,16,tēng-lê-kun,ting7le5kun,teng7le5kun,tinglekun,tenglekun,tlk,tlk,True
tēnn-khik-sóng,鄭克塽,16,tēⁿ-khek-sóng,tenn7khiksong2,tenn7kheksong2,tennkhiksong,tennkheksong,tks,tks,True
tēnn-khik-tsong,鄭克𡒉,16,tēⁿ-khek-chong,tenn7khiktsong,tenn7khekchong,tennkhiktsong,tennkhekchong,tkt,tkc,True
tēⁿ-lâm-iông,鄭南榕,16,tēⁿ-lâm-iông,teⁿ7lam5iong5,tenn7lam5iong5,teⁿlamiong,tennlamiong,tli,tli,True
tēnn-bûn-tshàn,鄭文燦,16,tēⁿ-bûn-chhàn,tenn7bun5tshan3,tenn7bun5chhan3,tennbuntshan,tennbunchhan,tbt,tbc,True
tīnn-iōng-sik,鄭用錫,16,tīⁿ-iōng-sek,tinn7iong7sik,tinn7iong7sek,tinniongsik,tinniongsek,tis,tis,True
lîn-tsiap-khu,鄰接區,16,lîn-chiap-khu,lin5tsiapkhu,lin5chiapkhu,lintsiapkhu,linchiapkhu,ltk,lck,True
kànn-bó-khún,酵母菌,16,kàⁿ-bó-khún,kann3bo2khun2,kann3bo2khun2,kannbokhun,kannbokhun,kbk,kbk,True
khok-tsik-la̍h,酷燭獵,16,khok-chek-la̍h,khoktsiklah8,khokcheklah8,khoktsiklah,khokcheklah,ktl,kcl,True
sng-huà-bu̍t,酸化物,16,sng-hòa-bu̍t,snghua3but8,snghoa3but8,snghuabut,snghoabut,shb,shb,True
sng-ling-ko,酸奶膏,16,sng-leng-ko,snglingko,snglengko,snglingko,snglengko,slk,slk,True
sng-ne-ko,酸奶膏,16,sng-ne-ko,sngneko,sngneko,sngneko,sngneko,snk,snk,True
sng-ni-ko,酸奶膏,16,sng-ni-ko,sngniko,sngniko,sngniko,sngniko,snk,snk,True
sng-gû-ling,酸牛奶,16,sng-gû-leng,snggu5ling,snggu5leng,sngguling,sngguleng,sgl,sgl,True
sng-kiù-kiù,酸糾糾,16,sng-kiù-kiù,sngkiu3kiu3,sngkiu3kiu3,sngkiukiu,sngkiukiu,skk,skk,True
sng-sòo-pân,酸素瓶,16,sng-sò͘-pân,sngsoo3pan5,sngsoo3pan5,sngsoopan,sngsoopan,ssp,ssp,True
sng-sòo-kan,酸素矸,16,sng-sò͘-kan,sngsoo3kan,sngsoo3kan,sngsookan,sngsookan,ssk,ssk,True
suan-sòo-tà,酸素罩,16,soan-sò͘-tà,suansoo3ta3,soansoo3ta3,suansoota,soansoota,sst,sst,True
sng-hiam-kenn,酸薟羹,16,sng-hiam-keⁿ,snghiamkenn,snghiamkenn,snghiamkenn,snghiamkenn,shk,shk,True
sng-hiam-kinn,酸薟羹,16,sng-hiam-kiⁿ,snghiamkinn,snghiamkinn,snghiamkinn,snghiamkinn,shk,shk,True
sng-kè-kó,酸計果,16,sng-kè-kó,sngke3ko2,sngke3ko2,sngkeko,sngkeko,skk,skk,True
sng-loa̍h-thng,酸辣湯,16,sng-loa̍h-thng,sngloah8thng,sngloah8thng,sngloahthng,sngloahthng,slt,slt,True
i-ha̍k-huē,醫學會,16,i-ha̍k-hōe,ihak8hue7,ihak8hoe7,ihakhue,ihakhoe,ihh,ihh,True
tāng-kang-gia̍p,重工業,16,tāng-kang-gia̍p,tang7kanggiap8,tang7kanggiap8,tangkanggiap,tangkanggiap,tkg,tkg,True
tāng-kám-mōo,重感冒,16,tāng-kám-mō͘,tang7kam2moo7,tang7kam2moo7,tangkammoo,tangkammoo,tkm,tkm,True
tāng-khi-pîng,重敧爿,16,tāng-khi-pêng,tang7khiping5,tang7khipeng5,tangkhiping,tangkhipeng,tkp,tkp,True
tîng-tsi̍h-kuài,重舌怪,16,têng-chi̍h-koài,ting5tsih8kuai3,teng5chih8koai3,tingtsihkuai,tengchihkoai,ttk,tck,True
tāng-khin-thâu,重輕頭,16,tāng-khin-thâu,tang7khinthau5,tang7khinthau5,tangkhinthau,tangkhinthau,tkt,tkt,True
tiông-iâng-tseh,重陽節,16,tiông-iâng-cheh,tiong5iang5tseh,tiong5iang5cheh,tiongiangtseh,tiongiangcheh,tit,tic,True
tîng-îng-tseh,重陽節,16,têng-êng-cheh,ting5ing5tseh,teng5eng5cheh,tingingtseh,tengengcheh,tit,tec,True
tāng-thâu-khin,重頭輕,16,tāng-thâu-khin,tang7thau5khin,tang7thau5khin,tangthaukhin,tangthaukhin,ttk,ttk,True
iá-kiû-tiûnn,野球場,16,iá-kiû-tiûⁿ,ia2kiu5tiunn5,ia2kiu5tiunn5,iakiutiunn,iakiutiunn,ikt,ikt,True
liāng-kî-iak,量其約,16,liāng-kî-iak,liang7ki5iak,liang7ki5iak,liangkiiak,liangkiiak,lki,lki,True
liāng-tāi-siáu,量大小,16,liāng-tāi-siáu,liang7tai7siau2,liang7tai7siau2,liangtaisiau,liangtaisiau,lts,lts,True
liōng-tāi-siáu,量大小,16,liōng-tāi-siáu,liong7tai7siau2,liong7tai7siau2,liongtaisiau,liongtaisiau,lts,lts,True
liōng-tsú-tsénn,量子井,16,liōng-chú-chéⁿ,liong7tsu2tsenn2,liong7chu2chenn2,liongtsutsenn,liongchuchenn,ltt,lcc,True
liōng-tsú-tsínn,量子井,16,liōng-chú-chíⁿ,liong7tsu2tsinn2,liong7chu2chinn2,liongtsutsinn,liongchuchinn,ltt,lcc,True
niû-hueh-ap,量血壓,16,niû-hoeh-ap,niu5huehap,niu5hoehap,niuhuehap,niuhoehap,nha,nha,True
niû-huih-ap,量血壓,16,niû-huih-ap,niu5huihap,niu5huihap,niuhuihap,niuhuihap,nha,nha,True
niû-kak-tshioh,量角尺,16,niû-kak-chhioh,niu5kaktshioh,niu5kakchhioh,niukaktshioh,niukakchhioh,nkt,nkc,True
niû-thé-un,量體溫,16,niû-thé-un,niu5the2un,niu5the2un,niutheun,niutheun,ntu,ntu,True
kim-guân-pó,金元寶,16,kim-goân-pó,kimguan5po2,kimgoan5po2,kimguanpo,kimgoanpo,kgp,kgp,True
kim-pó-lê,金寶螺,16,kim-pó-lê,kimpo2le5,kimpo2le5,kimpole,kimpole,kpl,kpl,True
kim-tsìng-un,金正恩,16,kim-chèng-un,kimtsing3un,kimcheng3un,kimtsingun,kimchengun,ktu,kcu,True
kim-hông-suāinn,金煌檨,16,kim-hông-soāiⁿ,kimhong5suainn7,kimhong5soainn7,kimhongsuainn,kimhongsoainn,khs,khs,True
kim-gû-tsō,金牛座,16,kim-gû-chō,kimgu5tso7,kimgu5cho7,kimgutso,kimgucho,kgt,kgc,True
kim-khoo-phang,金箍蜂,16,kim-kho͘-phang,kimkhoophang,kimkhoophang,kimkhoophang,kimkhoophang,kkp,kkp,True
kim-po̍h-á,金箔仔,16,kim-po̍h-á,kimpoh8a2,kimpoh8a2,kimpoha,kimpoha,kpa,kpa,True
kim-kim-siòng,金金相,16,kim-kim-siòng,kimkimsiong3,kimkimsiong3,kimkimsiong,kimkimsiong,kks,kks,True
kim-kim-khuànn,金金看,16,kim-kim-khòaⁿ,kimkimkhuann3,kimkimkhoann3,kimkimkhuann,kimkimkhoann,kkk,kkk,True
kim-tsînn-á,金錢仔,16,kim-chîⁿ-á,kimtsinn5a2,kimchinn5a2,kimtsinna,kimchinna,kta,kca,True
kim-siám-siám,金閃閃,16,kim-siám-siám,kimsiam2siam2,kimsiam2siam2,kimsiamsiam,kimsiamsiam,kss,kss,True
kim-hî-ông,金魚王,16,kim-hî-ông,kimhi5ong5,kimhi5ong5,kimhiong,kimhiong,kho,kho,True
ting-á-bé,釘仔馬,16,teng-á-bé,tinga2be2,tenga2be2,tingabe,tengabe,tab,tab,True
tìng-koo-ki,釘孤枝,16,tèng-ko͘-ki,ting3kooki,teng3kooki,tingkooki,tengkooki,tkk,tkk,True
ting-sī-ting,釘是釘,16,teng-sī-teng,tingsi7ting,tengsi7teng,tingsiting,tengsiteng,tst,tst,True
tìng-su-ki,釘書機,16,tèng-su-ki,ting3suki,teng3suki,tingsuki,tengsuki,tsk,tsk,True
tìng-bôo-pang,釘模枋,16,tèng-bô͘-pang,ting3boo5pang,teng3boo5pang,tingboopang,tengboopang,tbp,tbp,True
tìng-tsuá-ki,釘紙機,16,tèng-chóa-ki,ting3tsua2ki,teng3choa2ki,tingtsuaki,tengchoaki,ttk,tck,True
tiò-hî-á,釣魚仔,16,tiò-hî-á,tio3hi5a2,tio3hi5a2,tiohia,tiohia,tha,tha,True
tiò-hû-á,釣魚仔,16,tiò-hû-á,tio3hu5a2,tio3hu5a2,tiohua,tiohua,tha,tha,True
tiò-hî-bûn,釣魚文,16,tiò-hî-bûn,tio3hi5bun5,tio3hi5bun5,tiohibun,tiohibun,thb,thb,True
tūn-tshī-huè,鈍市貨,16,tūn-chhī-hòe,tun7tshi7hue3,tun7chhi7hoe3,tuntshihue,tunchhihoe,tth,tch,True
tūn-tshī-hè,鈍市貨,16,tūn-chhī-hè,tun7tshi7he3,tun7chhi7he3,tuntshihe,tunchhihe,tth,tch,True
liú-á-phàn,鈕仔襻,16,liú-á-phàn,liu2a2phan3,liu2a2phan3,liuaphan,liuaphan,lap,lap,True
lîng-tsî-tiâu,鈴薯條,16,lêng-chî-tiâu,ling5tsi5tiau5,leng5chi5tiau5,lingtsitiau,lengchitiau,ltt,lct,True
báu-sī-báu,鉚是鉚,16,báu-sī-báu,bau2si7bau2,bau2si7bau2,bausibau,bausibau,bsb,bsb,True
iân-pit-á,鉛筆仔,16,iân-pit-á,ian5pita2,ian5pita2,ianpita,ianpita,ipa,ipa,True
iân-pit-iân,鉛筆鉛,16,iân-pit-iân,ian5pitian5,ian5pitian5,ianpitian,ianpitian,ipi,ipi,True
ka-to-tsián,鉸刀剪,16,ka-to-chián,katotsian2,katochian2,katotsian,katochian,ktt,ktc,True
ka-to-thâng,鉸刀蟲,16,ka-to-thâng,katothang5,katothang5,katothang,katothang,ktt,ktt,True
ka-tsián-ku,鉸剪龜,16,ka-chián-ku,katsian2ku,kachian2ku,katsianku,kachianku,ktk,kck,True
ka-tsíng-kah,鉸指甲,16,ka-chéng-kah,katsing2kah,kacheng2kah,katsingkah,kachengkah,ktk,kck,True
ka-thâu-mn̂g,鉸頭毛,16,ka-thâu-mn̂g,kathau5mng5,kathau5mng5,kathaumng,kathaumng,ktm,ktm,True
ka-thâu-moo,鉸頭毛,16,ka-thâu-mo͘,kathau5moo,kathau5moo,kathaumoo,kathaumoo,ktm,ktm,True
ka-thâu-tsang,鉸頭鬃,16,ka-thâu-chang,kathau5tsang,kathau5chang,kathautsang,kathauchang,ktt,ktc,True
gîn-á-kak,銀仔角,16,gîn-á-kak,gin5a2kak,gin5a2kak,ginakak,ginakak,gak,gak,True
gîn-kak-á,銀角仔,16,gîn-kak-á,gin5kaka2,gin5kaka2,ginkaka,ginkaka,gka,gka,True
tshìng-tsí-bōo,銃子幕,16,chhèng-chí-bō͘,tshing3tsi2boo7,chheng3chi2boo7,tshingtsiboo,chhengchiboo,ttb,ccb,True
tâng-tsînn-á,銅錢仔,16,tâng-chîⁿ-á,tang5tsinn5a2,tang5chinn5a2,tangtsinna,tangchinna,tta,tca,True
tâng-lô-uan,銅鑼灣,16,tâng-lô-oan,tang5lo5uan,tang5lo5oan,tanglouan,tanglooan,tlu,tlo,True
tâng-lô-sio,銅鑼燒,16,tâng-lô-sio,tang5lo5sio,tang5lo5sio,tanglosio,tanglosio,tls,tls,True
tî-thâu-khí,鋤頭齒,16,tî-thâu-khí,ti5thau5khi2,ti5thau5khi2,tithaukhi,tithaukhi,ttk,ttk,True
tû-thâu-khí,鋤頭齒,16,tû-thâu-khí,tu5thau5khi2,tu5thau5khi2,tuthaukhi,tuthaukhi,ttk,ttk,True
phoo-lí-lóng,鋪李攏,16,pho͘-lí-lóng,phooli2long2,phooli2long2,phoolilong,phoolilong,pll,pll,True
kǹg-thih-kiap,鋼鐵俠,16,kǹg-thih-kiap,kng3thihkiap,kng3thihkiap,kngthihkiap,kngthihkiap,ktk,ktk,True
lio̍k-im-su,錄音師,16,lio̍k-im-su,liok8imsu,liok8imsu,liokimsu,liokimsu,lis,lis,True
lo̍k-im-su,錄音師,16,lo̍k-im-su,lok8imsu,lok8imsu,lokimsu,lokimsu,lis,lis,True
thuî-kòng-thuî,錘摃錘,16,thûi-kòng-thûi,thui5kong3thui5,thui5kong3thui5,thuikongthui,thuikongthui,tkt,tkt,True
tsînn-ū-la̍t,錢有力,16,chîⁿ-ū-la̍t,tsinn5u7lat8,chinn5u7lat8,tsinnulat,chinnulat,tul,cul,True
tsînn-kuī-á,錢櫃仔,16,chîⁿ-kūi-á,tsinn5kui7a2,chinn5kui7a2,tsinnkuia,chinnkuia,tka,cka,True
tsînn-pháinn-thàn,錢歹趁,16,chîⁿ-pháiⁿ-thàn,tsinn5phainn2than3,chinn5phainn2than3,tsinnphainnthan,chinnphainnthan,tpt,cpt,True
tsînn-bô-kè,錢無價,16,chîⁿ-bô-kè,tsinn5bo5ke3,chinn5bo5ke3,tsinnboke,chinnboke,tbk,cbk,True
tsînn-bô-la̍t,錢無力,16,chîⁿ-bô-la̍t,tsinn5bo5lat8,chinn5bo5lat8,tsinnbolat,chinnbolat,tbl,cbl,True
tsînn-tâng-á,錢筒仔,16,chîⁿ-tâng-á,tsinn5tang5a2,chinn5tang5a2,tsinntanga,chinntanga,tta,cta,True
tsînn-ká-tsînn,錢絞錢,16,chîⁿ-ká-chîⁿ,tsinn5ka2tsinn5,chinn5ka2chinn5,tsinnkatsinn,chinnkachinn,tkt,ckc,True
tsînn-lo̍h-kè,錢落價,16,chîⁿ-lo̍h-kè,tsinn5loh8ke3,chinn5loh8ke3,tsinnlohke,chinnlohke,tlk,clk,True
tsînn-piàn-kāu,錢變厚,16,chîⁿ-piàn-kāu,tsinn5pian3kau7,chinn5pian3kau7,tsinnpiankau,chinnpiankau,tpk,cpk,True
tsînn-piàn-po̍h,錢變薄,16,chîⁿ-piàn-po̍h,tsinn5pian3poh8,chinn5pian3poh8,tsinnpianpoh,chinnpianpoh,tpp,cpp,True
tshò--kuè,錯過,16,chhò--kòe,tsho3kue3,chho3koe3,tshokue,chhokoe,tk,ck,True
tseng-ka-pin,鍾佳濱,16,cheng-ka-pin,tsengkapin,chengkapin,tsengkapin,chengkapin,tkp,ckp,True
tsing-lâm-san,鍾南山,16,cheng-lâm-san,tsinglam5san,chenglam5san,tsinglamsan,chenglamsan,tls,cls,True
tsiong-khái-hông,鍾愷紘,16,chiong-khái-hông,tsiongkhai2hong5,chiongkhai2hong5,tsiongkhaihong,chiongkhaihong,tkh,ckh,True
só-sî-khoo,鎖匙箍,16,só-sî-kho͘,so2si5khoo,so2si5khoo,sosikhoo,sosikhoo,ssk,ssk,True
kiànn-buâ-kiànn,鏡磨鏡,16,kiàⁿ-bôa-kiàⁿ,kiann3bua5kiann3,kiann3boa5kiann3,kiannbuakiann,kiannboakiann,kbk,kbk,True
